TIMESTAMP,RPL_OPEN_PRICE_USD,RPL_HIGH_PRICE_USD,RPL_LOW_PRICE_USD,RPL_CLOSE_PRICE_USD,RPL_VOLUME_USD,RPL_DIVIDENDS_USD,RPL_STOCK_SPLITS_USD
2018-07-18 00:00:00+00:00,1.0653899908065796,1.0873099565505981,0.9964280128479004,1.0117000341415405,119618,0.0,0.0
2018-07-19 00:00:00+00:00,1.011389970779419,1.0524100065231323,0.9367290139198303,0.9384959936141968,75810,0.0,0.0
2018-07-20 00:00:00+00:00,0.9387149810791016,1.0196499824523926,0.9226800203323364,0.9822310209274292,45409,0.0,0.0
2018-07-21 00:00:00+00:00,0.9824169874191284,1.0208499431610107,0.9710689783096313,1.0082600116729736,65883,0.0,0.0
2018-07-22 00:00:00+00:00,1.0077699422836304,1.0182100534439087,1.0056500434875488,1.012619972229004,11726,0.0,0.0
2018-07-23 00:00:00+00:00,1.0180699825286865,1.0221799612045288,0.8097879886627197,0.8118389844894409,28121,0.0,0.0
2018-07-24 00:00:00+00:00,0.8116220235824585,0.8424170017242432,0.8109779953956604,0.8389719724655151,1567,0.0,0.0
2018-07-26 00:00:00+00:00,0.7621009945869446,0.7673220038414001,0.7619959712028503,0.7651960253715515,9654,0.0,0.0
2018-07-27 00:00:00+00:00,0.7648630142211914,0.7807000279426575,0.7565339803695679,0.7807000279426575,9369,0.0,0.0
2018-07-28 00:00:00+00:00,0.7008770108222961,0.7017019987106323,0.6943659782409668,0.7001789808273315,187,0.0,0.0
2018-07-29 00:00:00+00:00,0.7006829977035522,0.7049520015716553,0.6948930025100708,0.6948930025100708,185,0.0,0.0
2018-08-01 00:00:00+00:00,0.6196150183677673,0.6321629881858826,0.6077070236206055,0.6219649910926819,6526,0.0,0.0
2018-08-02 00:00:00+00:00,0.6222630143165588,0.6284419894218445,0.6222630143165588,0.6235470175743103,3118,0.0,0.0
2018-08-06 00:00:00+00:00,0.5477349758148193,0.5707569718360901,0.5422620177268982,0.5691840052604675,459,0.0,0.0
2018-08-07 00:00:00+00:00,0.5690630078315735,0.5758470296859741,0.5264930129051208,0.5368689894676208,88,0.0,0.0
2018-08-25 00:00:00+00:00,0.3936150074005127,0.39361798763275146,0.39091598987579346,0.391512006521225,1507,0.0,0.0
2018-08-26 00:00:00+00:00,0.3915190100669861,0.3915190100669861,0.38132500648498535,0.3839010000228882,1477,0.0,0.0
2018-08-27 00:00:00+00:00,0.3881640136241913,0.39933300018310547,0.3870280086994171,0.39933300018310547,599,0.0,0.0
2018-08-28 00:00:00+00:00,0.400970995426178,0.4166019856929779,0.39722099900245667,0.4152509868144989,890,0.0,0.0
2018-08-29 00:00:00+00:00,0.4151580035686493,0.4157939851284027,0.4025540053844452,0.4063650071620941,155,0.0,0.0
2018-09-08 00:00:00+00:00,0.30849000811576843,0.3089430034160614,0.2725670039653778,0.2801559865474701,196,0.0,0.0
2018-09-09 00:00:00+00:00,0.2790299952030182,0.2934359908103943,0.2654939889907837,0.2888289988040924,202,0.0,0.0
2018-09-13 00:00:00+00:00,0.2620820105075836,0.31644099950790405,0.2620820105075836,0.314085990190506,10227,0.0,0.0
2018-09-14 00:00:00+00:00,0.31289398670196533,0.3297240138053894,0.3033309876918793,0.3243899941444397,175,0.0,0.0
2018-09-21 00:00:00+00:00,0.25920599699020386,0.28813400864601135,0.25916799902915955,0.2853670120239258,37,0.0,0.0
