TIMESTAMP,VVS_OPEN_PRICE_USD,VVS_HIGH_PRICE_USD,VVS_LOW_PRICE_USD,VVS_CLOSE_PRICE_USD,VVS_VOLUME_USD,VVS_DIVIDENDS_USD,VVS_STOCK_SPLITS_USD
2021-11-22 00:00:00+00:00,0.0,0.00011600000289035961,0.0,0.00011000000085914508,15248966,0.0,0.0
2021-11-23 00:00:00+00:00,0.00011000000085914508,0.00013299999409355223,0.00011000000085914508,0.00013299999409355223,19729064,0.0,0.0
2021-11-24 00:00:00+00:00,0.00013299999409355223,0.00015500000154133886,0.00013000000035390258,0.00013000000035390258,19098061,0.0,0.0
2021-11-25 00:00:00+00:00,0.00014800000644754618,0.00014800000644754618,0.00011800000356743112,0.00013499999477062374,26363967,0.0,0.0
2021-11-26 00:00:00+00:00,0.0001320000010309741,0.0001320000010309741,0.00011100000119768083,0.00012099999730708078,19544314,0.0,0.0
2021-11-27 00:00:00+00:00,0.00012099999730708078,0.0001449999981559813,0.00011999999696854502,0.00014099999680183828,22279569,0.0,0.0
2021-11-28 00:00:00+00:00,0.00014099999680183828,0.00014099999680183828,0.00013000000035390258,0.00013299999409355223,14790196,0.0,0.0
2021-11-29 00:00:00+00:00,0.00013299999409355223,0.00014400000509340316,0.0001320000010309741,0.0001320000010309741,25912117,0.0,0.0
2021-11-30 00:00:00+00:00,0.0001320000010309741,0.0001320000010309741,0.0001230000052601099,0.00013000000035390258,23360589,0.0,0.0
2021-12-01 00:00:00+00:00,0.00013000000035390258,0.0001429999974789098,0.00013000000035390258,0.00013800000306218863,23807127,0.0,0.0
2021-12-02 00:00:00+00:00,0.00013800000306218863,0.00014200000441633165,0.00013600000238511711,0.00014099999680183828,22100653,0.0,0.0
2021-12-03 00:00:00+00:00,0.00014099999680183828,0.0001449999981559813,0.0001320000010309741,0.00013600000238511711,25939001,0.0,0.0
2021-12-04 00:00:00+00:00,0.00013600000238511711,0.00013800000306218863,0.00011600000289035961,0.0001289999927394092,37568980,0.0,0.0
2021-12-05 00:00:00+00:00,0.0001289999927394092,0.00013099999341648072,0.00012099999730708078,0.0001230000052601099,21039984,0.0,0.0
2021-12-06 00:00:00+00:00,0.0001230000052601099,0.0001230000052601099,0.00010800000018207356,0.00012099999730708078,28373825,0.0,0.0
2021-12-07 00:00:00+00:00,0.00011999999696854502,0.00012799999967683107,0.00011999999696854502,0.00012199999764561653,20272705,0.0,0.0
2021-12-08 00:00:00+00:00,0.00012199999764561653,0.0001230000052601099,0.00011800000356743112,0.00012099999730708078,15748331,0.0,0.0
2021-12-09 00:00:00+00:00,0.00012099999730708078,0.00012099999730708078,0.00011000000085914508,0.00011100000119768083,16931636,0.0,0.0
2021-12-10 00:00:00+00:00,0.00011100000119768083,0.00011200000153621659,0.00010399999882793054,0.00010399999882793054,17304229,0.0,0.0
2021-12-11 00:00:00+00:00,0.00010399999882793054,0.0001049999991664663,0.00010299999848939478,0.0001049999991664663,13237550,0.0,0.0
2021-12-12 00:00:00+00:00,0.0001049999991664663,0.00010699999984353781,9.300000237999484e-05,9.300000237999484e-05,26807599,0.0,0.0
2021-12-13 00:00:00+00:00,9.300000237999484e-05,9.300000237999484e-05,6.600000051548705e-05,6.900000153109431e-05,42214397,0.0,0.0
2021-12-14 00:00:00+00:00,6.900000153109431e-05,7.599999662488699e-05,6.900000153109431e-05,7.400000322377309e-05,16491190,0.0,0.0
2021-12-15 00:00:00+00:00,7.400000322377309e-05,7.699999696342275e-05,7.300000288523734e-05,7.699999696342275e-05,11903515,0.0,0.0
2021-12-16 00:00:00+00:00,7.699999696342275e-05,7.79999973019585e-05,7.500000356230885e-05,7.500000356230885e-05,9633757,0.0,0.0
2021-12-17 00:00:00+00:00,7.500000356230885e-05,7.500000356230885e-05,6.800000119255856e-05,6.800000119255856e-05,12714443,0.0,0.0
2021-12-18 00:00:00+00:00,6.800000119255856e-05,6.900000153109431e-05,6.70000008540228e-05,6.800000119255856e-05,8750843,0.0,0.0
2021-12-19 00:00:00+00:00,6.800000119255856e-05,6.900000153109431e-05,6.500000017695129e-05,6.500000017695129e-05,9159339,0.0,0.0
2021-12-20 00:00:00+00:00,6.500000017695129e-05,6.600000051548705e-05,5.400000009103678e-05,5.500000042957254e-05,16206599,0.0,0.0
2021-12-21 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,5.400000009103678e-05,5.700000110664405e-05,7061328,0.0,0.0
2021-12-22 00:00:00+00:00,5.700000110664405e-05,5.8000001445179805e-05,5.6000000768108293e-05,5.8000001445179805e-05,8737939,0.0,0.0
2021-12-23 00:00:00+00:00,5.8000001445179805e-05,6.70000008540228e-05,5.700000110664405e-05,6.70000008540228e-05,18547452,0.0,0.0
2021-12-24 00:00:00+00:00,6.70000008540228e-05,7.400000322377309e-05,6.70000008540228e-05,6.800000119255856e-05,18324559,0.0,0.0
2021-12-25 00:00:00+00:00,6.800000119255856e-05,7.100000220816582e-05,6.800000119255856e-05,6.900000153109431e-05,10707355,0.0,0.0
2021-12-26 00:00:00+00:00,6.900000153109431e-05,6.900000153109431e-05,6.500000017695129e-05,6.600000051548705e-05,7027747,0.0,0.0
2021-12-27 00:00:00+00:00,6.600000051548705e-05,6.70000008540228e-05,6.600000051548705e-05,6.600000051548705e-05,6960635,0.0,0.0
2021-12-28 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,5.8000001445179805e-05,5.900000178371556e-05,11563073,0.0,0.0
2021-12-29 00:00:00+00:00,5.900000178371556e-05,5.999999848427251e-05,5.500000042957254e-05,5.500000042957254e-05,6748787,0.0,0.0
2021-12-30 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,5.500000042957254e-05,5.500000042957254e-05,5949449,0.0,0.0
2021-12-31 00:00:00+00:00,5.500000042957254e-05,5.8000001445179805e-05,5.500000042957254e-05,5.500000042957254e-05,7258818,0.0,0.0
2022-01-01 00:00:00+00:00,5.500000042957254e-05,5.6000000768108293e-05,5.500000042957254e-05,5.6000000768108293e-05,4501290,0.0,0.0
