TIMESTAMP,SMART_OPEN_PRICE_USD,SMART_HIGH_PRICE_USD,SMART_LOW_PRICE_USD,SMART_CLOSE_PRICE_USD,SMART_VOLUME_USD,SMART_DIVIDENDS_USD,SMART_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.0939129963517189,0.10187900066375732,0.08256000280380249,0.08811499923467636,116602,0.0,0.0
2017-11-10 00:00:00+00:00,0.09008900076150894,0.09588299691677094,0.08353199809789658,0.08482900261878967,52500,0.0,0.0
2017-11-11 00:00:00+00:00,0.08452899754047394,0.08785299956798553,0.05852700024843216,0.06266900151968002,105366,0.0,0.0
2017-11-12 00:00:00+00:00,0.06102000176906586,0.06420200318098068,0.045093998312950134,0.04677800089120865,113453,0.0,0.0
2017-11-13 00:00:00+00:00,0.046737998723983765,0.07301399856805801,0.045756999403238297,0.05827400088310242,76625,0.0,0.0
2017-11-14 00:00:00+00:00,0.05799100175499916,0.06461499631404877,0.05121000111103058,0.05381299927830696,98631,0.0,0.0
2017-11-15 00:00:00+00:00,0.054253000766038895,0.05708499997854233,0.04467900097370148,0.0470849983394146,106195,0.0,0.0
2017-11-16 00:00:00+00:00,0.04732999950647354,0.059716999530792236,0.04643300175666809,0.05267700180411339,200277,0.0,0.0
2017-11-17 00:00:00+00:00,0.05259200185537338,0.06493499875068665,0.05067000165581703,0.05348199978470802,164573,0.0,0.0
2017-11-18 00:00:00+00:00,0.05327000096440315,0.059918999671936035,0.051837000995874405,0.05879500135779381,103510,0.0,0.0
2017-11-19 00:00:00+00:00,0.05858699977397919,0.062056999653577805,0.05590499937534332,0.058021001517772675,90732,0.0,0.0
2017-11-20 00:00:00+00:00,0.05801200121641159,0.059512000530958176,0.04963799938559532,0.049872998148202896,90677,0.0,0.0
2017-11-21 00:00:00+00:00,0.04975000023841858,0.05912100151181221,0.04729799926280975,0.05509199947118759,72711,0.0,0.0
2017-11-22 00:00:00+00:00,0.055417999625205994,0.06198899820446968,0.052792999893426895,0.056791000068187714,92393,0.0,0.0
2017-11-23 00:00:00+00:00,0.05668399855494499,0.06024099886417389,0.054253000766038895,0.054356999695301056,40515,0.0,0.0
2017-11-24 00:00:00+00:00,0.054269999265670776,0.061007000505924225,0.05286400020122528,0.05608300119638443,75423,0.0,0.0
2017-11-25 00:00:00+00:00,0.0570559985935688,0.05719999969005585,0.03386100009083748,0.04436499997973442,274839,0.0,0.0
2017-11-26 00:00:00+00:00,0.04582500085234642,0.047944001853466034,0.04055900126695633,0.045538000762462616,155080,0.0,0.0
2017-11-27 00:00:00+00:00,0.04554799944162369,0.05174199864268303,0.04445600137114525,0.05174199864268303,107188,0.0,0.0
2017-11-28 00:00:00+00:00,0.05186999961733818,0.06547100096940994,0.049219001084566116,0.06300300359725952,165692,0.0,0.0
2017-11-29 00:00:00+00:00,0.06287100166082382,0.07284899801015854,0.05179800093173981,0.05667399987578392,128615,0.0,0.0
2017-11-30 00:00:00+00:00,0.05755800008773804,0.06637100130319595,0.05196100100874901,0.06071599945425987,48059,0.0,0.0
2017-12-01 00:00:00+00:00,0.05983300134539604,0.06365499645471573,0.05603399872779846,0.06159200146794319,70817,0.0,0.0
2017-12-02 00:00:00+00:00,0.06229100003838539,0.06741099804639816,0.056019000709056854,0.05896700173616409,88522,0.0,0.0
2017-12-03 00:00:00+00:00,0.05901699885725975,0.06243399903178215,0.054792001843452454,0.05695899948477745,45733,0.0,0.0
2017-12-04 00:00:00+00:00,0.05714000016450882,0.06294800341129303,0.05592599883675575,0.06078600138425827,89006,0.0,0.0
2017-12-05 00:00:00+00:00,0.06090499833226204,0.0652260035276413,0.059186000376939774,0.06217699870467186,67432,0.0,0.0
2017-12-06 00:00:00+00:00,0.06203899905085564,0.06642699986696243,0.061170998960733414,0.06533200293779373,108993,0.0,0.0
2017-12-07 00:00:00+00:00,0.0644029974937439,0.08087699860334396,0.057137999683618546,0.07155700027942657,196221,0.0,0.0
2017-12-08 00:00:00+00:00,0.07171999663114548,0.07933200150728226,0.0601079985499382,0.07633200287818909,84487,0.0,0.0
2017-12-09 00:00:00+00:00,0.07652100175619125,0.0802220031619072,0.06855300068855286,0.0729300007224083,73108,0.0,0.0
2017-12-10 00:00:00+00:00,0.07346300035715103,0.07765399664640427,0.06409300118684769,0.07619799673557281,49205,0.0,0.0
2017-12-11 00:00:00+00:00,0.07566200196743011,0.0857049971818924,0.0738380029797554,0.08268199861049652,97988,0.0,0.0
2017-12-12 00:00:00+00:00,0.08311200141906738,0.10590600222349167,0.08113399893045425,0.10565099865198135,165430,0.0,0.0
2017-12-13 00:00:00+00:00,0.10575699806213379,0.12394600361585617,0.0989380031824112,0.11453499644994736,149462,0.0,0.0
2017-12-14 00:00:00+00:00,0.11366099864244461,0.13598400354385376,0.11126600205898285,0.13598400354385376,199843,0.0,0.0
2017-12-15 00:00:00+00:00,0.13130299746990204,0.1879889965057373,0.1252959966659546,0.18592700362205505,339833,0.0,0.0
2017-12-16 00:00:00+00:00,0.1874929964542389,0.21826599538326263,0.17204000055789948,0.18623100221157074,390156,0.0,0.0
2017-12-17 00:00:00+00:00,0.1860789954662323,0.19122500717639923,0.1523990035057068,0.17780600488185883,256135,0.0,0.0
2017-12-18 00:00:00+00:00,0.1789799928665161,0.21610300242900848,0.14104199409484863,0.14525699615478516,406680,0.0,0.0
2017-12-19 00:00:00+00:00,0.14730800688266754,0.1570730060338974,0.12646299600601196,0.13715200126171112,479346,0.0,0.0
2017-12-20 00:00:00+00:00,0.13698500394821167,0.13698500394821167,0.11545299738645554,0.11911900341510773,168723,0.0,0.0
2017-12-21 00:00:00+00:00,0.12090300023555756,0.14186599850654602,0.11467699706554413,0.13041900098323822,218411,0.0,0.0
2017-12-22 00:00:00+00:00,0.13083800673484802,0.16379299759864807,0.10565599799156189,0.14847299456596375,587457,0.0,0.0
2017-12-23 00:00:00+00:00,0.1449809968471527,0.20745399594306946,0.1449809968471527,0.17727600038051605,520726,0.0,0.0
2017-12-24 00:00:00+00:00,0.17995800077915192,0.1957399994134903,0.1622290015220642,0.19228799641132355,305636,0.0,0.0
2017-12-25 00:00:00+00:00,0.19401800632476807,0.1947540044784546,0.15611900389194489,0.17138899862766266,296812,0.0,0.0
2017-12-26 00:00:00+00:00,0.1676889955997467,0.22496600449085236,0.16374200582504272,0.22496600449085236,359837,0.0,0.0
2017-12-27 00:00:00+00:00,0.23685400187969208,0.27980199456214905,0.21628500521183014,0.27980199456214905,642454,0.0,0.0
2017-12-28 00:00:00+00:00,0.2795799970626831,0.39910200238227844,0.24269799888134003,0.3475010097026825,1029950,0.0,0.0
2017-12-29 00:00:00+00:00,0.35063499212265015,0.5637879967689514,0.35063499212265015,0.524245023727417,2109260,0.0,0.0
2017-12-30 00:00:00+00:00,0.5248720049858093,0.5357239842414856,0.38421499729156494,0.43118900060653687,903951,0.0,0.0
2017-12-31 00:00:00+00:00,0.4342670142650604,0.4439780116081238,0.3506210148334503,0.40302300453186035,618419,0.0,0.0
2018-01-01 00:00:00+00:00,0.40634098649024963,0.4310320019721985,0.36851999163627625,0.42248600721359253,451068,0.0,0.0
2018-01-02 00:00:00+00:00,0.4164409935474396,0.47837701439857483,0.3857159912586212,0.4377079904079437,872412,0.0,0.0
2018-01-03 00:00:00+00:00,0.4337339997291565,0.4815550148487091,0.3758780062198639,0.4402630031108856,1012420,0.0,0.0
2018-01-04 00:00:00+00:00,0.44012099504470825,0.4530090093612671,0.3867590129375458,0.42023399472236633,680181,0.0,0.0
2018-01-05 00:00:00+00:00,0.4128980040550232,0.44637998938560486,0.39856699109077454,0.4310939908027649,712946,0.0,0.0
2018-01-06 00:00:00+00:00,0.430323988199234,0.5208330154418945,0.4047200083732605,0.5104510188102722,1054880,0.0,0.0
2018-01-07 00:00:00+00:00,0.509244978427887,0.5531650185585022,0.4660489857196808,0.5531650185585022,1188660,0.0,0.0
2018-01-08 00:00:00+00:00,0.5526800155639648,0.5598139762878418,0.25011900067329407,0.41824400424957275,2992850,0.0,0.0
2018-01-09 00:00:00+00:00,0.41988900303840637,0.439085990190506,0.3001300096511841,0.3234350085258484,1291490,0.0,0.0
