TIMESTAMP,BABYBOME_OPEN_PRICE_USD,BABYBOME_HIGH_PRICE_USD,BABYBOME_LOW_PRICE_USD,BABYBOME_CLOSE_PRICE_USD,BABYBOME_VOLUME_USD,BABYBOME_DIVIDENDS_USD,BABYBOME_STOCK_SPLITS_USD
2024-03-21 00:00:00+00:00,,,,0.0,1302423,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,3184016,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,677546,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,390214,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,185652,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,237033,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,157033,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,83516,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,34708,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,52191,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,111736,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,282900,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,83689,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,114448,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,65718,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,47375,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,11687,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,15409,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,28143,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,10226,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,17974,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,6688,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,14518,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,5785,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,2085,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,2030,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,1620,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,1004,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,1579,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,4523,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,6695,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,2984,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,2333,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,2399,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,3521,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,991,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,750,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,1302,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,9193,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,3193,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,1178,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,1735,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,1095,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,3157,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,528,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,645,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,806,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,1268,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,455,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,4082,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,848,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,2121,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,1138,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,1227,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,694,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,404,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,613,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,999,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,1723,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,614,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,544,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,1031,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,811,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,969,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,205,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,865,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,632,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,1896,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,1366,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,884,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,1129,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,97,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,3790,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,2436,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,588,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,499,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,1941,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,578,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,2868,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,3284,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,500,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,1114,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,325,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,234,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,410,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,84,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,1583,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,375,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,417,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,324,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,464,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,626,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,267,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,322,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,1178,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,888,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,444,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,1566,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,364,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,234,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,976,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,501,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,77,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,515,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,4707,0.0,0.0
