TIMESTAMP,GLEEC_OPEN_PRICE_USD,GLEEC_HIGH_PRICE_USD,GLEEC_LOW_PRICE_USD,GLEEC_CLOSE_PRICE_USD,GLEEC_VOLUME_USD,GLEEC_DIVIDENDS_USD,GLEEC_STOCK_SPLITS_USD
2020-02-04 00:00:00+00:00,0.786628007888794,0.8628919720649719,0.5562959909439087,0.6580950021743774,2175161,0.0,0.0
2020-02-05 00:00:00+00:00,0.6580939888954163,1.6217930316925049,0.5503309965133667,1.583693027496338,3405375,0.0,0.0
2020-02-06 00:00:00+00:00,1.5837570428848267,3.4840080738067627,0.5858539938926697,1.0194679498672485,295323,0.0,0.0
2020-02-07 00:00:00+00:00,1.0663379430770874,1.6910619735717773,0.18946799635887146,1.1957809925079346,10865,0.0,0.0
2020-02-08 00:00:00+00:00,1.2003740072250366,1.2102340459823608,0.6720749735832214,1.001507043838501,9843,0.0,0.0
2020-02-09 00:00:00+00:00,1.001507043838501,1.0789049863815308,0.6791380047798157,0.7818670272827148,8665,0.0,0.0
2020-02-10 00:00:00+00:00,0.7821909785270691,1.4683469533920288,0.21972399950027466,1.1370550394058228,10138,0.0,0.0
2020-02-11 00:00:00+00:00,1.1366839408874512,1.1366839408874512,0.3074150085449219,0.8147100210189819,5681,0.0,0.0
2020-02-12 00:00:00+00:00,0.7866610288619995,1.0627440214157104,0.4554170072078705,0.7795299887657166,6427,0.0,0.0
2020-02-13 00:00:00+00:00,0.7795299887657166,1.0911450386047363,0.10974500328302383,0.34597501158714294,4276,0.0,0.0
2020-02-14 00:00:00+00:00,0.35883599519729614,0.5118020176887512,0.11570300161838531,0.25884100794792175,2993,0.0,0.0
2020-02-15 00:00:00+00:00,0.25884100794792175,0.499208003282547,0.11553599685430527,0.38219600915908813,2739,0.0,0.0
2020-02-16 00:00:00+00:00,0.375326007604599,0.49013999104499817,0.10557299852371216,0.4813289940357208,3004,0.0,0.0
2020-02-17 00:00:00+00:00,0.4813539981842041,0.4821459949016571,0.10648699849843979,0.4652459919452667,1635,0.0,0.0
2020-02-18 00:00:00+00:00,0.46492499113082886,0.4857720136642456,0.46094098687171936,0.48449599742889404,1737,0.0,0.0
2020-02-19 00:00:00+00:00,0.484609991312027,1.4618380069732666,0.3246209919452667,1.1580350399017334,3189,0.0,0.0
2020-02-20 00:00:00+00:00,1.1575100421905518,1.1607760190963745,0.30118200182914734,1.1439390182495117,1245,0.0,0.0
2020-02-21 00:00:00+00:00,1.1433700323104858,1.1540390253067017,1.0364489555358887,1.0419820547103882,264,0.0,0.0
2020-02-22 00:00:00+00:00,1.0422309637069702,1.1279239654541016,1.0275859832763672,1.1251360177993774,233,0.0,0.0
2020-02-23 00:00:00+00:00,1.1251360177993774,1.148908019065857,1.017421007156372,1.0707709789276123,313,0.0,0.0
2020-02-24 00:00:00+00:00,1.0721100568771362,1.1100349426269531,0.9144989848136902,1.1007989645004272,242,0.0,0.0
2020-02-25 00:00:00+00:00,1.1007039546966553,1.1275060176849365,0.46232500672340393,0.8340619802474976,46937,0.0,0.0
2020-02-26 00:00:00+00:00,0.8339800238609314,0.8363029956817627,0.7432680130004883,0.7953429818153381,333371,0.0,0.0
2020-02-27 00:00:00+00:00,0.7947289943695068,0.8190320134162903,0.6102719902992249,0.792805016040802,304901,0.0,0.0
2020-02-28 00:00:00+00:00,0.7928029894828796,0.8008930087089539,0.6785150170326233,0.7783880233764648,287454,0.0,0.0
2020-02-29 00:00:00+00:00,0.7782009840011597,0.790211021900177,0.6808620095252991,0.6808620095252991,288874,0.0,0.0
2020-03-01 00:00:00+00:00,0.6801890134811401,0.6861280202865601,0.5566620230674744,0.6432750225067139,251897,0.0,0.0
2020-03-02 00:00:00+00:00,0.6432170271873474,0.6496049761772156,0.260466992855072,0.5768870115280151,247669,0.0,0.0
2020-03-03 00:00:00+00:00,0.5770050287246704,0.7999910116195679,0.5204259753227234,0.7789869904518127,236444,0.0,0.0
2020-03-04 00:00:00+00:00,0.779338002204895,0.782401978969574,0.7529159784317017,0.758450984954834,305142,0.0,0.0
2020-03-05 00:00:00+00:00,0.7585870027542114,0.793503999710083,0.4104729890823364,0.7894060015678406,324360,0.0,0.0
2020-03-06 00:00:00+00:00,0.7894060015678406,0.7929810285568237,0.3917669951915741,0.782929003238678,296377,0.0,0.0
