TIMESTAMP,IRIS_OPEN_PRICE_USD,IRIS_HIGH_PRICE_USD,IRIS_LOW_PRICE_USD,IRIS_CLOSE_PRICE_USD,IRIS_VOLUME_USD,IRIS_DIVIDENDS_USD,IRIS_STOCK_SPLITS_USD
2019-04-18 00:00:00+00:00,0.12714700400829315,0.1277969926595688,0.12037000060081482,0.12466000020503998,2889726,0.0,0.0
2019-04-19 00:00:00+00:00,0.12487199902534485,0.1262499988079071,0.1172109991312027,0.11761300265789032,4039925,0.0,0.0
2019-04-20 00:00:00+00:00,0.11769799888134003,0.11934400349855423,0.11183100193738937,0.11645299941301346,13838984,0.0,0.0
2019-04-21 00:00:00+00:00,0.11647500097751617,0.11973299831151962,0.10679499804973602,0.11706999689340591,2468514,0.0,0.0
2019-04-22 00:00:00+00:00,0.11719600111246109,0.19463999569416046,0.11239500343799591,0.16735300421714783,21069844,0.0,0.0
2019-04-23 00:00:00+00:00,0.16735300421714783,0.1735379993915558,0.11822199821472168,0.1214980036020279,8537397,0.0,0.0
2019-04-24 00:00:00+00:00,0.1214980036020279,0.12492100149393082,0.11010400205850601,0.11983100324869156,2523059,0.0,0.0
2019-04-25 00:00:00+00:00,0.12019100040197372,0.12121500074863434,0.10441000014543533,0.1056239977478981,1517894,0.0,0.0
2019-04-26 00:00:00+00:00,0.10586400330066681,0.10770300030708313,0.09656299650669098,0.0971980020403862,1138025,0.0,0.0
2019-04-27 00:00:00+00:00,0.09796000272035599,0.11019200086593628,0.09377700090408325,0.10378099977970123,1509682,0.0,0.0
2019-04-28 00:00:00+00:00,0.10378500074148178,0.11708799749612808,0.10050299763679504,0.10651099681854248,2847649,0.0,0.0
2019-04-29 00:00:00+00:00,0.10655900090932846,0.10857900232076645,0.09667100012302399,0.09777399897575378,908875,0.0,0.0
2019-04-30 00:00:00+00:00,0.09763099998235703,0.10179899632930756,0.09153900295495987,0.09353700280189514,1189989,0.0,0.0
2019-05-01 00:00:00+00:00,0.09357800334692001,0.10077500343322754,0.07621700316667557,0.07962100207805634,5757340,0.0,0.0
