TIMESTAMP,INDUSTRIAL_OPEN_PRICE_USD,INDUSTRIAL_HIGH_PRICE_USD,INDUSTRIAL_LOW_PRICE_USD,INDUSTRIAL_CLOSE_PRICE_USD,INDUSTRIAL_VOLUME_USD,INDUSTRIAL_DIVIDENDS_USD,INDUSTRIAL_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,7.625198841094971,7.723998069763184,7.625198841094971,7.670983791351318,0,0.0,0.0
2025-04-02 00:00:00+00:00,7.670983791351318,7.691671848297119,7.5635480880737305,7.652644157409668,0,0.0,0.0
2025-04-03 00:00:00+00:00,7.652644157409668,7.653326988220215,7.461822986602783,7.516777992248535,2080,0.0,0.0
2025-04-04 00:00:00+00:00,7.516777992248535,7.676323890686035,7.516777992248535,7.577363967895508,0,0.0,0.0
2025-04-05 00:00:00+00:00,7.577363967895508,7.702613830566406,7.571784019470215,7.628815174102783,0,0.0,0.0
2025-04-06 00:00:00+00:00,7.628815174102783,7.6344380378723145,7.398355007171631,7.4867401123046875,0,0.0,0.0
2025-04-07 00:00:00+00:00,7.4867401123046875,7.784252166748047,7.342383861541748,7.634994983673096,0,0.0,0.0
2025-04-08 00:00:00+00:00,7.634994983673096,7.759023189544678,7.634941101074219,7.759002208709717,0,0.0,0.0
2025-04-09 00:00:00+00:00,7.759002208709717,7.906294822692871,7.485270023345947,7.770596027374268,3670,0.0,0.0
2025-04-10 00:00:00+00:00,7.770596027374268,7.770596027374268,7.418653964996338,7.483447074890137,95814,0.0,0.0
2025-04-11 00:00:00+00:00,7.483447074890137,7.490260124206543,7.301958084106445,7.37346887588501,0,0.0,0.0
2025-04-12 00:00:00+00:00,7.37346887588501,7.422488212585449,7.373453140258789,7.421523094177246,0,0.0,0.0
2025-04-13 00:00:00+00:00,7.421523094177246,7.513796806335449,7.421523094177246,7.513796806335449,0,0.0,0.0
2025-04-14 00:00:00+00:00,7.513796806335449,7.513796806335449,7.410684108734131,7.417903900146484,3095,0.0,0.0
2025-04-15 00:00:00+00:00,7.417903900146484,7.549732208251953,7.410398006439209,7.50032901763916,0,0.0,0.0
2025-04-16 00:00:00+00:00,7.50032901763916,7.516736030578613,7.423440933227539,7.508927822113037,16012,0.0,0.0
2025-04-17 00:00:00+00:00,7.508927822113037,7.540341854095459,7.476003170013428,7.523825168609619,0,0.0,0.0
2025-04-18 00:00:00+00:00,7.523825168609619,7.534587860107422,7.501583099365234,7.508347988128662,0,0.0,0.0
2025-04-19 00:00:00+00:00,7.508347988128662,7.514999866485596,7.489471912384033,7.489471912384033,0,0.0,0.0
2025-04-20 00:00:00+00:00,7.489471912384033,7.513023853302002,7.4878339767456055,7.48979377746582,0,0.0,0.0
2025-04-21 00:00:00+00:00,7.48979377746582,7.6233930587768555,7.48979377746582,7.545895099639893,0,0.0,0.0
2025-04-22 00:00:00+00:00,7.545895099639893,7.560577869415283,7.430741786956787,7.4944939613342285,0,0.0,0.0
