TIMESTAMP,TOILET_OPEN_PRICE_USD,TOILET_HIGH_PRICE_USD,TOILET_LOW_PRICE_USD,TOILET_CLOSE_PRICE_USD,TOILET_VOLUME_USD,TOILET_DIVIDENDS_USD,TOILET_STOCK_SPLITS_USD
2025-05-02 00:00:00+00:00,0.00023999999393709004,0.000291000003926456,0.00011800000356743112,0.00013600000238511711,313492,0.0,0.0
2025-05-03 00:00:00+00:00,0.00013600000238511711,0.00022400000307243317,0.00012599999899975955,0.00019500000053085387,192580,0.0,0.0
2025-05-04 00:00:00+00:00,0.00019500000053085387,0.0002899999963119626,0.00017800000205170363,0.0002229999954579398,241958,0.0,0.0
2025-05-05 00:00:00+00:00,0.0002229999954579398,0.00033400001120753586,0.00020700000459328294,0.0003020000003743917,186830,0.0,0.0
2025-05-06 00:00:00+00:00,0.0003009999927598983,0.0004920000210404396,0.0002899999963119626,0.0004079999926034361,362316,0.0,0.0
2025-05-07 00:00:00+00:00,0.00040600000647827983,0.0005119999987073243,0.0003420000139158219,0.00042299999040551484,252744,0.0,0.0
2025-05-08 00:00:00+00:00,0.00042299999040551484,0.0004769999941345304,0.00036700000055134296,0.00046800001291558146,173811,0.0,0.0
2025-05-09 00:00:00+00:00,0.0004689999914262444,0.0004799999878741801,0.0003020000003743917,0.00033000000985339284,178516,0.0,0.0
2025-05-10 00:00:00+00:00,0.00033000000985339284,0.00035099999513477087,0.00027600000612437725,0.0003060000017285347,109978,0.0,0.0
2025-05-11 00:00:00+00:00,0.0003060000017285347,0.00041000000783242285,0.0002899999963119626,0.0003279999946244061,130307,0.0,0.0
2025-05-12 00:00:00+00:00,0.0003279999946244061,0.0003640000068116933,0.00022000000171829015,0.0003220000071451068,225962,0.0,0.0
2025-05-13 00:00:00+00:00,0.00031999999191612005,0.0003229999856557697,0.00027200000477023423,0.00031800000579096377,159189,0.0,0.0
2025-05-14 00:00:00+00:00,0.00031800000579096377,0.0003549999964889139,0.0002280000044265762,0.00024500000290572643,160123,0.0,0.0
2025-05-15 00:00:00+00:00,0.00024500000290572643,0.00026599998818710446,0.00017100000695791095,0.00019299999985378236,131503,0.0,0.0
2025-05-16 00:00:00+00:00,0.00019299999985378236,0.0003389999910723418,0.0001610000035725534,0.00027600000612437725,668145,0.0,0.0
2025-05-17 00:00:00+00:00,0.0002789999998640269,0.00035600000410340726,0.0002629999944474548,0.0002749999985098839,341678,0.0,0.0
2025-05-18 00:00:00+00:00,0.0002749999985098839,0.000311999989207834,0.0002629999944474548,0.00028899998869746923,90859,0.0,0.0
2025-05-19 00:00:00+00:00,0.0002899999963119626,0.0003279999946244061,0.00020700000459328294,0.0003150000120513141,214733,0.0,0.0
2025-05-20 00:00:00+00:00,0.0003150000120513141,0.00034699999378062785,0.00025599999935366213,0.00034699999378062785,100907,0.0,0.0
2025-05-21 00:00:00+00:00,0.00034699999378062785,0.00034699999378062785,0.00029299999005161226,0.0003169999981764704,131547,0.0,0.0
2025-05-22 00:00:00+00:00,0.0003169999981764704,0.0004079999926034361,0.0001539999939268455,0.00015799999528098851,0,0.0,0.0
2025-05-23 00:00:00+00:00,0.00015799999528098851,0.00017899999511428177,0.00015799999528098851,0.00017899999511428177,0,0.0,0.0
2025-05-24 00:00:00+00:00,0.00017899999511428177,0.00017899999511428177,0.00017899999511428177,0.00017899999511428177,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.00017899999511428177,0.00017899999511428177,0.00017899999511428177,0.00017899999511428177,0,0.0,0.0
2025-05-26 00:00:00+00:00,0.00017899999511428177,0.00017899999511428177,0.00017899999511428177,0.00017899999511428177,0,0.0,0.0
2025-05-27 00:00:00+00:00,0.00017899999511428177,0.00017899999511428177,0.00017899999511428177,0.00017899999511428177,0,0.0,0.0
2025-05-28 00:00:00+00:00,0.00017899999511428177,0.00017899999511428177,0.00017899999511428177,0.00017899999511428177,0,0.0,0.0
2025-05-29 00:00:00+00:00,0.0003429999924264848,0.0003429999924264848,0.0002849999873433262,0.0003110000106971711,56400,0.0,0.0
2025-05-30 00:00:00+00:00,0.0003110000106971711,0.00033000000985339284,0.0002749999985098839,0.00027799999224953353,89617,0.0,0.0
2025-05-31 00:00:00+00:00,0.00027799999224953353,0.00030899999546818435,0.0002570000069681555,0.00028199999360367656,45285,0.0,0.0
2025-06-01 00:00:00+00:00,0.00028243407723493874,0.0003053530235774815,0.00026686940691433847,0.0002754666784312576,22447,0.0,0.0
