TIMESTAMP,P2PS_OPEN_PRICE_USD,P2PS_HIGH_PRICE_USD,P2PS_LOW_PRICE_USD,P2PS_CLOSE_PRICE_USD,P2PS_VOLUME_USD,P2PS_DIVIDENDS_USD,P2PS_STOCK_SPLITS_USD
2021-11-04 00:00:00+00:00,60.01804733276367,60.9716796875,58.89759826660156,60.38970947265625,942420,0.0,0.0
2021-11-05 00:00:00+00:00,60.36765670776367,60.816497802734375,59.16533660888672,59.618247985839844,958278,0.0,0.0
2021-11-06 00:00:00+00:00,59.63604736328125,60.23005294799805,57.62459945678711,60.109039306640625,945168,0.0,0.0
2021-11-07 00:00:00+00:00,60.10379409790039,61.687904357910156,59.9637565612793,61.405941009521484,951918,0.0,0.0
2021-11-08 00:00:00+00:00,61.416439056396484,64.08906555175781,61.40354537963867,63.97618865966797,1016070,0.0,0.0
2021-11-09 00:00:00+00:00,63.95249938964844,64.29141998291016,62.7026481628418,62.9555778503418,1051484,0.0,0.0
2021-11-10 00:00:00+00:00,62.92892074584961,64.58270263671875,59.606754302978516,61.5947151184082,983607,0.0,0.0
2021-11-11 00:00:00+00:00,61.6146125793457,63.50025939941406,60.88121795654297,62.75151443481445,995364,0.0,0.0
2021-11-12 00:00:00+00:00,62.8667106628418,63.90803909301758,59.93049240112305,62.05499267578125,1011315,0.0,0.0
2021-11-13 00:00:00+00:00,62.00568771362305,62.470680236816406,60.873836517333984,61.80826187133789,993420,0.0,0.0
2021-11-14 00:00:00+00:00,61.80949783325195,62.31952667236328,60.01299285888672,61.4889030456543,959381,0.0,0.0
2021-11-15 00:00:00+00:00,61.46687316894531,63.304481506347656,60.424163818359375,60.64201736450195,1008841,0.0,0.0
2021-11-16 00:00:00+00:00,60.569087982177734,65.01065826416016,55.078086853027344,56.10529708862305,869671,0.0,0.0
2021-11-17 00:00:00+00:00,56.02530288696289,57.15099334716797,54.574066162109375,56.96889877319336,932182,0.0,0.0
2021-11-18 00:00:00+00:00,56.98203659057617,57.72578430175781,52.60623550415039,53.110267639160156,883928,0.0,0.0
2021-11-19 00:00:00+00:00,53.15662384033203,57.298805236816406,52.92108917236328,57.178443908691406,918350,0.0,0.0
2021-11-20 00:00:00+00:00,57.120670318603516,58.92183303833008,55.931304931640625,58.58788299560547,926638,0.0,0.0
2021-11-21 00:00:00+00:00,58.61796188354492,58.75384521484375,56.541587829589844,56.541587829589844,904739,0.0,0.0
2021-11-22 00:00:00+00:00,56.73129653930664,57.14609909057617,53.57626724243164,54.34731674194336,855348,0.0,0.0
2021-11-23 00:00:00+00:00,54.302459716796875,58.26814270019531,54.05072784423828,57.683528900146484,954302,0.0,0.0
2021-11-24 00:00:00+00:00,57.679412841796875,58.1629524230957,55.49948501586914,56.40553283691406,931800,0.0,0.0
2021-11-25 00:00:00+00:00,56.824363708496094,60.473384857177734,56.475372314453125,56.918575286865234,822203,0.0,0.0
2021-11-26 00:00:00+00:00,60.06071090698242,60.47770690917969,52.35833740234375,53.60158157348633,703628,0.0,0.0
2021-11-27 00:00:00+00:00,53.570579528808594,55.654151916503906,53.570579528808594,54.270164489746094,737966,0.0,0.0
2021-11-28 00:00:00+00:00,54.447757720947266,57.11909484863281,53.0265007019043,57.05318832397461,758922,0.0,0.0
2021-11-29 00:00:00+00:00,57.07307434082031,59.28445816040039,56.94089889526367,59.03731918334961,783720,0.0,0.0
2021-11-30 00:00:00+00:00,59.11065673828125,63.17071533203125,57.91863250732422,61.6004753112793,833639,0.0,0.0
2021-12-01 00:00:00+00:00,61.448516845703125,63.535743713378906,60.27840042114258,60.904598236083984,842676,0.0,0.0
2021-12-02 00:00:00+00:00,60.95218276977539,61.51816177368164,57.874332427978516,58.66121292114258,795610,0.0,0.0
