TIMESTAMP,CRTS_OPEN_PRICE_USD,CRTS_HIGH_PRICE_USD,CRTS_LOW_PRICE_USD,CRTS_CLOSE_PRICE_USD,CRTS_VOLUME_USD,CRTS_DIVIDENDS_USD,CRTS_STOCK_SPLITS_USD
2021-09-24 00:00:00+00:00,0.0020099999383091927,0.0020280000753700733,0.0019779999274760485,0.00202700006775558,1287288,0.0,0.0
2021-09-25 00:00:00+00:00,0.0020210000220686197,0.0020439999643713236,0.0019859999883919954,0.0020389999262988567,1725407,0.0,0.0
2021-09-26 00:00:00+00:00,0.0020409999415278435,0.002044999971985817,0.002010999945923686,0.0020149999763816595,1748982,0.0,0.0
2021-09-27 00:00:00+00:00,0.0020169999916106462,0.0022279999684542418,0.0019859999883919954,0.0020349998958408833,1250804,0.0,0.0
2021-09-28 00:00:00+00:00,0.002041999949142337,0.002050000010058284,0.0020230000372976065,0.002032000105828047,1431954,0.0,0.0
2021-09-29 00:00:00+00:00,0.0020359999034553766,0.002085000043734908,0.0020000000949949026,0.0020200000144541264,1780688,0.0,0.0
2021-09-30 00:00:00+00:00,0.0020230000372976065,0.0020959998946636915,0.002004999900236726,0.002082000020891428,1653897,0.0,0.0
2021-10-01 00:00:00+00:00,0.002088000066578388,0.0021440000273287296,0.0020379999186843634,0.002082000020891428,1489448,0.0,0.0
2021-10-02 00:00:00+00:00,0.0020810000132769346,0.0021200000774115324,0.0020729999523609877,0.0021120000164955854,1378401,0.0,0.0
2021-10-03 00:00:00+00:00,0.002111000008881092,0.0021200000774115324,0.002061000093817711,0.0020979999098926783,1460865,0.0,0.0
2021-10-04 00:00:00+00:00,0.0020979999098926783,0.0021180000621825457,0.0020540000405162573,0.002093000104650855,1743319,0.0,0.0
2021-10-05 00:00:00+00:00,0.0021019999403506517,0.0024059999268501997,0.0020570000633597374,0.0021410000044852495,1469935,0.0,0.0
2021-10-06 00:00:00+00:00,0.002139999996870756,0.0021909999195486307,0.002061000093817711,0.0021559998858720064,1936746,0.0,0.0
2021-10-07 00:00:00+00:00,0.0021520000882446766,0.0021750000305473804,0.0020580000709742308,0.0021460000425577164,2042605,0.0,0.0
2021-10-08 00:00:00+00:00,0.002133999951183796,0.002675000112503767,0.0021100000012665987,0.00216599996201694,1799149,0.0,0.0
2021-10-09 00:00:00+00:00,0.002167999977245927,0.002176000038161874,0.0020890000741928816,0.002124000107869506,1566178,0.0,0.0
2021-10-10 00:00:00+00:00,0.002124000107869506,0.002128999913111329,0.0020719999447464943,0.0020860000513494015,1230790,0.0,0.0
2021-10-11 00:00:00+00:00,0.002088000066578388,0.0020979999098926783,0.002044999971985817,0.002068999921903014,1251310,0.0,0.0
2021-10-12 00:00:00+00:00,0.0020759999752044678,0.002320999978110194,0.002051000017672777,0.0020630001090466976,1359683,0.0,0.0
2021-10-13 00:00:00+00:00,0.002065999899059534,0.002217999892309308,0.0020039998926222324,0.0020550000481307507,1762526,0.0,0.0
2021-10-14 00:00:00+00:00,0.0020520000252872705,0.0020959998946636915,0.0020469999872148037,0.002090000081807375,1368714,0.0,0.0
2021-10-15 00:00:00+00:00,0.002094999887049198,0.0021180000621825457,0.002076999982818961,0.002085000043734908,1455751,0.0,0.0
2021-10-16 00:00:00+00:00,0.0020920000970363617,0.0021009999327361584,0.002070999937132001,0.0020800000056624413,1547988,0.0,0.0
2021-10-17 00:00:00+00:00,0.0020800000056624413,0.002093000104650855,0.002041999949142337,0.0020570000633597374,1487042,0.0,0.0
2021-10-18 00:00:00+00:00,0.0020550000481307507,0.0020699999295175076,0.0020230000372976065,0.0020459999796003103,1431928,0.0,0.0
2021-10-19 00:00:00+00:00,0.0020459999796003103,0.002050000010058284,0.0020359999034553766,0.0020379999186843634,2085887,0.0,0.0
2021-10-20 00:00:00+00:00,0.0020389999262988567,0.002087000058963895,0.0020359999034553766,0.002073999959975481,3378611,0.0,0.0
2021-10-21 00:00:00+00:00,0.002073999959975481,0.002107999986037612,0.002070999937132001,0.0021059999708086252,4370460,0.0,0.0
2021-10-22 00:00:00+00:00,0.0021059999708086252,0.0021170000545680523,0.0020920000970363617,0.002102999947965145,4428709,0.0,0.0
2021-10-23 00:00:00+00:00,0.0021039999555796385,0.0021279999054968357,0.0020989999175071716,0.0021230001002550125,4652081,0.0,0.0
2021-10-24 00:00:00+00:00,0.002122000092640519,0.0021410000044852495,0.0020890000741928816,0.0020920000970363617,4797499,0.0,0.0
2021-10-25 00:00:00+00:00,0.002093000104650855,0.0021059999708086252,0.002082000020891428,0.0020940001122653484,5010928,0.0,0.0
2021-10-26 00:00:00+00:00,0.0020940001122653484,0.002131999935954809,0.002078999998047948,0.0021279999054968357,5572181,0.0,0.0
2021-10-27 00:00:00+00:00,0.0021279999054968357,0.002157999901100993,0.0020959998946636915,0.0021389999892562628,5325146,0.0,0.0
2021-10-28 00:00:00+00:00,0.0021379999816417694,0.002176000038161874,0.002099999925121665,0.0021569998934865,6151364,0.0,0.0
2021-10-29 00:00:00+00:00,0.0021559998858720064,0.0021589999087154865,0.002128999913111329,0.0021389999892562628,6956846,0.0,0.0
