,LTC
LTC,1.0
ETH,0.7599461475237098
DASH,0.7301455082823018
BTC,0.7110415986811467
ETC,0.7037540781681739
QTUM,0.6879310299217295
XRP,0.6791674504879679
ZEC,0.6624672464052266
XLM,0.6619882462820045
BAT,0.6212225619299238
DGB,0.6169106671176107
DOGE,0.6113650163051698
AXIOM,0.610445106650449
XMR,0.6051811664079921
SC,0.5946520267637603
XEM,0.5936993465619665
IOTA,0.5871326773091203
LSK,0.5815491445550002
BTS,0.5788574096794881
GAS,0.5741714504788173
FIRO,0.5730060152000789
GNO,0.5708988638348068
DCR,0.5665835870143947
NEWB,0.5634144861035574
2GIVE,0.5592898058910207
WAVES,0.5523439986816666
STEEM,0.5485523423634683
ZEN,0.5340201844526126
RLC,0.530882031035864
KMD,0.53002839695027
PXI,0.5246312703643223
MONA,0.5225665713621049
HBN,0.5198956885140815
AE,0.5157540779923488
SP,0.5139285714285714
AV,0.510122437115877
SYS,0.5097121589590139
SNRG,0.5094517249662773
PKB,0.508928208437643
CJ,0.5073772656620594
ARK,0.505289688156425
ZENI,0.4996488872958178
SONG,0.4989824577106315
ICOB,0.4976064526437914
RBIES,0.4959742358958821
LUN,0.4959155869113044
CREVA,0.49199197431064
VEC2,0.4915114789949305
VLT,0.4864976375214921
C2,0.4858975452520909
GRS,0.4857130343995655
FRN,0.4855521505294057
QBC,0.4852117983912956
SPR,0.4848828852155941
LTCR,0.4829953721930216
IBANK,0.4815014857053222
IMS,0.480862275377189
CAB,0.4806318389455956
PIVX,0.4774633462861154
EVIL,0.4768274694568212
BLAZR,0.475615995632785
ACES,0.4742687676067861
ANT,0.473079865210366
EUC,0.4712237971305506
XQN,0.4698282634395874
ZYD,0.4694854470158419
GCC,0.4694130506659065
ADC,0.4692244822242268
BITS,0.4690517077499302
SWING,0.4670680762957128
VIDZ,0.4669469840153038
OPAL,0.4666267207191382
ACOIN,0.4660135398929323
POST,0.465911492371066
BLU,0.4636183357009033
WBB,0.4603455010689631
ADZ,0.4592063737887001
CF,0.4582876998530125
BERN,0.4578418011440148
XPY,0.4551219916076798
UNIT,0.4525811914559505
NXS,0.4523236673820885
XHI,0.4516781021862747
TAJ,0.4511828460203858
CANN,0.4511366120678958
JLP,0.4506695308812198
MAY,0.4495149923225814
ZET,0.4486267254385622
KOBO,0.4372916586082901
MST,0.4370577893330321
KURT,0.4369922896543766
NAV,0.4365741405985927
LUNC,0.4358899272628725
ICON,0.4346929009349323
SIB,0.4336274912528433
ARGUS,0.4332572274763275
VTC,0.4332025645741043
MOTO,0.4314146148155419
PPC,0.4305408268518003
EDRC,0.4281505758641262
RBT,0.4230099929161366
WINGS,0.4214370767756026
TRST,0.4206059382959011
NETKO,0.4183052669016829
SANDG,0.4182089667283865
