,LTC
LTC,1.0
ETH,0.7014087958101994
DASH,0.6697033735047155
BTC,0.6624909419613986
ETC,0.620585666411222
XRP,0.6025877414294614
QTUM,0.5997507475290236
XLM,0.5933469356060259
ZEC,0.5850940284195765
AXIOM,0.5722091587760219
XMR,0.5255966332875014
DGB,0.5243620845411987
DOGE,0.5215390612332389
BAT,0.5184303301382345
2GIVE,0.5072511346940101
ZET,0.4984777872029765
GNO,0.4950796982742065
SC,0.4916894459027999
BTS,0.4876035792737563
CJ,0.481835645745145
XEM,0.4807677314770931
SNRG,0.4725323027709568
NEWB,0.4719789258297734
AV,0.4715563448333016
HBN,0.4680426788261295
IOTA,0.466833967142831
PKB,0.466467662470895
CREVA,0.4622066095929826
MONA,0.4613367588486465
ICOB,0.4613272827280321
ACES,0.4601567525351528
DCR,0.4596911388650521
LTCR,0.4592851166113455
ZENI,0.4592026288911932
VLT,0.4554188772574191
PXI,0.4546438346554722
C2,0.4528910847056373
FIRO,0.4503858292784771
XQN,0.4503041711134636
WAVES,0.4496586775815674
GAS,0.4495644275381337
QBC,0.4482159162789276
BITS,0.4465547622138788
LSK,0.4462714634259926
BERN,0.4459637619199787
IMS,0.4450933105744
CAB,0.4432455078654679
XPY,0.4431474397782208
FRN,0.4417426322699394
ZYD,0.4414183933223758
ZEN,0.4410916817126571
EVIL,0.4402778970689305
RBIES,0.440024780023753
AE,0.4388064081391571
IBANK,0.4380825907609685
VEC2,0.4379508924499674
BLAZR,0.4374231254328652
BLU,0.4305151371070011
VIDZ,0.4303752581988063
EUC,0.429035986430893
POST,0.4285825351329339
SONG,0.4275745006866905
OPAL,0.4249328931418389
ADC,0.4230122284312239
WBB,0.4223548073457125
XHI,0.4212719343473983
ACOIN,0.419041803837983
GCC,0.4184735946164486
CF,0.4178970355646127
SWING,0.417212992587836
ADZ,0.4126949651192167
SPR,0.4125941958917807
ARGUS,0.4091647193962677
LUN,0.4077650311775355
MAY,0.4066366407945503
STEEM,0.405981501844318
SANDG,0.4034068599400994
CANN,0.4025608897599503
RBT,0.4014850720563404
RLC,0.4005829123604808
KURT,0.4000307627972529
TAJ,0.3980238262815436
EDRC,0.3963382173361592
KMD,0.396155645787153
MOTO,0.3945799121066434
ICON,0.3944718372125037
UNIT,0.3940944373062516
MST,0.3916611872846789
NETKO,0.3875473703373019
JLP,0.3867775868696255
TRST,0.3867423078470386
ENT,0.3854265813924198
EFL,0.3849432788397451
42,0.3848286085165098
KOBO,0.3834053951381708
ANT,0.3832995932048531
HVCO,0.3797138254524608
START,0.374539019271983
LANA,0.3727099751865045
SYS,0.3725916820234828
SWIFT,0.3700614415653346
ARK,0.3648141056967889
AMS,0.3647536276367579
NEVA,0.3645953703733745
PPC,0.3640009817493998
NXT,0.3622012846809077
SIB,0.3612638939833167
TES,0.3587155658762435
LDOGE,0.3583225745317003
WINGS,0.3560730405823745
SXC,0.3550945104319279
CYT,0.3530005175409329
CLAM,0.3499538996801734
HMQ,0.3482183787012302
XMS,0.3475627892298153
CNT,0.3465678970144471
CARBON,0.3448919290177926
NXS,0.3429147729711513
FRC,0.3410637274676399
RBY,0.340478647232703
LUNC,0.3397769834295365
GRS,0.3395497504758944
VTC,0.3381195191802288
FTC,0.3378347851519323
XPM,0.3362860091222204
SLS,0.3358323157430946
TECH,0.3354756490629865
XBY,0.3354055806210196
MAID,0.3324396621795059
PASC,0.3318723222213466
XDN,0.3285726916215446
NMC,0.3244951483485709
GBYTE,0.3230548925785321
CRW,0.3226047125377355
BLK,0.3222776614306532
WGR,0.3208368292834144
PXC,0.3196893789380943
AMBER,0.3194774192738112
NOBL,0.3168332286925343
SP,0.3155102040816326
COOL,0.3147760993102408
CLUB,0.3138416727934801
NAV,0.3130895759079931
LBC,0.3099071796112186
PIVX,0.3068998890460405
BCN,0.3057972176222172
VERI,0.3031687246435498
LAMB,0.3031653111456078
ZCL,0.299555767926081
DCY,0.2990529222297347
WYZ,0.2982650209594783
NVC,0.2980745363480444
OK,0.2972539110341484
XBC,0.2937856775522958
XPTX,0.2920489173433153
RDD,0.2914489830431962
XST,0.2908886720564155
PLU,0.2843405915239548
VAL,0.2747477325198457
CSC,0.2746305068913044
SWT,0.2718786228112013
BTCS,0.2669597913888697
PTOY,0.2608809292122513
CLOAK,0.2601290417851116
KIN,0.2583269656136216
ZUR,0.2521327391348666
SKULL,0.2511622705644476
XCP,0.2511169788134551
PHR,0.2503423008829886
ALIAS,0.24809857351063
XTO,0.246080845116761
XPX,0.2397524396230873
SKR,0.2363816550694567
POT,0.2339823672003952
HUSH,0.2332093460302585
AGRS,0.2283598344119795
IXC,0.2282852801899626
LMC,0.2245780134993447
XWC,0.2218294397336637
FOREX,0.2161721516096398
HNC,0.2151587872059542
SIGNA,0.2137895481667928
DEM,0.2131292507247168
BTA,0.213025263849313
INF,0.2124173647730385
ZER,0.2080324617161297
CKC,0.2071647768728536
LKY,0.2058890469416785
PAK,0.2053594755304618
CETI,0.2031301176358942
EQB,0.1992244660213604
GLC,0.1974567927074868
BIS,0.1914726364421121
BCDN,0.1874457724100875
LOG,0.1870673152389507
BOLI,0.1861649811934742
PUT,0.1845698128893813
BSTY,0.1839029050190537
WDC,0.1803692342224124
DGC,0.1598840807372178
DIME,0.1585333635437128
ILC,0.1577799782591944
SHND,0.1561976857536987
IFC,0.1512421412448135
LOOK,0.1347443394935218
DCT,0.1272264253844293
PIE,0.1272176162049328
BS,0.1229144109080196
NYC,0.1187536062664903
HBD,0.1093667945859187
SILK,0.1047545500022846
OZO,0.102964784290666
QTZ,0.1015224062572577
WC,0.0907943695134599
USDT,0.0864519793973189
PZM,0.0708633095548987
JKC,0.0658263305322128
IRL,0.0639222805400354
ZOOM,0.0622959894760197
BTB,0.0589055609456795
TAB,0.046219825563492
BRIT,0.0322012804570228
RRT,0.0303830736941787
MNTC,0.0097179714950531
MCN,-0.0705208680842097
BOSS,
CAM,
CDN,
CYG,
DOGED,
ETT,
IMPACT,
MARI,
MARV,
NKT,
PX,
RCX,
SLING,
UR,
USC,
VDO,
VMC,
