TIMESTAMP,HUSKY11463_OPEN_PRICE_USD,HUSKY11463_HIGH_PRICE_USD,HUSKY11463_LOW_PRICE_USD,HUSKY11463_CLOSE_PRICE_USD,HUSKY11463_VOLUME_USD,HUSKY11463_DIVIDENDS_USD,HUSKY11463_STOCK_SPLITS_USD
2021-08-30 00:00:00+00:00,,,,0.0,930578,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,266698,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,367915,0.0,0.0
2021-09-02 00:00:00+00:00,,,,0.0,295169,0.0,0.0
2021-09-03 00:00:00+00:00,,,,0.0,488815,0.0,0.0
2021-09-04 00:00:00+00:00,,,,0.0,585575,0.0,0.0
2021-09-05 00:00:00+00:00,,,,0.0,354791,0.0,0.0
2021-09-06 00:00:00+00:00,,,,0.0,205138,0.0,0.0
2021-09-07 00:00:00+00:00,,,,0.0,208041,0.0,0.0
2021-09-08 00:00:00+00:00,,,,0.0,262217,0.0,0.0
2021-09-09 00:00:00+00:00,,,,0.0,194033,0.0,0.0
2021-09-10 00:00:00+00:00,,,,0.0,187335,0.0,0.0
2021-09-11 00:00:00+00:00,,,,0.0,207958,0.0,0.0
2021-09-12 00:00:00+00:00,,,,0.0,470758,0.0,0.0
2021-09-13 00:00:00+00:00,,,,0.0,239788,0.0,0.0
2021-09-14 00:00:00+00:00,,,,0.0,206107,0.0,0.0
2021-09-15 00:00:00+00:00,,,,0.0,383560,0.0,0.0
2021-09-16 00:00:00+00:00,,,,0.0,531936,0.0,0.0
2021-09-17 00:00:00+00:00,,,,0.0,409245,0.0,0.0
2021-09-18 00:00:00+00:00,,,,0.0,273343,0.0,0.0
2021-09-19 00:00:00+00:00,,,,0.0,211831,0.0,0.0
2021-09-20 00:00:00+00:00,,,,0.0,432317,0.0,0.0
2021-09-21 00:00:00+00:00,,,,0.0,449892,0.0,0.0
2021-09-22 00:00:00+00:00,,,,0.0,337238,0.0,0.0
2021-09-23 00:00:00+00:00,,,,0.0,177202,0.0,0.0
2021-09-24 00:00:00+00:00,,,,0.0,149237,0.0,0.0
2021-09-25 00:00:00+00:00,,,,0.0,246729,0.0,0.0
2021-09-26 00:00:00+00:00,,,,0.0,52728,0.0,0.0
2021-09-27 00:00:00+00:00,,,,0.0,210007,0.0,0.0
2021-09-28 00:00:00+00:00,,,,0.0,159972,0.0,0.0
2021-09-29 00:00:00+00:00,,,,0.0,76357,0.0,0.0
2021-09-30 00:00:00+00:00,,,,0.0,48497,0.0,0.0
2021-10-01 00:00:00+00:00,,,,0.0,92572,0.0,0.0
2021-10-02 00:00:00+00:00,,,,0.0,57144,0.0,0.0
2021-10-03 00:00:00+00:00,,,,0.0,159508,0.0,0.0
2021-10-04 00:00:00+00:00,,,,0.0,117388,0.0,0.0
2021-10-05 00:00:00+00:00,,,,0.0,94295,0.0,0.0
2021-10-06 00:00:00+00:00,,,,0.0,147065,0.0,0.0
2021-10-07 00:00:00+00:00,,,,0.0,94294,0.0,0.0
2021-10-08 00:00:00+00:00,,,,0.0,90277,0.0,0.0
2021-10-09 00:00:00+00:00,,,,0.0,81091,0.0,0.0
2021-10-10 00:00:00+00:00,,,,0.0,82721,0.0,0.0
2021-10-11 00:00:00+00:00,,,,0.0,62820,0.0,0.0
2021-10-12 00:00:00+00:00,,,,0.0,58732,0.0,0.0
2021-10-13 00:00:00+00:00,,,,0.0,186270,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,126288,0.0,0.0
2021-10-15 00:00:00+00:00,,,,0.0,146182,0.0,0.0
2021-10-16 00:00:00+00:00,,,,0.0,98108,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,175099,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,78664,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,36770,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,114510,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,67743,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,117023,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,171477,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,67838,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,89294,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,426032,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,3538435,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,14120276,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,7380740,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,2501077,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,1386432,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,1725049,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,1696737,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,1077584,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,658709,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,671945,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,733383,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,1662843,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,1571859,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,867650,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,554644,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,663319,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,589486,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,510895,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,431079,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,260133,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,348524,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,475771,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,326824,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,217844,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,791672,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,727521,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,369880,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,380381,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,332813,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,391744,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,959578,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,380276,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,258863,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,172365,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,188808,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,164277,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,136689,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,197263,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,216300,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,115152,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,66048,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,75801,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,190271,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,188872,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,78130,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,104051,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,35360,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,63600,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,111329,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,197872,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,286077,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,239706,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,218537,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,72204,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,208217,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,131724,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,178470,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,130997,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,65334,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,113665,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,81282,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,128623,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,175597,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,76313,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,49407,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,107640,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,80288,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,109795,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,60479,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,65226,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,99969,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,104064,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,160280,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,50015,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,114738,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,93484,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,76101,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,48269,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,81632,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,91663,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,138164,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,127151,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,46932,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,19939,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,39292,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,20885,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,79945,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,78266,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,90265,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,63602,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,36803,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,17877,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,41305,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,18950,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,10517,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,16737,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,13758,0.0,0.0
2022-02-01 00:00:00+00:00,,,,0.0,27043,0.0,0.0
2022-02-02 00:00:00+00:00,,,,0.0,24118,0.0,0.0
2022-02-03 00:00:00+00:00,,,,0.0,18986,0.0,0.0
2022-02-04 00:00:00+00:00,,,,0.0,34913,0.0,0.0
2022-02-05 00:00:00+00:00,,,,0.0,36525,0.0,0.0
2022-02-06 00:00:00+00:00,,,,0.0,61128,0.0,0.0
2022-02-07 00:00:00+00:00,,,,0.0,157639,0.0,0.0
2022-02-08 00:00:00+00:00,,,,0.0,275904,0.0,0.0
2022-02-09 00:00:00+00:00,,,,0.0,911387,0.0,0.0
2022-02-10 00:00:00+00:00,,,,0.0,423207,0.0,0.0
2022-02-11 00:00:00+00:00,,,,0.0,250811,0.0,0.0
2022-02-12 00:00:00+00:00,,,,0.0,227381,0.0,0.0
2022-02-13 00:00:00+00:00,,,,0.0,80423,0.0,0.0
2022-02-14 00:00:00+00:00,,,,0.0,92477,0.0,0.0
2022-02-15 00:00:00+00:00,,,,0.0,282467,0.0,0.0
2022-02-16 00:00:00+00:00,,,,0.0,177330,0.0,0.0
2022-02-17 00:00:00+00:00,,,,0.0,98875,0.0,0.0
2022-02-18 00:00:00+00:00,,,,0.0,95739,0.0,0.0
