TIMESTAMP,TURBO36554_OPEN_PRICE_USD,TURBO36554_HIGH_PRICE_USD,TURBO36554_LOW_PRICE_USD,TURBO36554_CLOSE_PRICE_USD,TURBO36554_VOLUME_USD,TURBO36554_DIVIDENDS_USD,TURBO36554_STOCK_SPLITS_USD
2025-05-20 00:00:00+00:00,1.9999999949504854e-06,8.399999933317304e-05,1.9999999949504854e-06,1.700000029813964e-05,230703,0.0,0.0
2025-05-21 00:00:00+00:00,1.5999999959603883e-05,0.00014099999680183828,7.000000096013537e-06,0.00012399999832268804,97944,0.0,0.0
2025-05-22 00:00:00+00:00,0.00012399999832268804,0.0004729999927803874,5.0999999075429514e-05,0.0004729999927803874,114290,0.0,0.0
2025-05-23 00:00:00+00:00,0.0004729999927803874,0.0008219999726861715,0.00017600000137463212,0.0002570000069681555,68929,0.0,0.0
2025-05-24 00:00:00+00:00,0.0002570000069681555,0.0011899999808520079,0.00024500000290572643,0.0003650000144261867,107326,0.0,0.0
2025-05-25 00:00:00+00:00,0.0003650000144261867,0.00038499999209307134,1.8000000636675395e-05,8.600000001024455e-05,132207,0.0,0.0
2025-05-26 00:00:00+00:00,8.600000001024455e-05,0.00030399998649954796,3.000000106112566e-06,0.00030399998649954796,0,0.0,0.0
2025-05-27 00:00:00+00:00,0.00030399998649954796,0.00030700000934302807,0.00016199999663513154,0.00016900000628083944,0,0.0,0.0
2025-05-28 00:00:00+00:00,0.00016900000628083944,0.00016900000628083944,6.000000212225132e-06,5.500000042957254e-05,232598,0.0,0.0
2025-05-29 00:00:00+00:00,5.500000042957254e-05,8.70000003487803e-05,1.9999999949504854e-06,2.2000000171829015e-05,301275,0.0,0.0
2025-05-30 00:00:00+00:00,2.2000000171829015e-05,8.800000068731606e-05,1.4999999621068127e-05,1.8999999156221747e-05,358787,0.0,0.0
2025-05-31 00:00:00+00:00,1.8999999156221747e-05,4.600000102072954e-05,4.999999873689376e-06,4.999999873689376e-06,0,0.0,0.0
2025-06-01 00:00:00+00:00,4.519069534580922e-06,1.4934939827071503e-05,4.482551048567984e-06,6.169119842525106e-06,235077,0.0,0.0
