,K,Alpha,Tau,MSE
276,7,500,0.15,9143.416344808002
277,8,500,0.15,9146.37037257026
278,13,2500,0.3,9217.177748902006
279,13,1500,0.15,9256.54798764649
280,11,1250,0.2,9289.053633818774
281,12,2000,0.3,9525.394606942456
282,7,500,0.2,9573.35397184388
283,8,1000,0.3,9669.534274598042
284,8,250,0.0,9823.732678386363
285,10,1000,0.1,9876.128199937924
286,9,750,0.1,9907.378150941533
287,11,1250,0.1,10008.76922156188
288,11,1750,0.15,10102.84532320088
289,11,1500,0.25,10425.379059658335
290,11,2000,0.2,10663.387584891678
291,14,2000,0.05,10690.562117125433
292,15,2750,0.1,10776.958060116565
293,8,1000,0.2,10780.223231666336
294,11,2000,0.15,10941.97772753695
295,13,1250,0.05,10970.249346672754
296,12,1250,0.05,11111.219416128744
297,13,1500,0.1,11287.154899882633
298,13,750,0.0,11319.965025080523
299,12,1250,0.1,11447.85317554371
300,15,2750,0.25,11564.325427478081
301,9,750,0.25,11607.926983413467
302,13,2500,0.25,11655.117155272132
303,15,2500,0.15,11793.198433618769
304,10,500,0.0,11798.711707143131
305,15,2500,0.1,11980.419112976573
306,14,2000,0.25,12019.506358694613
307,13,2250,0.3,12109.484154089723
308,13,1750,0.3,12237.25266061786
309,8,750,0.1,12258.324055626063
310,12,1500,0.1,12490.20113186691
311,10,1000,0.2,12526.964644994718
312,11,1500,0.2,12639.707548142613
313,12,1750,0.3,12660.221934258787
314,14,1750,0.25,12688.194844453054
315,15,1000,0.0,12710.9411197329
316,11,1250,0.15,12765.808757553223
317,10,1250,0.3,12768.487142800122
318,5,250,0.1,12809.309298147038
319,15,2250,0.1,12901.236192576862
320,12,1750,0.1,12904.322335562902
321,14,2500,0.3,12981.656533122146
322,12,3000,0.3,13092.322091305065
323,14,1750,0.05,13126.007615535576
324,11,2500,0.3,13170.37141835504
325,6,250,0.2,13315.47031631756
326,9,1250,0.25,13398.316441276971
327,12,1250,0.15,13521.451815705022
328,14,2000,0.3,13636.364336426814
329,11,1250,0.05,13739.25712682177
330,13,1750,0.2,13766.224298027459
331,13,2750,0.2,13833.582028485076
332,12,2250,0.25,13952.656647812446
333,14,3250,0.3,13974.22714114464
334,15,3250,0.25,13979.58942397508
335,10,1250,0.15,14012.293004393405
336,14,2000,0.1,14058.493429216845
337,12,750,0.0,14117.932134714738
338,12,2500,0.2,14128.836073463723
339,13,2250,0.1,14156.497637993001
340,15,2250,0.05,14504.572839836132
341,10,1250,0.2,14578.121168471405
342,9,750,0.05,14650.899053568215
343,15,2750,0.2,14707.73649432019
344,12,1500,0.05,14774.749111014884
345,10,1000,0.25,15007.376601903848
346,12,3250,0.3,15009.852723517322
347,10,1500,0.2,15206.481178821296
348,7,750,0.3,15237.8719561184
349,11,1500,0.15,15250.555203531561
350,7,750,0.25,15272.545352448222
351,6,250,0.1,15282.251814424675
352,14,1000,0.0,15306.380031259605
353,14,2500,0.2,15487.497259481821
354,15,2500,0.25,15513.36855559364
355,9,1000,0.2,15560.37904946569
356,13,2250,0.25,15672.442990349371
357,15,2500,0.05,15813.475229225385
358,12,1500,0.2,15917.120841330865
359,15,2750,0.05,15954.363862810706
360,7,750,0.15,16013.546131348245
361,11,1500,0.05,16083.119466726652
362,13,1750,0.05,16118.400930451175
363,15,3500,0.2,16408.41326471655
364,14,3000,0.1,16608.60755193688
365,15,3000,0.25,16956.035236890246
366,14,2250,0.2,17019.48933748821
367,11,2000,0.25,17061.642315027297
368,14,3250,0.25,17168.210431273168
369,12,1750,0.2,17222.928080018562
370,14,3250,0.05,17328.063515567916
371,7,250,0.0,17442.37711284825
372,11,750,0.0,17644.66512312923
373,13,2250,0.2,17676.416612837744
374,13,2000,0.1,17705.438270494218
375,13,1000,0.0,17747.23035070535
376,8,1000,0.25,17940.134531617605
377,9,1000,0.25,17982.46818538548
378,15,1250,0.0,18043.025045261475
379,12,1500,0.15,18146.796137474492
380,9,1000,0.15,18234.75935387082
381,14,2500,0.1,18240.99101079278
382,15,2750,0.15,18314.622195768025
383,8,750,0.25,18594.910005366863
384,11,1750,0.2,18633.962684007394
385,15,3500,0.25,18805.433133615355
386,15,2500,0.3,18837.94230691541
387,14,2750,0.15,18932.24380482294
388,14,2250,0.25,19010.800801575748
389,10,1500,0.3,19014.719904839058
390,8,1000,0.15,19227.78819002224
391,12,1750,0.15,19234.626005723985
392,15,3250,0.2,19308.035751877862
393,12,1750,0.25,19314.53027133096
394,13,3000,0.3,19320.03330915641
395,13,2000,0.05,19495.221788733583
396,15,4750,0.3,19589.742411275583
397,12,2500,0.3,19885.194356035398
398,10,1750,0.2,20094.523993368733
399,11,2000,0.3,20247.608910782015
400,15,4000,0.3,20289.302410676482
401,12,2250,0.15,20309.448658676807
402,8,750,0.2,20393.54928020537
403,14,2500,0.25,20484.309226947713
404,13,2000,0.2,20561.41371281907
405,14,2250,0.1,20718.467803659143
406,15,3750,0.2,20731.546672513457
407,9,500,0.0,20839.234717831816
408,8,1000,0.05,20842.822692050795
409,15,2750,0.3,21024.12602907857
410,11,1750,0.1,21096.39723929211
411,11,1750,0.3,21166.00200907724
412,14,1250,0.0,21275.064642132547
413,12,2750,0.3,21725.010753220347
414,11,1500,0.1,21790.805054057277
415,14,2500,0.15,21889.05871456648
416,7,500,0.05,21917.090979261866
417,12,2000,0.1,22063.90266267411
418,13,2500,0.1,22264.306700093548
419,15,4000,0.15,22310.582565790348
420,9,1250,0.3,22507.573192756565
421,15,3000,0.15,22522.93870608484
422,12,2750,0.15,22615.612191790064
423,14,3500,0.3,22845.76764389914
424,12,1000,0.0,23030.36976607309
425,12,2250,0.3,23288.956654477082
426,11,2250,0.2,23669.17987425817
427,6,500,0.15,23839.584852761014
428,12,2000,0.15,23901.583395422767
429,10,1250,0.1,23947.931164183003
430,7,750,0.05,24294.555147996663
431,15,3750,0.15,24528.57452385658
432,12,1750,0.05,24529.27021024757
433,7,500,0.1,24628.059642480363
434,5,250,0.05,24757.81994090352
435,9,1500,0.2,24828.809906900573
436,12,2250,0.1,24992.51087517642
437,14,3750,0.2,25061.429120642457
438,11,1750,0.25,25418.224406837628
439,6,500,0.2,25631.584745085962
440,15,1500,0.0,25812.65104623095
441,10,1250,0.05,26016.428213041778
442,10,1750,0.1,26040.32685633116
443,10,1000,0.3,26547.65949933049
444,14,2750,0.1,27195.799070778074
445,12,2250,0.2,27204.484532356102
446,8,750,0.05,27322.045976424277
447,12,2000,0.05,27387.355612205065
448,11,2750,0.1,27850.51386447133
449,15,4500,0.25,27886.539651038376
450,14,1500,0.0,27920.869813586127
451,10,1000,0.05,28639.285627062796
452,15,3750,0.25,28834.130589926554
453,15,3250,0.3,28874.816545512058
454,8,500,0.0,28906.532565579808
455,14,2250,0.05,29040.776522181244
456,10,1500,0.05,29500.15908176672
457,8,1250,0.15,29581.337397313004
458,14,4000,0.25,29708.322085269952
459,10,1750,0.15,29792.42734836862
460,9,1000,0.05,30020.333242668625
461,12,2000,0.2,30065.025294060688
462,15,3500,0.3,30140.3702997523
463,15,5250,0.15,30165.558817557223
464,15,1750,0.0,30168.867305489788
465,12,2750,0.25,30288.78969707785
466,14,3000,0.2,30380.206194432547
467,15,3000,0.2,30520.692416817274
468,12,3750,0.15,30536.620109854462
469,5,500,0.3,30684.058999646575
470,13,2750,0.15,30776.421863685144
471,15,3000,0.05,30902.122861465952
472,13,2250,0.05,31093.71882567574
473,12,3500,0.3,31289.872318265454
474,12,2500,0.15,31388.787451573415
475,10,750,0.0,31526.16769735469
476,8,1250,0.2,31806.648146967553
477,15,3750,0.1,31853.11342347049
478,14,3750,0.3,32015.906056831867
479,13,3250,0.2,32147.926582895536
480,14,3250,0.1,32284.57271671888
481,15,4000,0.2,32293.95564576567
482,6,750,0.25,32306.783251667624
483,14,4500,0.25,32337.64074730817
484,15,5000,0.3,32386.432819415284
485,13,2500,0.15,32760.851185380365
486,14,3000,0.25,33083.93307022899
487,13,2750,0.25,33205.964885362446
488,12,2250,0.05,33672.80136691103
489,15,3250,0.1,33900.02813018811
490,14,2500,0.05,33935.09239863706
491,10,2000,0.2,34035.642246311116
492,15,4500,0.15,34138.9309265917
493,6,500,0.3,34146.507975402375
494,9,1250,0.15,34150.284633555675
495,15,4500,0.3,34171.048386874114
496,8,1250,0.25,34236.70448493728
497,12,3250,0.25,34304.099271965526
498,12,3000,0.15,34430.354296586884
499,12,2750,0.2,34437.84075055878
500,14,3500,0.05,34465.87144428575
501,4,250,0.1,35092.72890570748
502,12,2000,0.25,35178.94419002406
503,11,2500,0.15,35546.96058619762
504,5,500,0.25,35651.37524828757
505,13,3250,0.3,35781.88786548173
506,14,2750,0.3,35944.130605204125
507,15,4000,0.1,35976.553480942624
508,11,2250,0.1,36173.468014566635
509,13,3000,0.2,36514.22668083678
510,15,3750,0.05,36626.54968219931
511,13,1250,0.0,36736.97502949071
512,9,2000,0.1,36741.7612504528
513,10,2000,0.1,37086.112327718874
514,10,2250,0.3,37139.93052768312
515,15,4250,0.1,37350.54778896128
516,13,2750,0.1,37758.148875530715
517,15,3500,0.05,37786.47728054631
518,6,250,0.0,37824.22426312915
519,8,1500,0.25,38272.79649858635
520,11,2000,0.05,38305.32194270522
521,9,1500,0.25,38382.17382363737
522,14,3000,0.05,38660.340320169686
523,7,500,0.25,38881.2968609836
524,11,2750,0.25,39053.478317752975
525,10,1750,0.3,39258.24428537821
526,9,1250,0.05,39570.88272535468
527,14,4500,0.2,39573.81665677531
528,14,4500,0.15,39997.1887001748
529,13,3000,0.25,40085.07841151522
530,15,5250,0.25,40140.12352443871
531,11,2250,0.15,40380.30738928018
532,13,4000,0.3,40474.08635689187
533,11,1000,0.0,40496.745353995975
534,15,3500,0.15,40950.67297290313
535,10,2000,0.15,40989.23622967143
536,10,1500,0.1,41185.44269667253
537,11,2250,0.05,41332.15129038643
538,9,1000,0.1,41351.932378151854
539,12,2500,0.1,41397.115055635055
540,13,2500,0.2,41418.41445034207
541,11,3000,0.1,41562.71417694794
542,13,3250,0.25,41632.6124726295
543,14,3000,0.15,41663.09953085978
544,14,3000,0.3,41776.3582980003
545,11,2750,0.3,41898.35358372988
546,15,4750,0.25,42013.522428023156
547,13,3250,0.05,42024.14131010476
548,11,1750,0.05,42219.48461253109
549,15,6750,0.2,42645.38192194552
550,14,2750,0.05,42718.12274757964
551,11,2500,0.2,42729.08779949805
552,12,1250,0.0,43004.4107202079
553,8,1000,0.1,43067.957701125066
554,13,3500,0.25,43273.06706392154
555,11,2000,0.1,43447.99688446366
556,7,1250,0.2,43603.000602117674
557,9,750,0.0,43757.21432753554
558,10,3000,0.25,44032.914373727726
559,14,5000,0.3,44409.75463947597
560,14,3750,0.05,44763.67333324378
561,8,1250,0.3,45001.76275739277
562,15,5250,0.3,45006.80250696677
563,12,2500,0.25,45109.20302224946
564,14,4000,0.3,45257.897171247154
565,10,1000,0.0,45478.244360345445
566,5,500,0.15,45800.69446842148
567,15,3250,0.15,46072.65624155832
568,15,4250,0.05,46403.51741835513
569,15,5000,0.2,46412.0265201793
570,13,3500,0.2,46415.149358212366
571,7,1000,0.05,46617.09434453358
572,11,2250,0.25,46673.7355939257
573,9,1500,0.15,46681.37553539861
574,14,5000,0.2,46685.99558576845
575,12,3000,0.2,46773.84650173795
576,15,4500,0.2,46877.944796680276
577,15,4000,0.25,46882.971753303165
578,7,1000,0.25,46958.962693986156
579,10,2500,0.3,47223.36263186035
580,13,3000,0.05,47713.84223309881
581,14,4000,0.2,47937.87731039872
582,4,500,0.3,48040.492806427974
583,11,2500,0.1,48045.706606439926
584,15,6000,0.3,48103.65329511799
585,15,3500,0.1,48155.34429668306
586,11,3000,0.15,48464.977508916774
587,10,1750,0.25,48512.590749459574
588,13,1500,0.0,48529.80395175763
589,14,3250,0.2,48635.29877082379
590,9,1750,0.2,48735.70456761475
591,15,3000,0.1,48929.090971568476
592,10,2000,0.05,49112.07581303207
593,7,1250,0.15,49126.890546796116
594,10,2000,0.25,49203.87769822698
595,4,250,0.3,49416.95290987279
596,11,3000,0.3,49933.73337613219
597,13,2500,0.05,50142.247000575015
598,10,2000,0.3,50212.45895162967
599,15,5500,0.25,50409.50306823402
600,15,4000,0.05,50499.351434068936
601,15,5000,0.15,50641.80639773734
602,8,750,0.0,50663.71360719591
603,13,3000,0.15,50850.98389461868
604,5,250,0.0,50851.89835325277
605,9,1750,0.3,51181.6185669204
606,11,2750,0.15,51288.140655623036
607,14,2750,0.25,51567.74263952882
608,14,4250,0.1,51595.02655315307
609,10,1750,0.05,51723.66981073391
610,15,4750,0.2,52395.716968113215
611,13,3500,0.15,52415.49071069513
612,11,1250,0.0,52498.082524272555
613,11,2500,0.25,52752.54184657301
614,14,1750,0.0,52884.36549360133
615,15,4500,0.1,52951.77258988185
616,14,4750,0.25,53353.67491507184
617,15,4250,0.3,53395.14346188426
618,4,250,0.2,53396.694484528394
619,10,2250,0.2,53529.501925059034
620,13,3750,0.1,53599.131855781015
621,10,2500,0.1,54168.15173512398
622,6,500,0.05,54246.8098968773
623,15,5000,0.05,54265.33596407803
624,12,3750,0.2,54353.532562270404
625,15,4250,0.25,54484.80669731372
626,11,3500,0.25,54613.897001777885
627,9,1500,0.3,54617.99843920916
628,11,3000,0.25,54686.75951822197
629,10,2750,0.25,54775.73251251402
630,15,4750,0.05,54780.140107426174
631,15,4250,0.15,54954.23365066822
632,14,4250,0.25,55105.36967917087
633,11,3750,0.3,56007.95422761678
634,14,5250,0.25,56129.66880515975
635,15,5500,0.2,56354.38993372342
636,13,3250,0.15,56489.21960421336
637,15,4750,0.1,56582.54617591656
638,8,1250,0.1,56934.439271577074
639,13,4250,0.3,57114.100898725505
640,5,500,0.2,57294.778503742535
641,14,3500,0.25,57358.96553985422
642,13,3500,0.05,57384.689691837404
643,7,1750,0.25,57443.91842077652
644,12,1500,0.0,57485.72356177985
645,9,2500,0.25,57590.23918517161
646,6,500,0.25,57697.06786437838
647,15,2000,0.0,57705.16459443138
648,12,2750,0.1,57952.853842525634
649,7,1000,0.15,58110.111620005504
650,12,3250,0.2,58110.3044986676
651,15,4250,0.2,58252.63417092891
652,15,6250,0.3,58293.344385825694
653,9,2250,0.25,58608.942774854695
654,7,500,0.0,59052.13274631985
655,7,750,0.1,59209.259258574384
656,15,4500,0.05,59223.61452492622
657,12,3500,0.15,59237.4474159758
658,12,3250,0.15,59280.45152692013
659,10,3000,0.2,59369.5101950746
660,13,2750,0.05,59456.427996656676
661,14,4250,0.3,59547.94334754409
662,6,750,0.1,59570.39593442644
663,14,4750,0.2,59703.81580083807
664,10,2250,0.1,59729.654797286945
665,14,3750,0.15,59853.15946884685
666,15,6500,0.25,59950.868913184575
667,14,2000,0.0,60089.759338842574
668,14,4250,0.2,60434.30120667488
669,10,2500,0.25,60474.88592487927
670,14,4250,0.15,60601.68955004244
671,13,3000,0.1,60849.205353742276
672,8,1750,0.25,60869.02076262746
673,15,4750,0.15,61627.21952873843
674,13,4500,0.3,61717.46609603646
675,12,3750,0.3,62177.86825880789
676,15,6750,0.25,62466.057103595806
677,14,5250,0.15,62615.69989754802
678,10,2250,0.25,62625.27796072523
679,14,4750,0.3,62804.08398977152
680,10,1250,0.25,62813.83412222193
681,15,3250,0.05,62952.18778267903
682,12,3000,0.25,63196.36788203089
683,10,2250,0.05,63461.83041577297
684,7,1250,0.3,63545.60655807729
685,13,3500,0.3,63795.411196262
686,9,1750,0.25,64014.6479260118
687,15,2250,0.0,64272.12646698322
688,8,1500,0.3,64553.700877229145
689,10,2750,0.1,64737.859999684726
690,14,6750,0.25,64739.920669799096
691,14,3500,0.15,64866.83993523198
692,15,6000,0.05,64884.328934463956
693,12,3000,0.05,65019.821143942565
694,12,3000,0.1,65135.1085185807
695,11,2750,0.05,65218.32298506806
696,12,2750,0.05,66093.44350121914
697,9,1750,0.15,66636.14733998013
698,7,1250,0.25,66682.69803879147
699,4,250,0.25,66860.10732463357
700,6,750,0.05,67227.21700045909
701,11,2500,0.05,67339.5666414273
702,13,3750,0.25,67552.87252405852
703,14,4750,0.15,67669.06472961153
704,13,5250,0.25,67698.0562673115
705,10,2500,0.15,67727.41535615333
706,14,5250,0.2,67795.40843744464
707,13,4750,0.25,67878.79274772551
708,10,3750,0.1,68543.09327971317
709,13,5250,0.15,68794.76987609522
710,14,4500,0.3,68819.07927069739
711,11,3000,0.2,69010.36763652292
712,12,5000,0.3,69031.99164874748
713,7,1750,0.3,69442.1897136783
714,12,4000,0.25,69444.13748230603
715,13,4250,0.25,69854.97478445775
716,10,3000,0.3,69985.42491483325
717,6,500,0.1,70203.19986173813
718,3,250,0.15,70444.37301328185
719,8,1750,0.15,70721.88756264096
720,11,1500,0.0,71116.55746590313
721,14,4000,0.05,71135.21310369679
722,14,4500,0.1,71136.81126494064
723,9,1250,0.2,71200.14016523567
724,15,5000,0.1,71210.28264143967
725,15,5750,0.15,71273.67809193887
726,14,4000,0.15,71339.06102923013
727,12,3250,0.1,71637.73274204452
728,7,1000,0.3,72182.39437024409
729,13,4000,0.15,72245.26065219355
730,12,3250,0.05,72289.59536462436
731,12,4250,0.15,72319.13445195516
732,9,1250,0.1,72413.44328947425
733,15,7250,0.3,72426.64906787772
734,15,7000,0.2,72658.19642579083
735,13,4250,0.2,72879.56456469512
736,13,4500,0.25,73031.14818565773
737,12,3500,0.25,73547.17006649083
738,13,3750,0.3,73819.8653258641
739,13,4000,0.2,73931.5590478478
740,15,7000,0.05,74218.61314885823
741,8,1250,0.05,74517.88663426226
742,7,1250,0.1,74522.41706509209
743,7,1000,0.1,74701.26630969364
744,12,3750,0.1,74907.19313416225
