TIMESTAMP,CKC_OPEN_PRICE_USD,CKC_HIGH_PRICE_USD,CKC_LOW_PRICE_USD,CKC_CLOSE_PRICE_USD,CKC_VOLUME_USD,CKC_DIVIDENDS_USD,CKC_STOCK_SPLITS_USD
2022-04-11 00:00:00+00:00,0.00022699999681208283,0.0007929999846965075,0.00019299999985378236,0.00046800001291558146,200957,0.0,0.0
2022-04-12 00:00:00+00:00,0.00046800001291558146,0.0019970000721514225,0.00044999999227002263,0.0010029999539256096,386690,0.0,0.0
2022-04-13 00:00:00+00:00,0.0010029999539256096,0.0012750000460073352,0.00043799998820759356,0.0005830000154674053,116078,0.0,0.0
2022-04-14 00:00:00+00:00,0.0005830000154674053,0.0007389999809674919,0.00035200000274926424,0.00037200000951997936,62502,0.0,0.0
2022-04-15 00:00:00+00:00,0.00037200000951997936,0.0006810000049881637,0.0002209999947808683,0.0004440000047907233,42451,0.0,0.0
2022-04-16 00:00:00+00:00,0.0004440000047907233,0.0004959999932907522,0.00035799999022856355,0.00041199999395757914,26708,0.0,0.0
2022-04-17 00:00:00+00:00,0.00041199999395757914,0.0004140000091865659,0.0002730000123847276,0.0002859999949578196,11777,0.0,0.0
2022-04-18 00:00:00+00:00,0.0002859999949578196,0.0003600000054575503,0.00023700000019744039,0.00023999999393709004,13872,0.0,0.0
2022-04-19 00:00:00+00:00,0.00023999999393709004,0.0002500000118743628,0.00017800000205170363,0.00021100000594742596,6930,0.0,0.0
2022-04-20 00:00:00+00:00,0.00021100000594742596,0.00021100000594742596,0.00018000000272877514,0.00018000000272877514,2061,0.0,0.0
2022-04-21 00:00:00+00:00,0.00018000000272877514,0.00018099999579135329,0.00016799999866634607,0.00016900000628083944,2319,0.0,0.0
2022-04-22 00:00:00+00:00,0.00016900000628083944,0.00016999999934341758,0.00013000000035390258,0.00013099999341648072,2588,0.0,0.0
2022-04-23 00:00:00+00:00,0.00013099999341648072,0.00013499999477062374,0.0001250000059371814,0.0001250000059371814,628,0.0,0.0
2022-04-24 00:00:00+00:00,0.0001250000059371814,0.00012799999967683107,0.00012199999764561653,0.0001230000052601099,515,0.0,0.0
2022-04-25 00:00:00+00:00,0.0001230000052601099,0.0001320000010309741,0.00012199999764561653,0.0001320000010309741,896,0.0,0.0
2022-04-26 00:00:00+00:00,0.0001320000010309741,0.00013299999409355223,0.0001250000059371814,0.0001250000059371814,309,0.0,0.0
2022-04-27 00:00:00+00:00,0.0001250000059371814,0.0001740000006975606,0.0001230000052601099,0.00017299999308306724,2459,0.0,0.0
2022-04-28 00:00:00+00:00,0.00017299999308306724,0.0001740000006975606,0.00014800000644754618,0.00014800000644754618,1473,0.0,0.0
2022-04-29 00:00:00+00:00,0.00014800000644754618,0.00014800000644754618,0.00013600000238511711,0.00013600000238511711,450,0.0,0.0
2022-04-30 00:00:00+00:00,0.00013600000238511711,0.00013600000238511711,0.00011999999696854502,0.00012099999730708078,844,0.0,0.0
2022-05-01 00:00:00+00:00,0.00012099999730708078,0.00012199999764561653,9.899999713525176e-05,9.899999713525176e-05,922,0.0,0.0
2022-05-02 00:00:00+00:00,9.899999713525176e-05,9.899999713525176e-05,9.600000339560211e-05,9.699999645818025e-05,310,0.0,0.0
2022-05-03 00:00:00+00:00,9.699999645818025e-05,9.699999645818025e-05,9.600000339560211e-05,9.699999645818025e-05,148,0.0,0.0
2022-05-04 00:00:00+00:00,9.699999645818025e-05,9.699999645818025e-05,9.600000339560211e-05,9.699999645818025e-05,87,0.0,0.0
