TIMESTAMP,UNSHETH_OPEN_PRICE_USD,UNSHETH_HIGH_PRICE_USD,UNSHETH_LOW_PRICE_USD,UNSHETH_CLOSE_PRICE_USD,UNSHETH_VOLUME_USD,UNSHETH_DIVIDENDS_USD,UNSHETH_STOCK_SPLITS_USD
2023-05-29 00:00:00+00:00,1913.9896240234375,1968.1865234375,1897.8424072265625,1958.5833740234375,8216,0.0,0.0
2023-05-30 00:00:00+00:00,1957.976806640625,1991.5654296875,1875.470703125,1886.9752197265625,7321,0.0,0.0
2023-05-31 00:00:00+00:00,1887.19921875,1937.1390380859375,1802.51806640625,1857.9273681640625,148843,0.0,0.0
2023-06-01 00:00:00+00:00,1858.0107421875,1930.1419677734375,1803.56982421875,1846.3134765625,31291,0.0,0.0
2023-06-02 00:00:00+00:00,1845.868408203125,1898.8363037109375,1822.160888671875,1881.138671875,12870,0.0,0.0
2023-06-03 00:00:00+00:00,1881.200927734375,1891.581787109375,1804.4215087890625,1867.0391845703125,1231,0.0,0.0
2023-06-04 00:00:00+00:00,1866.490234375,1935.6533203125,1823.6944580078125,1892.984130859375,14002,0.0,0.0
2023-06-05 00:00:00+00:00,1893.1444091796875,1910.167236328125,1790.638427734375,1868.191162109375,21180,0.0,0.0
2023-06-06 00:00:00+00:00,1868.1837158203125,1885.058837890625,1787.8214111328125,1876.5059814453125,73347,0.0,0.0
2023-06-07 00:00:00+00:00,1876.68701171875,1894.742919921875,1840.7708740234375,1844.2767333984375,24217,0.0,0.0
2023-06-08 00:00:00+00:00,1844.356689453125,1891.213623046875,1786.4100341796875,1865.93115234375,9989,0.0,0.0
2023-06-09 00:00:00+00:00,1865.948974609375,1871.8013916015625,1838.044921875,1845.8009033203125,8401,0.0,0.0
2023-06-10 00:00:00+00:00,1845.876953125,1899.2142333984375,1739.392822265625,1779.6995849609375,31006,0.0,0.0
2023-06-11 00:00:00+00:00,1779.7386474609375,1796.88330078125,1720.01220703125,1727.213623046875,2237,0.0,0.0
2023-06-12 00:00:00+00:00,1727.37109375,1763.6881103515625,1708.2095947265625,1747.8521728515625,112589,0.0,0.0
2023-06-13 00:00:00+00:00,1747.7603759765625,1770.3250732421875,1736.6669921875,1737.1258544921875,99679,0.0,0.0
2023-06-14 00:00:00+00:00,1737.0711669921875,1756.2581787109375,1661.234130859375,1664.669921875,175558,0.0,0.0
2023-06-15 00:00:00+00:00,1664.4739990234375,1682.9371337890625,1614.322265625,1675.74365234375,150667,0.0,0.0
2023-06-16 00:00:00+00:00,1675.750244140625,1726.2069091796875,1671.910400390625,1721.351806640625,127136,0.0,0.0
2023-06-17 00:00:00+00:00,1721.2694091796875,1763.5211181640625,1719.881103515625,1739.6114501953125,650949,0.0,0.0
2023-06-18 00:00:00+00:00,1739.3775634765625,1760.2137451171875,1732.974853515625,1735.322509765625,208000,0.0,0.0
