TIMESTAMP,DARAM_OPEN_PRICE_USD,DARAM_HIGH_PRICE_USD,DARAM_LOW_PRICE_USD,DARAM_CLOSE_PRICE_USD,DARAM_VOLUME_USD,DARAM_DIVIDENDS_USD,DARAM_STOCK_SPLITS_USD
2024-11-14 00:00:00+00:00,,,,0.0,1105423,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,2515344,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,3377070,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,2442371,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,4366906,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,3621967,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,3855083,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,2931624,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,3454851,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,4225011,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,2863391,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,3707654,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,3391707,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,2679337,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,2400716,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,2965902,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,2824272,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,3122803,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,2618203,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,1803094,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,2167477,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,1901339,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,3243363,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,7280007,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,4937520,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,3554284,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,3414227,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,1677995,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,1158066,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,1009034,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,809327,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,817434,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,997510,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,1260508,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,721313,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,1195479,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,1149989,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,988175,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,767744,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,2169511,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,1421178,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,704084,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,762971,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,1273995,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,1323885,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,1260976,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,1282956,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,1571164,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,1530637,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,1147511,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,1867339,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,1867730,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,2068466,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,1580997,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,2183308,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,2093595,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,2127077,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,2192392,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,2720027,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,3027332,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,2468684,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,2598476,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,2170879,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,2072419,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,2059385,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,2016840,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,1288185,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,1256399,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,1787349,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,1756281,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,2124909,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,2683839,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,2023501,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,2371289,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,1409724,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,2005054,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,2002232,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,2654219,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,2614886,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,2922741,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,2123232,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,1034698,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,1925522,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,1893493,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,2494187,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,2075571,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,2051576,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,1983324,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,2015217,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,2305314,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,902934,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,1488073,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,1392789,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,1001454,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,1182159,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,1019658,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,1394989,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,1159049,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,1718610,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,1797823,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,2129001,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,2464143,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,2400755,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,1531123,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,1412732,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,1300132,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,1516827,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,1264829,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,1433127,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,1259389,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,1025551,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,1297631,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,1309605,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,1456190,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,1517660,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,1339604,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,1128126,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,1159211,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,1046445,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,1297291,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,1382000,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,769967,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,1124045,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,1164766,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,1151775,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,1370535,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,518543,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,246715,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,285749,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,225162,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,266807,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,205694,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,241507,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,261031,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,262242,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,291231,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,277181,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,297011,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,255971,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,269052,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,237273,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,296561,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,126883,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,63614,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,22722,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,202155,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,213747,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,216396,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,223182,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,247728,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,274490,0.0,0.0
2025-04-14 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,282051,0.0,0.0
2025-04-15 00:00:00+00:00,9.999999974752427e-07,3.999999989900971e-06,9.999999974752427e-07,3.000000106112566e-06,236282,0.0,0.0
2025-04-16 00:00:00+00:00,3.000000106112566e-06,2.099999983329326e-05,3.000000106112566e-06,1.5999999959603883e-05,217735,0.0,0.0
2025-04-17 00:00:00+00:00,1.5999999959603883e-05,0.00010599999950500205,1.5999999959603883e-05,0.00010099999781232327,228440,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,297179,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,326149,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,309041,0.0,0.0
2025-04-21 00:00:00+00:00,0.0,3.999999989900971e-06,0.0,3.000000106112566e-06,346018,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,332496,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,483167,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,440522,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,404891,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,477685,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,392373,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,204730,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,244325,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,221015,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,307044,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,216706,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,386769,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,492606,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,614107,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,456562,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,443143,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,403516,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,652630,0.0,0.0
