TIMESTAMP,WVTRS_OPEN_PRICE_USD,WVTRS_HIGH_PRICE_USD,WVTRS_LOW_PRICE_USD,WVTRS_CLOSE_PRICE_USD,WVTRS_VOLUME_USD,WVTRS_DIVIDENDS_USD,WVTRS_STOCK_SPLITS_USD
2024-06-24 00:00:00+00:00,0.10980899631977081,0.11516500264406204,0.10915499925613403,0.10915499925613403,135513,0.0,0.0
2024-06-25 00:00:00+00:00,0.10915499925613403,0.11703000217676163,0.10915499925613403,0.11703000217676163,60804,0.0,0.0
2024-06-26 00:00:00+00:00,0.11703000217676163,0.11714199930429459,0.11007999628782272,0.11031299829483032,50772,0.0,0.0
2024-06-27 00:00:00+00:00,0.11031299829483032,0.1110529974102974,0.10975699871778488,0.1098489984869957,19231,0.0,0.0
2024-06-28 00:00:00+00:00,0.1098489984869957,0.11243899911642075,0.10959099978208542,0.11243899911642075,28935,0.0,0.0
2024-06-29 00:00:00+00:00,0.11243899911642075,0.11698699742555618,0.11243899911642075,0.11698699742555618,34638,0.0,0.0
2024-06-30 00:00:00+00:00,0.11698699742555618,0.11719000339508057,0.11077699810266495,0.11077699810266495,40960,0.0,0.0
2024-07-01 00:00:00+00:00,0.11077699810266495,0.11117299646139145,0.10557299852371216,0.10557299852371216,56072,0.0,0.0
2024-07-02 00:00:00+00:00,0.10557299852371216,0.10759100317955017,0.10555599629878998,0.10650400072336197,21940,0.0,0.0
2024-07-03 00:00:00+00:00,0.10650400072336197,0.10654199868440628,0.10173500329256058,0.10180199891328812,36071,0.0,0.0
2024-07-04 00:00:00+00:00,0.10180199891328812,0.10194800049066544,0.1001959964632988,0.1012289971113205,15767,0.0,0.0
2024-07-05 00:00:00+00:00,0.1012289971113205,0.1012289971113205,0.10056799650192261,0.10063599795103073,5753,0.0,0.0
2024-07-06 00:00:00+00:00,0.10063599795103073,0.10134100168943405,0.09901399910449982,0.09901399910449982,26877,0.0,0.0
2024-07-07 00:00:00+00:00,0.09901399910449982,0.09920000284910202,0.09811100363731384,0.09910999983549118,22503,0.0,0.0
2024-07-08 00:00:00+00:00,0.09910999983549118,0.09927000105381012,0.0984560027718544,0.0984560027718544,5690,0.0,0.0
2024-07-09 00:00:00+00:00,0.0984560027718544,0.0984560027718544,0.0973920002579689,0.0979980006814003,11522,0.0,0.0
2024-07-10 00:00:00+00:00,0.0979980006814003,0.09912899881601334,0.09747300297021866,0.09810999780893326,20008,0.0,0.0
2024-07-11 00:00:00+00:00,0.09810999780893326,0.10008899867534637,0.09798499941825867,0.09952399879693985,15535,0.0,0.0
2024-07-12 00:00:00+00:00,0.09952399879693985,0.09952399879693985,0.09708400070667267,0.09708400070667267,15332,0.0,0.0
2024-07-13 00:00:00+00:00,0.09708400070667267,0.09807699918746948,0.09708400070667267,0.09799999743700027,5681,0.0,0.0
2024-07-14 00:00:00+00:00,0.09799999743700027,0.09799999743700027,0.09206099808216095,0.09246700257062912,34626,0.0,0.0
2024-07-15 00:00:00+00:00,0.09246700257062912,0.0924919992685318,0.09043800085783005,0.0906120017170906,13492,0.0,0.0
2024-07-16 00:00:00+00:00,0.0906120017170906,0.09264200180768967,0.0906120017170906,0.09264200180768967,22859,0.0,0.0
2024-07-17 00:00:00+00:00,0.09264200180768967,0.09298399835824966,0.09264200180768967,0.09298399835824966,2920,0.0,0.0
2024-07-18 00:00:00+00:00,0.09298399835824966,0.09567300230264664,0.09276600182056427,0.09567300230264664,22613,0.0,0.0
2024-07-19 00:00:00+00:00,0.09567300230264664,0.09655199944972992,0.09567300230264664,0.09655199944972992,5868,0.0,0.0
2024-07-20 00:00:00+00:00,0.09655199944972992,0.09710299968719482,0.09640800207853317,0.09710299968719482,5451,0.0,0.0
2024-07-21 00:00:00+00:00,0.09710299968719482,0.09747499972581863,0.09679999947547913,0.09679999947547913,5499,0.0,0.0
2024-07-22 00:00:00+00:00,0.09679999947547913,0.09679999947547913,0.09639500081539154,0.09639500081539154,1789,0.0,0.0
2024-07-23 00:00:00+00:00,0.09639500081539154,0.09719199687242508,0.09616900235414505,0.09713099896907806,7633,0.0,0.0
2024-07-24 00:00:00+00:00,0.09713099896907806,0.09746500104665756,0.09713099896907806,0.09746500104665756,2009,0.0,0.0
2024-07-25 00:00:00+00:00,0.09746500104665756,0.0985179990530014,0.09746500104665756,0.0985179990530014,5552,0.0,0.0
