TIMESTAMP,VBNT_OPEN_PRICE_USD,VBNT_HIGH_PRICE_USD,VBNT_LOW_PRICE_USD,VBNT_CLOSE_PRICE_USD,VBNT_VOLUME_USD,VBNT_DIVIDENDS_USD,VBNT_STOCK_SPLITS_USD
2021-03-01 00:00:00+00:00,3.7169060707092285,3.7188239097595215,3.286699056625366,3.651716947555542,180138,0.0,0.0
2021-03-02 00:00:00+00:00,3.652177095413208,3.729279041290283,3.3315179347991943,3.4044859409332275,205584,0.0,0.0
2021-03-03 00:00:00+00:00,3.40585994720459,4.420145034790039,3.381479024887085,4.221954822540283,416164,0.0,0.0
2021-03-04 00:00:00+00:00,4.217834949493408,4.646773815155029,4.195158004760742,4.488399028778076,120749,0.0,0.0
2021-03-05 00:00:00+00:00,4.487955093383789,4.555858135223389,4.084467887878418,4.546487808227539,177731,0.0,0.0
2021-03-06 00:00:00+00:00,4.541473865509033,5.335550785064697,4.507286071777344,5.281428813934326,324205,0.0,0.0
2021-03-07 00:00:00+00:00,5.269020080566406,5.985785007476807,5.146032810211182,5.316874027252197,323940,0.0,0.0
2021-03-08 00:00:00+00:00,5.314458847045898,5.747129917144775,4.836587905883789,5.626045227050781,374008,0.0,0.0
2021-03-09 00:00:00+00:00,5.616227149963379,5.722701072692871,5.170641899108887,5.255706787109375,179583,0.0,0.0
2021-03-10 00:00:00+00:00,5.257285118103027,5.304207801818848,4.559707164764404,4.647521018981934,172986,0.0,0.0
2021-03-11 00:00:00+00:00,4.652400970458984,5.044188976287842,4.5649518966674805,4.886453151702881,297976,0.0,0.0
2021-03-12 00:00:00+00:00,4.885800838470459,4.908271789550781,3.7868289947509766,4.561202049255371,464834,0.0,0.0
2021-03-13 00:00:00+00:00,4.580667018890381,4.992227077484131,4.206883907318115,4.920783996582031,263614,0.0,0.0
2021-03-14 00:00:00+00:00,4.920485973358154,4.95794677734375,4.30835485458374,4.30835485458374,117863,0.0,0.0
2021-03-15 00:00:00+00:00,4.298119068145752,4.440710067749023,3.7433440685272217,3.803989887237549,174772,0.0,0.0
2021-03-16 00:00:00+00:00,3.804326057434082,4.4272541999816895,3.62968111038208,4.160017967224121,42222,0.0,0.0
2021-03-17 00:00:00+00:00,4.159348964691162,4.336878776550293,4.019340991973877,4.310987949371338,55811,0.0,0.0
2021-03-18 00:00:00+00:00,4.3131208419799805,4.396664142608643,4.12464714050293,4.196018218994141,27084,0.0,0.0
2021-03-19 00:00:00+00:00,4.193362236022949,4.547130107879639,4.042913913726807,4.526658058166504,16331,0.0,0.0
2021-03-20 00:00:00+00:00,4.527489185333252,5.065606117248535,4.509369850158691,4.672517776489258,113496,0.0,0.0
2021-03-21 00:00:00+00:00,4.670319080352783,4.799070835113525,4.526669025421143,4.7725138664245605,14318,0.0,0.0
2021-03-22 00:00:00+00:00,4.7724738121032715,4.774261951446533,3.9500770568847656,3.984621047973633,31033,0.0,0.0
2021-03-23 00:00:00+00:00,3.984631061553955,4.1293182373046875,3.7358779907226562,3.8303771018981934,83481,0.0,0.0
2021-03-24 00:00:00+00:00,3.8284430503845215,4.023534774780273,3.3734629154205322,3.67343807220459,6382,0.0,0.0
2021-03-25 00:00:00+00:00,3.672137975692749,3.8654980659484863,3.596129894256592,3.771038055419922,668173,0.0,0.0
2021-03-26 00:00:00+00:00,3.7703449726104736,4.033502101898193,3.6615231037139893,4.0319318771362305,213092,0.0,0.0
2021-03-27 00:00:00+00:00,4.031135082244873,4.1210222244262695,3.7392640113830566,3.9737861156463623,661389,0.0,0.0
2021-03-28 00:00:00+00:00,3.9732859134674072,4.1547532081604,3.830096960067749,3.9917759895324707,837292,0.0,0.0
2021-03-29 00:00:00+00:00,3.991760015487671,4.32843017578125,3.494014024734497,4.2187180519104,2081271,0.0,0.0
2021-03-30 00:00:00+00:00,4.219457149505615,4.490923881530762,4.133571147918701,4.142185211181641,592976,0.0,0.0
2021-03-31 00:00:00+00:00,4.141791820526123,4.445817947387695,4.10679817199707,4.251523017883301,314075,0.0,0.0
2021-04-01 00:00:00+00:00,4.2537407875061035,4.613840103149414,4.239448070526123,4.541076183319092,926195,0.0,0.0
2021-04-02 00:00:00+00:00,4.541069984436035,4.543953895568848,4.160085201263428,4.357851028442383,618222,0.0,0.0
2021-04-03 00:00:00+00:00,4.358699798583984,4.372889995574951,4.272027015686035,4.301210880279541,512703,0.0,0.0
2021-04-04 00:00:00+00:00,4.299723148345947,4.525651931762695,3.8925859928131104,4.455267906188965,764969,0.0,0.0
2021-04-05 00:00:00+00:00,4.45543909072876,4.547030925750732,4.1206231117248535,4.3605451583862305,480862,0.0,0.0
2021-04-06 00:00:00+00:00,4.360083103179932,4.459564208984375,3.9451730251312256,4.170481204986572,461571,0.0,0.0
2021-04-07 00:00:00+00:00,4.169755935668945,4.169755935668945,3.4768118858337402,3.6121890544891357,58767,0.0,0.0
2021-04-08 00:00:00+00:00,3.6090140342712402,3.9366610050201416,3.5033249855041504,3.732166051864624,452966,0.0,0.0
2021-04-09 00:00:00+00:00,3.731472969055176,3.903235912322998,3.409301996231079,3.8108720779418945,1082006,0.0,0.0
2021-04-10 00:00:00+00:00,3.8102428913116455,3.8980700969696045,3.124567985534668,3.5222959518432617,1988028,0.0,0.0
2021-04-11 00:00:00+00:00,3.5222690105438232,4.457635879516602,3.4139039516448975,4.026369094848633,2486516,0.0,0.0
2021-04-12 00:00:00+00:00,4.030861854553223,4.383178234100342,3.6220080852508545,3.9302890300750732,1491703,0.0,0.0
2021-04-13 00:00:00+00:00,3.9288439750671387,4.273990154266357,3.8963449001312256,4.068105220794678,804698,0.0,0.0
2021-04-14 00:00:00+00:00,4.072238922119141,4.199573040008545,3.7419259548187256,4.161655902862549,1249184,0.0,0.0
2021-04-15 00:00:00+00:00,4.160325050354004,4.27915096282959,3.904798984527588,4.056206226348877,1272666,0.0,0.0
2021-04-16 00:00:00+00:00,4.058635234832764,4.065464973449707,3.559783935546875,3.840825080871582,759855,0.0,0.0
2021-04-17 00:00:00+00:00,3.8448519706726074,4.022380828857422,3.3627231121063232,3.3627231121063232,1300588,0.0,0.0
2021-04-18 00:00:00+00:00,3.363257884979248,3.4387459754943848,2.810760021209717,3.390165090560913,1348480,0.0,0.0
2021-04-19 00:00:00+00:00,3.387734889984131,3.6080989837646484,3.1257870197296143,3.278096914291382,665184,0.0,0.0
2021-04-20 00:00:00+00:00,3.2834599018096924,3.446063995361328,3.049036979675293,3.413114070892334,590857,0.0,0.0
2021-04-21 00:00:00+00:00,3.4134790897369385,3.502707004547119,3.1036529541015625,3.3183178901672363,484182,0.0,0.0
