,MSE,MAE,RMSE,MAPE,R2
0,0.001545480291194002,0.03051477539042632,0.03931259710568614,0.06523086297768124,0.6553365696267062
1,0.0002076942905867992,0.012069042567764561,0.014411602637694365,0.030528121074118758,0.7980047798840227
2,0.000569207846807652,0.020169400916464863,0.023858077181693665,0.03725577177424459,0.7943624725501759
3,0.000836958139967321,0.01917510638013482,0.028930228826736248,0.03861795517492553,0.7573474086042925
4,0.00035581454149571766,0.014589593445341434,0.018863046983340674,0.027546624254485425,0.19658106990591984
5,0.00051584378109192,0.018583410357435545,0.022712194545924443,0.038356281173733624,0.6258058992725614
6,0.00032260683835425263,0.013447354938234053,0.017961259375507403,0.03485759651970966,0.7379802375589761
7,0.0005182249763657097,0.019409339544513533,0.022764555263956064,0.054343772712573235,0.896836581841694
8,0.0002565625480631178,0.012075300228648953,0.016017569979966305,0.03999706527838922,0.6929326585050055
9,0.0005216599380768359,0.01573371106097775,0.022839876052133817,0.045052820595075475,0.6523530071873443
10,0.0004822239706345881,0.01759170594935616,0.02195959859912262,0.03820106433266424,0.7078103977640047
11,0.0009361352853713031,0.025771526691432182,0.030596327972018198,0.07797465343218553,0.687290202185908
Mean,0.0005890343706674348,0.018260855622560846,0.02335224454364833,0.04399688244164887,0.6835534404072177
