,MSE,MAE,RMSE,MAPE,R2
0,0.00033906563526418576,0.014588358758687968,0.018413734962363985,0.06309499588984299,0.8714795417304505
1,8.29768863683802e-05,0.006700444510867512,0.009109164965482851,0.03537994137882238,0.8029103006460909
2,0.0006869003793341597,0.020322884279874057,0.02620878439253068,0.05779204054689815,0.8787862060798011
3,0.0006036770769975465,0.016347636339664465,0.024569840801225117,0.04595558332658418,0.75620353127614
4,0.0002154661588599169,0.010290908206086004,0.014678765576843202,0.02879264945022154,-0.12760273646272524
5,0.00023795105575611156,0.01273100733240446,0.0154256622469219,0.03489981776910329,0.8048453339407915
6,0.0001930527192463797,0.010784789833907156,0.013894341267090703,0.03955888215806884,0.6343219743752933
7,7.371004385844248e-05,0.006501769165262095,0.008585455366982143,0.030379205730104563,0.9259214477092828
8,0.00031705093157875704,0.013914943808742933,0.017805924058547397,0.05826040138389662,0.6274268372093774
9,8.301458577914194e-05,0.006810441218460766,0.00911123404260597,0.027828798561029437,0.7105966640526975
10,8.594294253267792e-05,0.007000734355052311,0.00927054165260466,0.03129612498499538,0.8548968119084055
11,0.00012627277665633823,0.008528542309999465,0.01123711602931723,0.06834326835363717,0.8825187232992313
Mean,0.0002537567660193365,0.011210205009917434,0.014859213780209652,0.04346514246110037,0.7185253863137363
