TIMESTAMP,FTXAI_OPEN_PRICE_USD,FTXAI_HIGH_PRICE_USD,FTXAI_LOW_PRICE_USD,FTXAI_CLOSE_PRICE_USD,FTXAI_VOLUME_USD,FTXAI_DIVIDENDS_USD,FTXAI_STOCK_SPLITS_USD
2025-04-10 00:00:00+00:00,,,,0.0,8157,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-06-01 00:00:00+00:00,7.610000140895884e-14,8.002900100424759e-14,7.610000140895884e-14,8.002898067545686e-14,160,0.0,0.0
