TIMESTAMP,BIBI35731_OPEN_PRICE_USD,BIBI35731_HIGH_PRICE_USD,BIBI35731_LOW_PRICE_USD,BIBI35731_CLOSE_PRICE_USD,BIBI35731_VOLUME_USD,BIBI35731_DIVIDENDS_USD,BIBI35731_STOCK_SPLITS_USD
2025-03-30 00:00:00+00:00,,,,0.0,65,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,60,0.0,0.0
2025-06-01 00:00:00+00:00,6.626699921219101e-14,6.626699921219101e-14,6.416977951610725e-14,6.416977951610725e-14,7,0.0,0.0
