TIMESTAMP,ETHX_OPEN_PRICE_USD,ETHX_HIGH_PRICE_USD,ETHX_LOW_PRICE_USD,ETHX_CLOSE_PRICE_USD,ETHX_VOLUME_USD,ETHX_DIVIDENDS_USD,ETHX_STOCK_SPLITS_USD
2023-07-14 00:00:00+00:00,2005.5084228515625,2008.3299560546875,1900.7611083984375,1935.25390625,4015,0.0,0.0
2023-07-15 00:00:00+00:00,1936.59521484375,1964.836669921875,1936.59521484375,1946.8157958984375,30,0.0,0.0
2023-07-16 00:00:00+00:00,1946.918701171875,1946.918701171875,1921.180908203125,1923.2769775390625,9362,0.0,0.0
2023-07-17 00:00:00+00:00,1922.4835205078125,1935.4217529296875,1901.328857421875,1912.668701171875,0,0.0,0.0
2023-07-18 00:00:00+00:00,1912.668701171875,1912.668701171875,1878.9954833984375,1892.3262939453125,2144,0.0,0.0
2023-07-19 00:00:00+00:00,1891.838134765625,1917.1900634765625,1883.054931640625,1888.9510498046875,477,0.0,0.0
2023-07-20 00:00:00+00:00,1889.1334228515625,1925.7584228515625,1880.2637939453125,1890.525390625,7573,0.0,0.0
2023-07-21 00:00:00+00:00,1890.3548583984375,1890.55810546875,1890.3548583984375,1890.55810546875,0,0.0,0.0
2023-07-22 00:00:00+00:00,1890.55810546875,1898.974365234375,1859.38525390625,1867.4432373046875,17701,0.0,0.0
2023-07-23 00:00:00+00:00,1867.80224609375,1900.7928466796875,1858.125,1885.7550048828125,50884,0.0,0.0
2023-07-24 00:00:00+00:00,1884.77880859375,1884.8214111328125,1884.77880859375,1884.8214111328125,0,0.0,0.0
2023-07-25 00:00:00+00:00,1884.8214111328125,1884.8214111328125,1853.807373046875,1855.104736328125,2770,0.0,0.0
2023-07-26 00:00:00+00:00,1856.2237548828125,1885.02392578125,1848.3623046875,1868.716552734375,1478,0.0,0.0
2023-07-27 00:00:00+00:00,1868.8203125,1887.204833984375,1856.0616455078125,1860.5599365234375,511656,0.0,0.0
