TIMESTAMP,ALEO_OPEN_PRICE_USD,ALEO_HIGH_PRICE_USD,ALEO_LOW_PRICE_USD,ALEO_CLOSE_PRICE_USD,ALEO_VOLUME_USD,ALEO_DIVIDENDS_USD,ALEO_STOCK_SPLITS_USD
2024-09-18 00:00:00+00:00,3.539566993713379,4.236645221710205,3.496258020401001,3.901643991470337,25523575,0.0,0.0
2024-09-19 00:00:00+00:00,3.3388988971710205,3.8710498809814453,2.6677260398864746,2.902838945388794,31644495,0.0,0.0
2024-09-20 00:00:00+00:00,2.8831350803375244,3.001041889190674,2.6190080642700195,2.8496780395507812,20789862,0.0,0.0
2024-09-21 00:00:00+00:00,2.8424789905548096,3.4203600883483887,2.8424789905548096,3.179388999938965,12043177,0.0,0.0
2024-09-22 00:00:00+00:00,3.1817169189453125,3.3079049587249756,3.0526790618896484,3.154578924179077,8660533,0.0,0.0
2024-09-23 00:00:00+00:00,3.154571056365967,3.988917112350464,3.121356964111328,3.9036800861358643,16316036,0.0,0.0
2024-09-24 00:00:00+00:00,3.9187910556793213,4.465366840362549,3.6912050247192383,3.998016119003296,22601932,0.0,0.0
2024-09-25 00:00:00+00:00,3.908137083053589,4.3988871574401855,3.908137083053589,4.088089942932129,15749730,0.0,0.0
2024-09-26 00:00:00+00:00,4.088031768798828,4.388400077819824,4.040211200714111,4.247161865234375,9916798,0.0,0.0
2024-09-27 00:00:00+00:00,4.247161865234375,5.085811138153076,4.246687889099121,5.085337162017822,18398452,0.0,0.0
2024-09-28 00:00:00+00:00,5.374133110046387,6.785851955413818,5.374133110046387,6.464558124542236,49636062,0.0,0.0
2024-09-29 00:00:00+00:00,6.475815773010254,6.597736835479736,6.047966957092285,6.267323017120361,18638263,0.0,0.0
2024-09-30 00:00:00+00:00,6.210812091827393,6.210812091827393,5.10664176940918,5.209322929382324,24689744,0.0,0.0
2024-10-01 00:00:00+00:00,5.209322929382324,5.785947799682617,4.912146091461182,5.193291187286377,27054770,0.0,0.0
2024-10-02 00:00:00+00:00,5.192742824554443,5.293260097503662,4.321138858795166,4.566824913024902,26315621,0.0,0.0
2024-10-03 00:00:00+00:00,4.567877769470215,4.9396491050720215,4.502111911773682,4.7229790687561035,33384805,0.0,0.0
2024-10-04 00:00:00+00:00,4.680010795593262,5.21092414855957,4.409060955047607,4.413232803344727,32875740,0.0,0.0
2024-10-05 00:00:00+00:00,4.413232803344727,4.509214878082275,3.9984090328216553,4.17199182510376,16955504,0.0,0.0
2024-10-06 00:00:00+00:00,4.115177154541016,4.181996822357178,3.5262739658355713,3.679431915283203,18521594,0.0,0.0
2024-10-07 00:00:00+00:00,3.6888439655303955,3.9961369037628174,3.5033369064331055,3.5033369064331055,18153407,0.0,0.0
2024-10-08 00:00:00+00:00,3.5033369064331055,3.574265956878662,3.1009960174560547,3.121983051300049,24094189,0.0,0.0
