,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.001547940405654561,0.039343873800816324,0.03248778346768619,0.016726639697357333,457333.1196382615,676.2640901587645,558.4178749999994,0.015815046167585535,0.9167042493019504
1,0.007928458170020879,0.0890418899733203,0.0853751068186581,0.046219466848231784,2342436.939716845,1530.50218546621,1467.4753024193549,0.04357713488723453,0.7551344568904798
2,0.010661347799631798,0.10325380283375425,0.10151847882331147,0.04056089413230789,3149853.701990206,1774.7827196561852,1744.9550100806443,0.038822440673482506,0.6938274776564588
3,0.0021438093999400797,0.04630128939824549,0.03835218673871507,0.015274089575302336,633381.7125647769,795.8528209190296,659.2190520833334,0.014621554434830885,0.9335724388948643
4,0.003919243309210587,0.06260386017819178,0.05288260868025449,0.01712366039371491,1157926.224873332,1076.0698048330007,908.9759122983868,0.016522629676323942,0.9531557864876443
5,0.058577939651006154,0.24202879921820492,0.23649734133142924,0.08465402788084639,26310615.569823228,5129.387445867511,5012.157661458334,0.0819940338837723,-1.038710508760892
6,0.0008232677823280927,0.028692643348567463,0.023397772627092115,0.018699810358180226,1231006.2993197304,1109.5072326576922,904.7611945564519,0.017985225941515724,0.8267592466601761
7,0.004372812951463728,0.06612724817700891,0.06522224005317254,0.06534468280739696,6538533.550016268,2557.055640774418,2522.0600756048384,0.062234615118393795,0.4393166962647913
8,0.005816855862356775,0.07626831493062354,0.07455386184356527,0.10770649088336295,17913795.132372074,4232.469153150685,4137.3265345982145,0.1025753267796645,-1.8693347845520036
9,0.005533356651555997,0.07438653541842097,0.07367823947496105,0.1103849158552609,19441124.119838953,4409.209012945401,4367.225277217742,0.10526727676934002,-1.322729890440573
10,0.0033476075099882823,0.057858512856694494,0.057432209606257084,0.09053332415048052,12727816.869172594,3567.6066023557855,3541.3203541666658,0.08629653628216569,-1.0354848162689985
11,0.012395531881964952,0.11133522300675987,0.11098447662834397,0.23357129748309374,47128617.859769054,6865.0286131791945,6843.401280241935,0.21912885270775728,-3.1465005235127874
Mean,0.009755680947926823,0.08310349942838403,0.07936519217445388,0.07056660833879468,11586036.758257942,2810.311276830323,2722.2746274771584,0.06707005611017224,-0.24119084761490747
