,ETH
USDT,2.8831869690551787e-21
TAJ,1.0825342732552984e-08
COOL,1.167570078916112e-06
CREVA,7.221019346909029e-06
EUC,9.673609596226706e-06
DIME,2.2271666101580693e-05
SKULL,3.3171239193572634e-05
EDRC,6.499848568635857e-05
TRST,0.0001205374059372
DOGE,0.00027446371288050004
PXI,0.00044884855831089996
ACES,0.0004733124457105
SWING,0.0005655296243581
EVIL,0.00085018050469705
FRN,0.0013202436918913
SPR,0.0016768964681268999
UNIT,0.0017724595920515
PUT,0.0027229683635198003
KOBO,0.00681307020915025
XDN,0.00915021750031325
HBD,0.01023850393136105
ALIAS,0.01149486712319735
XEM,0.015592079654685549
NETKO,0.01688297348065925
VLT,0.01714624915870315
VTC,0.017225713323196848
WGR,0.017765991466837848
RLC,0.02063034343601775
PXC,0.02187344066534105
BLU,0.02327983285992085
CJ,0.02382636027128245
FRC,0.02794679274413265
IMS,0.029257684567836048
GBYTE,0.030524790487185254
VEC2,0.03664760937213305
ZET,0.03694341428544535
WAVES,0.038728610759473495
NEWB,0.040173677061809895
SC,0.041138203907977205
POST,0.0414271968472899
BLAZR,0.0419199840662291
XPY,0.04236100826114445
TAB,0.043406097122173304
GRS,0.046581274705003145
GNO,0.04947065009027575
MONA,0.0524774047366234
PKB,0.05256709806990705
KURT,0.053302620895175956
DASH,0.0540010077716501
ENT,0.05584592155912365
EQB,0.0597027345113479
PIVX,0.060372687235039954
MOTO,0.062170777602702704
SXC,0.0633709975386941
2GIVE,0.06396702587978459
IRL,0.06431648290802006
IFC,0.0678968533371931
AV,0.06918865355215464
AMBER,0.0702068756060763
DGB,0.07110006357573276
IOTA,0.0725992774167297
ICON,0.07767495512140055
KMD,0.0798392680535783
ZUR,0.08450983033550155
LTCR,0.0861395389531736
QTUM,0.0899459159265618
ACOIN,0.0903416690930875
LTC,0.0911570117742629
OZO,0.1127847148015685
FIRO,0.1162644228565542
SKR,0.11960713464028686
IBANK,0.1202787233439714
C2,0.12605475142462724
ZCL,0.12667150620856416
BERN,0.12691481791938303
BCDN,0.12824479806239106
HMQ,0.13038839530384433
SYS,0.13779352649245846
VAL,0.14034763108328874
START,0.14245037277101574
ARGUS,0.15256898428146365
ZEN,0.15456136729958203
RRT,0.15562218741154793
QBC,0.15632827486443657
XPTX,0.15680356450956529
XPM,0.16362549494003586
NOBL,0.1645386093987708
BTB,0.17000156342182154
XMR,0.18015329562337584
JLP,0.18279342956066658
PIE,0.18671568942800304
XMS,0.19077019843674886
DCR,0.1932810052230462
XWC,0.1946138111361007
BTCS,0.19569639683870185
SWT,0.22232109467412
BAT,0.22871133224346907
OPAL,0.2295432807187539
PTOY,0.23146074195769184
VIDZ,0.23450449516747623
LBC,0.24706789416736763
MST,0.24909626282491526
XHI,0.26268706722328594
BS,0.28224588737601075
CAB,0.29590787270038793
ADZ,0.3003031193632853
CSC,0.30055977495042946
BTS,0.3030539070968937
