TIMESTAMP,BYTE28664_OPEN_PRICE_USD,BYTE28664_HIGH_PRICE_USD,BYTE28664_LOW_PRICE_USD,BYTE28664_CLOSE_PRICE_USD,BYTE28664_VOLUME_USD,BYTE28664_DIVIDENDS_USD,BYTE28664_STOCK_SPLITS_USD
2023-12-11 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,1.9999999949504854e-06,3.999999989900971e-06,1507161,0.0,0.0
2023-12-12 00:00:00+00:00,3.999999989900971e-06,1.700000029813964e-05,3.999999989900971e-06,9.999999747378752e-06,8276080,0.0,0.0
2023-12-13 00:00:00+00:00,9.999999747378752e-06,1.2999999853491317e-05,4.999999873689376e-06,7.999999979801942e-06,3782928,0.0,0.0
2023-12-14 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,3.999999989900971e-06,6.000000212225132e-06,3545376,0.0,0.0
2023-12-15 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,1.9999999949504854e-06,6.000000212225132e-06,3970918,0.0,0.0
2023-12-16 00:00:00+00:00,6.000000212225132e-06,1.2000000424450263e-05,3.999999989900971e-06,9.999999747378752e-06,4469495,0.0,0.0
2023-12-17 00:00:00+00:00,9.999999747378752e-06,1.4000000192027073e-05,7.000000096013537e-06,1.2999999853491317e-05,4054516,0.0,0.0
2023-12-18 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,7.000000096013537e-06,7.999999979801942e-06,3385735,0.0,0.0
2023-12-19 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,4.999999873689376e-06,6.000000212225132e-06,3342251,0.0,0.0
2023-12-20 00:00:00+00:00,6.000000212225132e-06,9.999999747378752e-06,4.999999873689376e-06,7.999999979801942e-06,2623500,0.0,0.0
2023-12-21 00:00:00+00:00,9.000000318337698e-06,1.2000000424450263e-05,7.999999979801942e-06,9.999999747378752e-06,3289082,0.0,0.0
2023-12-22 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,6.000000212225132e-06,7.999999979801942e-06,2831147,0.0,0.0
2023-12-23 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,6.000000212225132e-06,7.000000096013537e-06,2789662,0.0,0.0
2023-12-24 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,2572807,0.0,0.0
2023-12-25 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,7.000000096013537e-06,2288857,0.0,0.0
2023-12-26 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,2082925,0.0,0.0
2023-12-27 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,2144685,0.0,0.0
2023-12-28 00:00:00+00:00,4.999999873689376e-06,7.999999979801942e-06,4.999999873689376e-06,7.000000096013537e-06,2326637,0.0,0.0
2023-12-29 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,890685,0.0,0.0
2023-12-30 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,365614,0.0,0.0
2023-12-31 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,708115,0.0,0.0
2024-01-01 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,253852,0.0,0.0
2024-01-02 00:00:00+00:00,4.999999873689376e-06,7.999999979801942e-06,4.999999873689376e-06,7.999999979801942e-06,1020839,0.0,0.0
2024-01-03 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,6.000000212225132e-06,6.000000212225132e-06,798007,0.0,0.0
2024-01-04 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,272283,0.0,0.0
2024-01-05 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,210858,0.0,0.0
2024-01-06 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,158695,0.0,0.0
2024-01-07 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,314063,0.0,0.0
2024-01-08 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,202043,0.0,0.0
2024-01-09 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,249397,0.0,0.0
2024-01-10 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,333270,0.0,0.0
2024-01-11 00:00:00+00:00,6.000000212225132e-06,9.999999747378752e-06,6.000000212225132e-06,9.999999747378752e-06,803272,0.0,0.0
2024-01-12 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.000000318337698e-06,9.999999747378752e-06,1364539,0.0,0.0
2024-01-13 00:00:00+00:00,1.1000000085914508e-05,2.8000000384054147e-05,9.999999747378752e-06,1.8999999156221747e-05,3881940,0.0,0.0
2024-01-14 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,9.999999747378752e-06,1.4999999621068127e-05,1572343,0.0,0.0
2024-01-15 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.2999999853491317e-05,1.4999999621068127e-05,919622,0.0,0.0
2024-01-16 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.2999999853491317e-05,1.4999999621068127e-05,1045583,0.0,0.0
