TIMESTAMP,ABCD_OPEN_PRICE_USD,ABCD_HIGH_PRICE_USD,ABCD_LOW_PRICE_USD,ABCD_CLOSE_PRICE_USD,ABCD_VOLUME_USD,ABCD_DIVIDENDS_USD,ABCD_STOCK_SPLITS_USD
2022-02-07 00:00:00+00:00,,,,0.0,825102,0.0,0.0
2022-02-08 00:00:00+00:00,,,,0.0,919202,0.0,0.0
2022-02-09 00:00:00+00:00,,,,0.0,502778,0.0,0.0
2022-02-10 00:00:00+00:00,,,,0.0,1167400,0.0,0.0
2022-02-11 00:00:00+00:00,,,,0.0,2425863,0.0,0.0
2022-02-12 00:00:00+00:00,,,,0.0,2305041,0.0,0.0
2022-02-13 00:00:00+00:00,,,,0.0,1114531,0.0,0.0
2022-02-14 00:00:00+00:00,,,,0.0,720594,0.0,0.0
2022-02-15 00:00:00+00:00,,,,0.0,1364532,0.0,0.0
2022-02-16 00:00:00+00:00,,,,0.0,1172114,0.0,0.0
2022-02-17 00:00:00+00:00,,,,0.0,652598,0.0,0.0
2022-02-18 00:00:00+00:00,,,,0.0,798303,0.0,0.0
2022-02-19 00:00:00+00:00,,,,0.0,692211,0.0,0.0
2022-02-20 00:00:00+00:00,,,,0.0,305560,0.0,0.0
2022-02-21 00:00:00+00:00,,,,0.0,206146,0.0,0.0
2022-02-22 00:00:00+00:00,,,,0.0,226343,0.0,0.0
2022-02-23 00:00:00+00:00,,,,0.0,442541,0.0,0.0
2022-02-24 00:00:00+00:00,,,,0.0,464083,0.0,0.0
2022-02-25 00:00:00+00:00,,,,0.0,347926,0.0,0.0
2022-02-26 00:00:00+00:00,,,,0.0,492437,0.0,0.0
2022-02-27 00:00:00+00:00,,,,0.0,341730,0.0,0.0
2022-02-28 00:00:00+00:00,,,,0.0,296142,0.0,0.0
2022-03-01 00:00:00+00:00,,,,0.0,286015,0.0,0.0
2022-03-02 00:00:00+00:00,,,,0.0,383239,0.0,0.0
2022-03-03 00:00:00+00:00,,,,0.0,321133,0.0,0.0
2022-03-04 00:00:00+00:00,,,,0.0,240145,0.0,0.0
2022-03-05 00:00:00+00:00,,,,0.0,203840,0.0,0.0
2022-03-06 00:00:00+00:00,,,,0.0,210742,0.0,0.0
2022-03-07 00:00:00+00:00,,,,0.0,314352,0.0,0.0
2022-03-08 00:00:00+00:00,,,,0.0,202789,0.0,0.0
2022-03-09 00:00:00+00:00,,,,0.0,164220,0.0,0.0
2022-03-10 00:00:00+00:00,,,,0.0,150389,0.0,0.0
2022-03-11 00:00:00+00:00,,,,0.0,154111,0.0,0.0
2022-03-12 00:00:00+00:00,,,,0.0,140110,0.0,0.0
2022-03-13 00:00:00+00:00,,,,0.0,153217,0.0,0.0
2022-03-14 00:00:00+00:00,,,,0.0,207712,0.0,0.0
2022-03-15 00:00:00+00:00,,,,0.0,259185,0.0,0.0
2022-03-16 00:00:00+00:00,,,,0.0,308919,0.0,0.0
2022-03-17 00:00:00+00:00,,,,0.0,245139,0.0,0.0
2022-03-18 00:00:00+00:00,,,,0.0,199634,0.0,0.0
2022-03-19 00:00:00+00:00,,,,0.0,177785,0.0,0.0
2022-03-20 00:00:00+00:00,,,,0.0,222157,0.0,0.0
2022-03-21 00:00:00+00:00,,,,0.0,187093,0.0,0.0
2022-03-22 00:00:00+00:00,,,,0.0,165636,0.0,0.0
2022-03-23 00:00:00+00:00,,,,0.0,178704,0.0,0.0
2022-03-24 00:00:00+00:00,,,,0.0,187491,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,140113,0.0,0.0
