TIMESTAMP,BTCT9486_OPEN_PRICE_USD,BTCT9486_HIGH_PRICE_USD,BTCT9486_LOW_PRICE_USD,BTCT9486_CLOSE_PRICE_USD,BTCT9486_VOLUME_USD,BTCT9486_DIVIDENDS_USD,BTCT9486_STOCK_SPLITS_USD
2023-03-20 00:00:00+00:00,64013.41796875,64013.41796875,27471.5078125,27802.142578125,100165,0.0,0.0
2023-03-21 00:00:00+00:00,27808.849609375,28410.2890625,27408.291015625,28067.638671875,98853,0.0,0.0
2023-03-22 00:00:00+00:00,28065.763671875,28792.1953125,26729.78515625,27249.369140625,236525,0.0,0.0
2023-03-23 00:00:00+00:00,27247.8984375,28718.802734375,27167.41796875,28312.724609375,118297,0.0,0.0
2023-03-24 00:00:00+00:00,28312.365234375,28423.9296875,27123.4921875,27391.404296875,170324,0.0,0.0
2023-03-25 00:00:00+00:00,27392.240234375,27804.5078125,27183.78515625,27577.2421875,48066,0.0,0.0
2023-03-26 00:00:00+00:00,27577.73828125,28190.162109375,27405.064453125,27945.654296875,18877,0.0,0.0
2023-03-27 00:00:00+00:00,27946.275390625,28019.302734375,26641.419921875,27203.521484375,65148,0.0,0.0
2023-03-28 00:00:00+00:00,27203.53125,27542.31640625,26714.1328125,27209.068359375,97232,0.0,0.0
2023-03-29 00:00:00+00:00,27207.3671875,29006.275390625,27186.732421875,28334.296875,144890,0.0,0.0
2023-03-30 00:00:00+00:00,28335.326171875,29067.544921875,27778.44140625,28055.35546875,183282,0.0,0.0
2023-03-31 00:00:00+00:00,28058.37109375,28653.107421875,27679.6171875,28456.353515625,112736,0.0,0.0
2023-04-01 00:00:00+00:00,28455.9609375,28979.83984375,28263.771484375,28496.091796875,246364,0.0,0.0
2023-04-02 00:00:00+00:00,28473.24609375,28657.765625,27846.41015625,28042.05078125,58847,0.0,0.0
2023-04-03 00:00:00+00:00,28037.755859375,28444.0625,27359.79296875,27817.595703125,184240,0.0,0.0
2023-04-04 00:00:00+00:00,27816.2265625,28432.4921875,27619.947265625,28136.392578125,73678,0.0,0.0
2023-04-05 00:00:00+00:00,28135.92578125,28661.546875,27848.748046875,28263.3125,157232,0.0,0.0
2023-04-06 00:00:00+00:00,28265.732421875,28270.01171875,27851.671875,28026.615234375,25417,0.0,0.0
2023-04-07 00:00:00+00:00,28025.673828125,28153.779296875,27736.35546875,27858.63671875,22534,0.0,0.0
2023-04-08 00:00:00+00:00,27857.125,28193.060546875,27786.08203125,27987.041015625,27271,0.0,0.0
2023-04-09 00:00:00+00:00,27987.853515625,28439.96875,27815.0859375,28349.859375,8374,0.0,0.0
2023-04-10 00:00:00+00:00,28350.42578125,29695.310546875,28133.494140625,29664.92578125,43759,0.0,0.0
2023-04-11 00:00:00+00:00,29665.822265625,30443.88671875,29662.1015625,30358.642578125,83760,0.0,0.0
2023-04-12 00:00:00+00:00,30358.921875,30423.54296875,29715.59375,30103.1796875,81601,0.0,0.0
2023-04-13 00:00:00+00:00,29955.271484375,30571.50390625,29852.134765625,30341.72265625,45306,0.0,0.0
2023-04-14 00:00:00+00:00,30342.12890625,30939.263671875,30159.0,30408.06640625,25665,0.0,0.0
