TIMESTAMP,BIRDDOG30787_OPEN_PRICE_USD,BIRDDOG30787_HIGH_PRICE_USD,BIRDDOG30787_LOW_PRICE_USD,BIRDDOG30787_CLOSE_PRICE_USD,BIRDDOG30787_VOLUME_USD,BIRDDOG30787_DIVIDENDS_USD,BIRDDOG30787_STOCK_SPLITS_USD
2024-04-19 00:00:00+00:00,1.2000000424450263e-05,1.8999999156221747e-05,1.2000000424450263e-05,1.5999999959603883e-05,589463,0.0,0.0
2024-04-20 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.2999999853491317e-05,1.4000000192027073e-05,388553,0.0,0.0
2024-04-21 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,9.999999747378752e-06,1.1000000085914508e-05,553757,0.0,0.0
2024-04-22 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,7.999999979801942e-06,9.000000318337698e-06,743131,0.0,0.0
2024-04-23 00:00:00+00:00,9.000000318337698e-06,1.2999999853491317e-05,7.000000096013537e-06,7.999999979801942e-06,411281,0.0,0.0
2024-04-24 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,1.9999999949504854e-06,3.999999989900971e-06,1010831,0.0,0.0
2024-04-25 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,4.999999873689376e-06,318708,0.0,0.0
2024-04-26 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,96593,0.0,0.0
2024-04-27 00:00:00+00:00,3.999999989900971e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,204235,0.0,0.0
2024-04-28 00:00:00+00:00,4.999999873689376e-06,7.999999979801942e-06,4.999999873689376e-06,7.000000096013537e-06,349682,0.0,0.0
2024-04-29 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,136334,0.0,0.0
2024-04-30 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,173263,0.0,0.0
2024-05-01 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,95385,0.0,0.0
