TIMESTAMP,DOGECAST_OPEN_PRICE_USD,DOGECAST_HIGH_PRICE_USD,DOGECAST_LOW_PRICE_USD,DOGECAST_CLOSE_PRICE_USD,DOGECAST_VOLUME_USD,DOGECAST_DIVIDENDS_USD,DOGECAST_STOCK_SPLITS_USD
2024-11-20 00:00:00+00:00,0.008166000247001648,0.021034000441432,0.003522000042721629,0.019735999405384064,3507183,0.0,0.0
2024-11-21 00:00:00+00:00,0.018396999686956406,0.025814000517129898,0.014302000403404236,0.018408000469207764,7205955,0.0,0.0
2024-11-22 00:00:00+00:00,0.018408000469207764,0.025678999722003937,0.016673000529408455,0.023333000019192696,2660245,0.0,0.0
2024-11-23 00:00:00+00:00,0.023333000019192696,0.02346700057387352,0.01567400060594082,0.01592100039124489,2268288,0.0,0.0
2024-11-24 00:00:00+00:00,0.01592100039124489,0.018137000501155853,0.013520999811589718,0.01689000055193901,1376105,0.0,0.0
2024-11-25 00:00:00+00:00,0.01690400019288063,0.018337000161409378,0.012427999638020992,0.013237999752163887,1062063,0.0,0.0
2024-11-26 00:00:00+00:00,0.013237999752163887,0.016843000426888466,0.011711000464856625,0.013183999806642532,942445,0.0,0.0
2024-11-27 00:00:00+00:00,0.013183999806642532,0.01777699962258339,0.012490999884903431,0.01705400086939335,614307,0.0,0.0
2024-11-28 00:00:00+00:00,0.01705400086939335,0.019649000838398933,0.012810000218451023,0.013666000217199326,780764,0.0,0.0
2024-11-29 00:00:00+00:00,0.013666000217199326,0.017090000212192535,0.011555000208318233,0.015096999704837799,1167702,0.0,0.0
2024-11-30 00:00:00+00:00,0.015096999704837799,0.015336999669671059,0.00865899957716465,0.012210999615490437,1131933,0.0,0.0
2024-12-01 00:00:00+00:00,0.012210999615490437,0.013512999750673771,0.010506999678909779,0.012334000319242477,833822,0.0,0.0
2024-12-02 00:00:00+00:00,0.012334000319242477,0.014840000309050083,0.009759999811649323,0.01092700008302927,980785,0.0,0.0
2024-12-03 00:00:00+00:00,0.01092700008302927,0.012353000231087208,0.008249999955296516,0.009839000180363655,1205074,0.0,0.0
2024-12-04 00:00:00+00:00,0.009839000180363655,0.015568000264465809,0.008803999982774258,0.011340999975800514,1100878,0.0,0.0
2024-12-05 00:00:00+00:00,0.01169199962168932,0.013875000178813934,0.010622000321745872,0.011114999651908875,528554,0.0,0.0
2024-12-06 00:00:00+00:00,0.010951000265777111,0.013085000216960907,0.00967899989336729,0.011946000158786774,806692,0.0,0.0
2024-12-07 00:00:00+00:00,0.011946000158786774,0.012821000069379807,0.010360999964177608,0.010800999589264393,470004,0.0,0.0
2024-12-08 00:00:00+00:00,0.010294999927282333,0.012378999963402748,0.008555999957025051,0.011206000111997128,500022,0.0,0.0
2024-12-09 00:00:00+00:00,0.011206000111997128,0.011300000362098217,0.008813000284135342,0.010844999924302101,442485,0.0,0.0
2024-12-10 00:00:00+00:00,0.010844999924302101,0.014290999621152878,0.010169999673962593,0.01332399994134903,500995,0.0,0.0
2024-12-11 00:00:00+00:00,0.01332399994134903,0.015782000496983528,0.011247999966144562,0.012369999662041664,605149,0.0,0.0
