TIMESTAMP,RFUEL_OPEN_PRICE_USD,RFUEL_HIGH_PRICE_USD,RFUEL_LOW_PRICE_USD,RFUEL_CLOSE_PRICE_USD,RFUEL_VOLUME_USD,RFUEL_DIVIDENDS_USD,RFUEL_STOCK_SPLITS_USD
2020-09-29 00:00:00+00:00,0.20848900079727173,0.21677500009536743,0.14617900550365448,0.1636199951171875,0,0.0,0.0
2020-09-30 00:00:00+00:00,0.16288700699806213,0.1628980040550232,0.12495899945497513,0.1496880054473877,10541569,0.0,0.0
2020-10-01 00:00:00+00:00,0.14953799545764923,0.17546899616718292,0.13794100284576416,0.14863799512386322,12501767,0.0,0.0
2020-10-02 00:00:00+00:00,0.14862500131130219,0.15276600420475006,0.11343999952077866,0.14055199921131134,9890891,0.0,0.0
2020-10-03 00:00:00+00:00,0.14049099385738373,0.14292599260807037,0.1302729994058609,0.1323940008878708,4592433,0.0,0.0
2020-10-04 00:00:00+00:00,0.13232700526714325,0.13525700569152832,0.1225920021533966,0.12525799870491028,7604603,0.0,0.0
2020-10-05 00:00:00+00:00,0.12528100609779358,0.1261799931526184,0.10168299823999405,0.10424499958753586,10431267,0.0,0.0
2020-10-06 00:00:00+00:00,0.10426799952983856,0.10927800089120865,0.07508300244808197,0.07954499870538712,10172522,0.0,0.0
2020-10-07 00:00:00+00:00,0.07954300194978714,0.10044100135564804,0.07607900351285934,0.09508900344371796,6458011,0.0,0.0
2020-10-08 00:00:00+00:00,0.0950549989938736,0.10726600140333176,0.0858599990606308,0.10458800196647644,8215983,0.0,0.0
2020-10-09 00:00:00+00:00,0.10464099794626236,0.1126059964299202,0.09775499999523163,0.10803499817848206,8350708,0.0,0.0
2020-10-10 00:00:00+00:00,0.10803800076246262,0.11488699913024902,0.10672400146722794,0.10892800241708755,6264585,0.0,0.0
2020-10-11 00:00:00+00:00,0.10888200253248215,0.10888200253248215,0.09563200175762177,0.09579599648714066,5327739,0.0,0.0
2020-10-12 00:00:00+00:00,0.09578999876976013,0.10655099898576736,0.09380599856376648,0.10615900158882141,11527833,0.0,0.0
2020-10-13 00:00:00+00:00,0.10616499930620193,0.10720399767160416,0.08695299923419952,0.09158200025558472,6273021,0.0,0.0
2020-10-14 00:00:00+00:00,0.09166699647903442,0.09678299725055695,0.08771400153636932,0.08791500329971313,5855841,0.0,0.0
2020-10-15 00:00:00+00:00,0.08786500245332718,0.0932689979672432,0.07889699935913086,0.07897400110960007,8196286,0.0,0.0
2020-10-16 00:00:00+00:00,0.07898499816656113,0.08739899843931198,0.07748299837112427,0.07866299897432327,7614725,0.0,0.0
2020-10-17 00:00:00+00:00,0.07860500365495682,0.08105000108480453,0.07700099796056747,0.08045899868011475,3221291,0.0,0.0
2020-10-18 00:00:00+00:00,0.08039099723100662,0.08107800036668777,0.0772090032696724,0.07970300316810608,6126629,0.0,0.0
2020-10-19 00:00:00+00:00,0.07974600046873093,0.08009099960327148,0.07758700102567673,0.07995200157165527,12006669,0.0,0.0
