TIMESTAMP,ASIX19987_OPEN_PRICE_USD,ASIX19987_HIGH_PRICE_USD,ASIX19987_LOW_PRICE_USD,ASIX19987_CLOSE_PRICE_USD,ASIX19987_VOLUME_USD,ASIX19987_DIVIDENDS_USD,ASIX19987_STOCK_SPLITS_USD
2022-05-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,71631,0.0,0.0
2022-05-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,26814,0.0,0.0
2022-05-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,20649,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,52988,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,124196,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,187517,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,178407,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,83997,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,55355,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,43903,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,18564,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,20703,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,16178,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,17873,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,18907,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,17309,0.0,0.0
2022-05-22 00:00:00+00:00,,,,0.0,10636,0.0,0.0
2022-05-23 00:00:00+00:00,,,,0.0,8060,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,13279,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,15777,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,11080,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,5583,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,8252,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,10560,0.0,0.0
2022-05-30 00:00:00+00:00,,,,0.0,10836,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,11385,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,31748,0.0,0.0
2022-06-02 00:00:00+00:00,,,,0.0,34522,0.0,0.0
2022-06-03 00:00:00+00:00,,,,0.0,35614,0.0,0.0
2022-06-04 00:00:00+00:00,,,,0.0,30963,0.0,0.0
2022-06-05 00:00:00+00:00,,,,0.0,24851,0.0,0.0
2022-06-06 00:00:00+00:00,,,,0.0,68022,0.0,0.0
2022-06-07 00:00:00+00:00,,,,0.0,27033,0.0,0.0
2022-06-08 00:00:00+00:00,,,,0.0,6768,0.0,0.0
2022-06-09 00:00:00+00:00,,,,0.0,5492,0.0,0.0
2022-06-10 00:00:00+00:00,,,,0.0,4580,0.0,0.0
2022-06-11 00:00:00+00:00,,,,0.0,4670,0.0,0.0
2022-06-12 00:00:00+00:00,,,,0.0,3948,0.0,0.0
2022-06-13 00:00:00+00:00,,,,0.0,6868,0.0,0.0
2022-06-14 00:00:00+00:00,,,,0.0,8561,0.0,0.0
2022-06-15 00:00:00+00:00,,,,0.0,20711,0.0,0.0
2022-06-16 00:00:00+00:00,,,,0.0,31601,0.0,0.0
2022-06-17 00:00:00+00:00,,,,0.0,2375,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,2532,0.0,0.0
2022-06-19 00:00:00+00:00,,,,0.0,3376,0.0,0.0
2022-06-20 00:00:00+00:00,,,,0.0,5114,0.0,0.0
2022-06-21 00:00:00+00:00,,,,0.0,5339,0.0,0.0
2022-06-22 00:00:00+00:00,,,,0.0,5727,0.0,0.0
2022-06-23 00:00:00+00:00,,,,0.0,13025,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,34677,0.0,0.0
2022-06-25 00:00:00+00:00,,,,0.0,26156,0.0,0.0
2022-06-26 00:00:00+00:00,,,,0.0,46920,0.0,0.0
2022-06-27 00:00:00+00:00,,,,0.0,47128,0.0,0.0
2022-06-28 00:00:00+00:00,,,,0.0,2407,0.0,0.0
2022-06-29 00:00:00+00:00,,,,0.0,67321,0.0,0.0
2022-06-30 00:00:00+00:00,,,,0.0,65468,0.0,0.0
2022-07-03 00:00:00+00:00,,,,0.0,8422,0.0,0.0
2022-07-04 00:00:00+00:00,,,,0.0,16779,0.0,0.0
2022-07-05 00:00:00+00:00,,,,0.0,20882,0.0,0.0
2022-07-06 00:00:00+00:00,,,,0.0,17678,0.0,0.0
2022-07-07 00:00:00+00:00,,,,0.0,2442,0.0,0.0
2022-07-08 00:00:00+00:00,,,,0.0,2343,0.0,0.0
2022-07-09 00:00:00+00:00,,,,0.0,2618,0.0,0.0
2022-07-10 00:00:00+00:00,,,,0.0,3231,0.0,0.0
2022-07-11 00:00:00+00:00,,,,0.0,2634,0.0,0.0
2022-07-12 00:00:00+00:00,,,,0.0,2161,0.0,0.0
2022-07-13 00:00:00+00:00,,,,0.0,1944,0.0,0.0
2022-07-14 00:00:00+00:00,,,,0.0,1425,0.0,0.0
2022-07-15 00:00:00+00:00,,,,0.0,3581,0.0,0.0
2022-07-16 00:00:00+00:00,,,,0.0,4360,0.0,0.0
2022-07-17 00:00:00+00:00,,,,0.0,2469,0.0,0.0
2022-07-18 00:00:00+00:00,,,,0.0,2495,0.0,0.0
2022-07-19 00:00:00+00:00,,,,0.0,7505,0.0,0.0
2022-07-20 00:00:00+00:00,,,,0.0,7646,0.0,0.0
2022-07-21 00:00:00+00:00,,,,0.0,24009,0.0,0.0
2022-07-22 00:00:00+00:00,,,,0.0,2439,0.0,0.0
2022-07-23 00:00:00+00:00,,,,0.0,1773,0.0,0.0
2022-07-24 00:00:00+00:00,,,,0.0,814,0.0,0.0
2022-07-25 00:00:00+00:00,,,,0.0,1184,0.0,0.0
2022-07-26 00:00:00+00:00,,,,0.0,2181,0.0,0.0
2022-07-27 00:00:00+00:00,,,,0.0,2353,0.0,0.0
