TIMESTAMP,DAK_OPEN_PRICE_USD,DAK_HIGH_PRICE_USD,DAK_LOW_PRICE_USD,DAK_CLOSE_PRICE_USD,DAK_VOLUME_USD,DAK_DIVIDENDS_USD,DAK_STOCK_SPLITS_USD
2024-10-24 00:00:00+00:00,0.0009980000322684646,0.0010079999919980764,0.0006590000120922923,0.000678999989759177,1445530,0.0,0.0
2024-10-25 00:00:00+00:00,0.0006810000049881637,0.0008609999786131084,0.00042100000428035855,0.00043200000072829425,462996,0.0,0.0
2024-10-26 00:00:00+00:00,0.00043200000072829425,0.0008019999950192869,0.0003800000122282654,0.0005939999828115106,240788,0.0,0.0
2024-10-27 00:00:00+00:00,0.0005939999828115106,0.0005990000208839774,0.000391999987186864,0.00045399999362416565,271814,0.0,0.0
2024-10-28 00:00:00+00:00,0.00045399999362416565,0.0006130000110715628,0.0003319999959785491,0.0005530000198632479,273435,0.0,0.0
2024-10-29 00:00:00+00:00,0.0005559999844990671,0.0008190000080503523,0.0005329999839887023,0.0006220000213943422,966325,0.0,0.0
2024-10-30 00:00:00+00:00,0.0006189999985508621,0.0006830000202171504,0.0004889999981969595,0.0005290000117383897,615165,0.0,0.0
2024-10-31 00:00:00+00:00,0.0005159999709576368,0.0005569999921135604,0.00029600001289509237,0.0003549999964889139,535832,0.0,0.0
2024-11-01 00:00:00+00:00,0.0003539999888744205,0.00036100001307204366,0.00023799999326001853,0.0002390000008745119,277874,0.0,0.0
2024-11-02 00:00:00+00:00,0.0002390000008745119,0.0002530000056140125,0.00010599999950500205,0.00010599999950500205,115341,0.0,0.0
2024-11-03 00:00:00+00:00,0.00010599999950500205,0.00010599999950500205,6.500000017695129e-05,9.999999747378752e-05,9493,0.0,0.0
2024-11-04 00:00:00+00:00,9.999999747378752e-05,0.00028300000121816993,9.100000170292333e-05,9.600000339560211e-05,154845,0.0,0.0
2024-11-05 00:00:00+00:00,9.500000305706635e-05,0.00013299999409355223,9.500000305706635e-05,0.00011200000153621659,244030,0.0,0.0
2024-11-06 00:00:00+00:00,0.00011200000153621659,0.00014400000509340316,9.100000170292333e-05,0.00010800000018207356,297945,0.0,0.0
