TIMESTAMP,NUT28417_OPEN_PRICE_USD,NUT28417_HIGH_PRICE_USD,NUT28417_LOW_PRICE_USD,NUT28417_CLOSE_PRICE_USD,NUT28417_VOLUME_USD,NUT28417_DIVIDENDS_USD,NUT28417_STOCK_SPLITS_USD
2023-11-15 00:00:00+00:00,,,,0.0,190003,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,29109,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,6486,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,7298,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,7277,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,295,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,1206,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,65,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,510,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,1010,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,2785,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,2539,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,55,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,139,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,360,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,1332,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,1034,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,114,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,197,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,411,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,62642,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,8877,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,6475,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,5516,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,5076,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,13545,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,17879,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,14169,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,29784,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,29551,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,89086,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,557983,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,104490,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,53291,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,371234,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,270689,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,140669,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,182389,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,294788,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,260234,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,163078,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,276023,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,759683,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,396123,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,168910,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,115489,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,380380,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,19075,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,25378,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,34950,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,44386,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,40091,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,18759,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,5101,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,5217,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,10458,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,28764,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,28353,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,25386,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,24223,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,45537,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,121466,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,68257,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,45444,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,34488,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,224971,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,65672,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,28117,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,22522,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,23178,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,19971,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,4907,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,4901,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,2306,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,1835,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,19308,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,1673,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,1767,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,5032,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,2457,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,1535,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,1802,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,2356,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,2972,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,1585,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,8280,0.0,0.0
