TIMESTAMP,BOF_OPEN_PRICE_USD,BOF_HIGH_PRICE_USD,BOF_LOW_PRICE_USD,BOF_CLOSE_PRICE_USD,BOF_VOLUME_USD,BOF_DIVIDENDS_USD,BOF_STOCK_SPLITS_USD
2024-09-29 00:00:00+00:00,0.01785700023174286,0.0183119997382164,0.016892999410629272,0.017169000580906868,194783,0.0,0.0
2024-09-30 00:00:00+00:00,0.017169000580906868,0.017316000536084175,0.015817999839782715,0.016277000308036804,48821,0.0,0.0
2024-10-01 00:00:00+00:00,0.016277000308036804,0.02232000045478344,0.016277000308036804,0.01824299991130829,125889,0.0,0.0
2024-10-02 00:00:00+00:00,0.01824299991130829,0.018787000328302383,0.011850000359117985,0.014107000082731247,211597,0.0,0.0
2024-10-03 00:00:00+00:00,0.014107000082731247,0.01475599966943264,0.013426000252366066,0.013604000210762024,32339,0.0,0.0
2024-10-04 00:00:00+00:00,0.013604000210762024,0.014650000259280205,0.013519000262022018,0.014553000219166279,16087,0.0,0.0
2024-10-05 00:00:00+00:00,0.014553000219166279,0.014642000198364258,0.01357599999755621,0.013864999637007713,15533,0.0,0.0
2024-10-06 00:00:00+00:00,0.013864999637007713,0.01398400031030178,0.013465000316500664,0.013698999769985676,9703,0.0,0.0
2024-10-07 00:00:00+00:00,0.013698999769985676,0.01550699956715107,0.01369400043040514,0.014658000320196152,25964,0.0,0.0
2024-10-08 00:00:00+00:00,0.014658000320196152,0.014733999967575073,0.013837999664247036,0.014015999622642994,17303,0.0,0.0
2024-10-09 00:00:00+00:00,0.014015999622642994,0.014223000034689903,0.012985999695956707,0.013061000034213066,23133,0.0,0.0
2024-10-10 00:00:00+00:00,0.013061000034213066,0.013144000433385372,0.012051999568939209,0.012493000365793705,31008,0.0,0.0
2024-10-11 00:00:00+00:00,0.012493000365793705,0.013291999697685242,0.01242899987846613,0.013035000301897526,13985,0.0,0.0
2024-10-12 00:00:00+00:00,0.013035000301897526,0.01321600005030632,0.012765999883413315,0.013030000030994415,14201,0.0,0.0
2024-10-13 00:00:00+00:00,0.013030000030994415,0.013199999928474426,0.012675999663770199,0.012954999692738056,12272,0.0,0.0
2024-10-14 00:00:00+00:00,0.012954999692738056,0.015324000269174576,0.012896999716758728,0.014663999900221825,68398,0.0,0.0
2024-10-15 00:00:00+00:00,0.014663999900221825,0.01486200001090765,0.013271000236272812,0.013704000040888786,36284,0.0,0.0
2024-10-16 00:00:00+00:00,0.013704000040888786,0.01372000016272068,0.013162000104784966,0.013299000449478626,19240,0.0,0.0
2024-10-17 00:00:00+00:00,0.013299000449478626,0.013299000449478626,0.012432999908924103,0.012849000282585621,13900,0.0,0.0
2024-10-18 00:00:00+00:00,0.012849000282585621,0.013070999644696712,0.012632999569177628,0.01267900038510561,13284,0.0,0.0
2024-10-19 00:00:00+00:00,0.01267900038510561,0.012999000027775764,0.012605000287294388,0.012999000027775764,5269,0.0,0.0
2024-10-20 00:00:00+00:00,0.012999000027775764,0.013031000271439552,0.01206700038164854,0.013017999939620495,16649,0.0,0.0
2024-10-21 00:00:00+00:00,0.013017999939620495,0.013172999955713749,0.011916999705135822,0.01233999989926815,42942,0.0,0.0
2024-10-22 00:00:00+00:00,0.01233999989926815,0.01256600022315979,0.012047000229358673,0.012276999652385712,19118,0.0,0.0
2024-10-23 00:00:00+00:00,0.012276999652385712,0.01243599969893694,0.008599000051617622,0.010017000138759613,117053,0.0,0.0
2024-10-24 00:00:00+00:00,0.01003200002014637,0.010081999935209751,0.005572000052779913,0.00558699993416667,147288,0.0,0.0
2024-10-25 00:00:00+00:00,0.00558699993416667,0.00558699993416667,0.0021959999576210976,0.004734999965876341,245996,0.0,0.0
2024-10-26 00:00:00+00:00,0.004734999965876341,0.005032000131905079,0.004732999950647354,0.004999999888241291,4666,0.0,0.0
2024-10-27 00:00:00+00:00,0.004999999888241291,0.005144000053405762,0.004879999905824661,0.005104999989271164,39424,0.0,0.0
2024-10-28 00:00:00+00:00,0.005104999989271164,0.005107000004500151,0.00494999997317791,0.005026000086218119,18318,0.0,0.0
2024-10-29 00:00:00+00:00,0.005026000086218119,0.005154000129550695,0.004767000209540129,0.005154000129550695,28032,0.0,0.0
2024-10-30 00:00:00+00:00,0.005154000129550695,0.0051739998161792755,0.004906000103801489,0.004972000140696764,23002,0.0,0.0
2024-10-31 00:00:00+00:00,0.004972000140696764,0.005022999830543995,0.004652000032365322,0.004741999786347151,7185,0.0,0.0
2024-11-01 00:00:00+00:00,0.004741999786347151,0.004788000136613846,0.002481000032275915,0.002481000032275915,116353,0.0,0.0
2024-11-02 00:00:00+00:00,0.002481000032275915,0.0026100000832229853,0.0015670000575482845,0.0017010000301524997,142765,0.0,0.0
2024-11-03 00:00:00+00:00,0.0017010000301524997,0.002002999885007739,0.0015640000347048044,0.001905999961309135,180765,0.0,0.0
2024-11-04 00:00:00+00:00,0.001905999961309135,0.0035379999317228794,0.001883000019006431,0.003317000111564994,123254,0.0,0.0
2024-11-05 00:00:00+00:00,0.003317000111564994,0.0036989999935030937,0.003317000111564994,0.0036899999249726534,32610,0.0,0.0
2024-11-06 00:00:00+00:00,0.0036899999249726534,0.004348999820649624,0.0036899999249726534,0.004007999785244465,35024,0.0,0.0
2024-11-07 00:00:00+00:00,0.004007999785244465,0.004362000152468681,0.0036929999478161335,0.004308000206947327,28026,0.0,0.0
2024-11-08 00:00:00+00:00,0.004308000206947327,0.004918000195175409,0.004232000093907118,0.0048329997807741165,46591,0.0,0.0
2024-11-09 00:00:00+00:00,0.0048329997807741165,0.005535999778658152,0.0037769998889416456,0.0037769998889416456,129626,0.0,0.0
2024-11-10 00:00:00+00:00,0.0037769998889416456,0.006093999836593866,0.003450999967753887,0.0053400001488626,81167,0.0,0.0
2024-11-11 00:00:00+00:00,0.0053400001488626,0.005841999780386686,0.004712999798357487,0.005348000209778547,76388,0.0,0.0
2024-11-12 00:00:00+00:00,0.005348000209778547,0.005462999921292067,0.004484999924898148,0.004681000020354986,55682,0.0,0.0
2024-11-13 00:00:00+00:00,0.004681000020354986,0.005140000022947788,0.004480999894440174,0.005096999928355217,30746,0.0,0.0
2024-11-14 00:00:00+00:00,0.005096999928355217,0.005388000048696995,0.004860999993979931,0.004912000149488449,25122,0.0,0.0
2024-11-15 00:00:00+00:00,0.004912000149488449,0.005098000168800354,0.00470300018787384,0.004935000091791153,35196,0.0,0.0
2024-11-16 00:00:00+00:00,0.004935000091791153,0.006256000138819218,0.004794999957084656,0.0058200000785291195,225463,0.0,0.0
2024-11-17 00:00:00+00:00,0.005797000136226416,0.006969999987632036,0.005739999935030937,0.006552999839186668,226347,0.0,0.0
2024-11-18 00:00:00+00:00,0.006552999839186668,0.006711999885737896,0.006074000149965286,0.006111000198870897,154518,0.0,0.0
2024-11-19 00:00:00+00:00,0.006087999790906906,0.006192999891936779,0.005431000143289566,0.005431000143289566,105893,0.0,0.0
2024-11-20 00:00:00+00:00,0.005462000146508217,0.005462000146508217,0.004668000154197216,0.0047519998624920845,63981,0.0,0.0
2024-11-21 00:00:00+00:00,0.0047519998624920845,0.0049430001527071,0.004588000010699034,0.004720000084489584,166054,0.0,0.0
2024-11-22 00:00:00+00:00,0.004720000084489584,0.004780999850481749,0.004203000105917454,0.004282000008970499,34469,0.0,0.0
2024-11-23 00:00:00+00:00,0.004282000008970499,0.0044570001773536205,0.004261999856680632,0.0042779999785125256,168057,0.0,0.0
2024-11-24 00:00:00+00:00,0.0042779999785125256,0.004304000176489353,0.002015999983996153,0.0022100000642240047,266089,0.0,0.0
2024-11-25 00:00:00+00:00,0.002199999988079071,0.002492000116035342,0.0021899999119341373,0.0022700000554323196,185582,0.0,0.0
2024-11-26 00:00:00+00:00,0.0022700000554323196,0.0025500000920146704,0.0021569998934865,0.0025420000310987234,108305,0.0,0.0
2024-11-27 00:00:00+00:00,0.0025420000310987234,0.0025420000310987234,0.0023789999540895224,0.0024999999441206455,257945,0.0,0.0
2024-11-28 00:00:00+00:00,0.0024999999441206455,0.0025319999549537897,0.0016220000106841326,0.0017450000159442425,110842,0.0,0.0
2024-11-29 00:00:00+00:00,0.0017450000159442425,0.001825000043027103,0.0017229999648407102,0.0018070000223815441,100594,0.0,0.0
2024-11-30 00:00:00+00:00,0.0018070000223815441,0.0018289999570697546,0.0016980000073090196,0.001706999959424138,105713,0.0,0.0
2024-12-01 00:00:00+00:00,0.001706999959424138,0.0017269999952986836,0.001154000055976212,0.00120599998626858,100753,0.0,0.0
2024-12-02 00:00:00+00:00,0.00120599998626858,0.0012110000243410468,0.0006600000197067857,0.0006680000224150717,148625,0.0,0.0
2024-12-03 00:00:00+00:00,0.0006680000224150717,0.0010369999799877405,0.0006629999843426049,0.000818000000435859,73101,0.0,0.0
2024-12-04 00:00:00+00:00,0.000818000000435859,0.0012420000275596976,0.0007070000283420086,0.0009360000258311629,133955,0.0,0.0
2024-12-05 00:00:00+00:00,0.0009389999904669821,0.0010260000126436353,0.0007570000016130507,0.0008909999742172658,138643,0.0,0.0
2024-12-06 00:00:00+00:00,0.0008900000248104334,0.0010460000485181808,0.0008060000254772604,0.000994000001810491,75106,0.0,0.0
