Lag,DOGE,ETH,LTC,MIOTA,USDT,XEM,XLM,XMR,XRP
1,0.008535443194383133,0.32496885270145703,0.9134743528278069,0.00029552793384698197,5.645611435725834e-23,0.12159367818260564,0.009464800717016667,0.10695311364831143,0.7264639237488777
2,0.0020369325730511564,0.15228933727830804,0.761761452110236,0.00026890463052578933,2.431602385075631e-25,0.3789061541688804,0.002456496704282738,0.1029188863032959,0.8529274237079871
3,0.006129560467504703,0.2320402826245144,0.7422297507372188,0.0004481368412401989,9.044360977310615e-26,0.2909655323270688,0.0007002129453118037,0.15227161995583818,0.9003007726558923
4,0.012394056325295971,0.09684819124271259,0.15081297823637796,0.0006922821195069237,5.813430065053925e-25,0.49491716929907126,0.00013543718029963752,0.20850223876919893,0.8069211566898544
5,0.01586445443449231,0.14284720243756543,0.22343575015454412,0.0016084143723949186,3.223322760330829e-24,0.5671229572970204,0.0003777298649483536,0.2802192877395461,0.6107496370860698
6,0.02958145693459986,0.177488339745009,0.3032800380578122,0.0025703412574784824,2.6813831949566664e-24,0.12032596398684328,0.0009695605935252876,0.39346136061135806,0.23024283327497397
7,0.05445742736384698,0.2762804804839623,0.3356622227476417,0.004492149165893893,1.8047261583385448e-24,0.14684027268304153,0.002256842569425535,0.4652543354469759,0.15830019781318927
8,0.04485449350396339,0.038273098192128936,0.31607020642099215,0.008236419594014586,3.397374329217574e-24,0.15606820124641166,0.004936546063290701,0.29399718937161173,0.17995511940546777
9,0.07169363582859586,0.06125637300086001,0.35564185366672246,0.008431720745058179,1.4106301558407177e-23,0.05823310777337155,0.008640239957435045,0.14413519365197167,0.23520696804888372
10,0.13906872023817612,0.07371389758935709,0.15371648448486627,0.010349617664457722,4.313446224659147e-23,0.09059773849911788,0.014006429185717487,0.15414622698855426,0.25278366226934745
11,0.018818930981602554,0.03983981878275874,0.06821270255439182,0.012922946741355607,1.154801132157386e-22,0.12345749460434746,0.012621474373721865,0.1982779433184794,0.09118705028254148
12,0.030253596224756492,0.06009999336999832,0.10970935406588067,0.018338236554250813,1.0801671280028993e-22,0.17003150921923374,0.016031457787172274,0.26094366259088403,0.12002046292855093
13,0.038050863780633416,0.06712855398654843,0.035385959287084275,0.032574192517770266,2.1541224125832093e-21,0.20929835096717359,0.026844933108889583,0.3471432190845989,0.15492105751693921
14,0.04889892417872084,0.0693778032281563,0.007111281505020036,0.04137187653458607,2.7416153667607927e-21,0.23325686650667704,0.011509027132144889,0.26662718578122424,0.10010796428151839
15,0.050385320217774344,0.10158969092315231,0.0036561066587586745,0.03930090303889032,3.357629360994922e-20,0.3575145804625579,0.01664090904543209,0.33840124656060533,0.1249562384466574
16,0.06316610381353303,0.139165883999071,0.005211789409616197,0.03200246018104781,6.453785286737414e-20,0.35063665261153915,0.02221308904102351,0.42395405289938004,0.1597718425651142
17,0.06860288607600588,0.17571741236304395,0.007667142594040935,0.04106538568660237,6.912847025381271e-20,0.335582232876955,0.022940592736404444,0.43741551214186675,0.21289045263179512
18,0.022103346804740378,0.2537851526307262,0.010399253009276545,0.03298043820669515,1.5978208644730394e-19,0.23484662374068294,0.006013456742973827,0.5073158909995942,0.12567946215719641
19,0.010675453411594003,0.23040769807536193,0.013192255805251313,0.04506327791471753,1.169133349119787e-19,0.26849466511869585,0.006047772655841722,0.5532900196539476,0.14155340890002663
20,0.017092845306196928,0.1070223849953372,0.021134741094093804,0.058325603852104356,2.0851001427913094e-19,0.193499973761732,0.009147325717621207,0.23471889791737072,0.19128509306848193
21,0.0241714084956434,0.08148419365999637,0.010124367205678714,0.073705415095084,2.983386764201686e-19,0.23402843497025028,0.00879549643389183,0.2819456221610854,0.1369629059487103
22,0.009878311831302293,0.09510656551571597,0.013447554236847506,0.11463939776024969,4.083931887111941e-19,0.28883393169462934,0.0025527410209837563,0.3457230493173737,0.07711268978213233
23,0.01300035128254255,0.11180233070665216,0.018523786669427198,0.10435704443399933,6.779836547233864e-23,0.34203096919160825,0.001049719014127218,0.3938380517987518,0.11067360597266235
24,0.008875354400302654,0.14827186876172932,0.02981132284046037,0.12667064331347064,3.2004771947124036e-22,0.40594182254477545,0.0002715318848216962,0.47854234760694514,0.14593254509220005
25,0.009705429866420642,0.18104857271273495,0.0399383162604326,0.13414250173694817,7.561105361390646e-22,0.41325848933211656,0.0003861398410402057,0.5322745881436766,0.16150802786057794
26,0.012642014973271137,0.19511425450622488,0.04453023845754069,0.14302265656498872,2.1741952059008772e-21,0.45874002950892967,0.0003035226464179262,0.5801891566443025,0.13753917462624352
27,0.009615182739720262,0.16723994536939296,0.053149035791414716,0.15499888022309066,5.77072544752642e-22,0.4443452175708827,0.00047927357140675964,0.5649616705325647,0.13970434934701448
28,0.015603031523123752,0.1420390361731456,0.054412526740937404,0.0481694555748181,4.561552094164353e-22,0.43622997936124,0.00030812197943457724,0.6305412414317109,0.1388910077375837
29,0.0008388062537963539,0.046679681728502655,0.02160770003744914,0.0625626880900673,8.573669465064743e-22,0.1097939299742533,0.00042932293303541677,0.5420042586395146,0.07067548120258092
30,0.001038103274969821,0.05893537018616149,0.03098418797013426,0.04617407551029986,1.9387924429389523e-21,0.13636394410881164,0.0002430623140714928,0.5590211965605036,0.02072505331873842
