Lag,DOGE,ETH,LTC,MIOTA,USDT,XEM,XLM,XMR,XRP
1,0.9285793303486045,4.9880551779434294e-05,0.006119249428118207,0.6626922780894977,0.4301493339957213,1.8499808418912945e-05,0.7481660602034144,0.03294441111183636,0.006078179305009539
2,0.9151724013617741,0.00011943143705636362,0.02109179363156386,0.36850241901161923,0.000122940474343087,5.962929064287889e-05,0.00683821068350418,0.08469898013069635,0.002809987765787893
3,0.6676817763997256,0.0003038269541217174,0.03983629659331104,0.4044822032615568,0.00026157113404943366,2.372684837754669e-05,0.014597894358410822,0.11506714594250374,0.004830819855964239
4,0.7184158603963053,0.00023271104104002528,0.00013685803390691282,0.025206142220997634,0.0007745062296809909,4.616960373256285e-05,0.02753844797983875,0.06019720374321966,0.007271116824678171
5,0.6817759020145397,0.00020141146995307746,0.00024603461171043687,0.049558620822665225,0.001826637421458567,4.9962582588192566e-05,0.05691997631759844,0.04985727423967781,0.012301540603701897
6,0.7066817023582073,6.962119662439823e-05,0.0003648282250796105,0.05078313306633041,0.0029860295244274696,7.014169036784677e-05,0.04257828128971524,0.01421405046410031,0.015150703241384988
7,0.7516789059642586,0.00011616147410640407,0.0003497466455085852,0.06418574676648911,0.009051721596616477,5.2652420816044334e-05,0.04854884851793085,0.01038637296265745,0.028958572215427882
8,0.81359024903691,8.352736518404619e-05,0.00014252405920827426,0.09892548014423691,0.0120743265039261,0.00010335154194905308,0.03427859274635749,0.006505573343578659,0.004394751438615095
9,0.8801241782807023,1.4498225081904758e-05,0.00031283135471482843,0.06735054287283015,0.016551227383605614,0.0002187518362601218,0.0022780202372659525,0.010236174043620806,0.00018295680743992613
10,0.9236028685181773,3.4580497485440746e-05,2.048042738701659e-05,0.12131296567555024,0.0069721853972681885,0.0005172601709143673,0.0028228788779614427,0.01673438268931934,7.965550304515008e-06
11,0.02614797277871483,7.882679833735566e-05,4.052017768239851e-05,0.19846123916019595,0.00024908701232233895,0.0006505844018972431,0.001944719524889922,0.031522022757717795,1.7642360861393136e-06
12,0.0406710187272262,0.00011342930824864171,6.0516867520978e-05,0.22949981681194837,0.0003539207325083372,0.0011627245232571541,0.0021817869939800816,0.04954377341903102,2.812702191558379e-06
13,0.060387017501323914,3.98282659829546e-05,0.00012628729856419202,0.274934003494254,0.0009927946916319051,0.0017460987902444235,0.0003386387507147116,0.08447282816958732,7.139202941680191e-06
14,0.06497932066696929,3.9572005727031005e-05,7.351127965731653e-05,0.3415426531421793,0.00014267372890667052,0.0005055004629923463,0.0006223076443486826,0.10265435146041742,1.2638878690457708e-05
15,0.08130486871689666,2.781371626131135e-05,0.00012937689414694057,0.15287408550146006,0.0003133155265849733,0.0009402102769343873,0.001611052369897152,0.16562900297160715,2.5494155873353508e-05
16,0.09387331297889233,5.199744592890261e-05,0.0001687453729841558,0.1603048428152656,0.00022633749963910408,0.0012227849485212064,0.002454281047320562,0.11147789170478162,5.057900190246867e-05
17,0.13366750709092134,6.98279875707851e-05,0.0002788287430784606,0.13929153482259668,0.0001967667044206163,0.0021378150525581973,0.0032027956132653656,0.02558447953080355,6.862323916911036e-05
18,0.09137684782976994,5.79424810930117e-05,0.00038743095091986344,0.11176460524059027,4.392748604830331e-05,0.00044985417098015535,0.0028644084785910177,0.03978710403447874,3.693026053446248e-05
19,0.11406894378531787,8.10034720521645e-05,0.0006903925573242526,0.14787979212423671,0.00010265551670591219,0.0006374132794046503,0.004207395217141418,0.024555858855842393,5.5618703911219056e-05
20,0.07152785279099333,8.913730076669146e-05,0.001591306447234121,0.1600232620670361,0.0001351906810378687,0.001044034734147858,0.006328185571600059,0.04554454602511261,8.72691010069605e-05
21,0.07763490573592352,0.00011234626573101541,0.0021796744782510784,0.14934590230470476,0.0003851408884462951,0.0011961704660460547,0.009339623757005507,0.07142376161460948,7.376890472505802e-05
22,0.050481336179318534,0.00018039476487616743,0.0023026982956409823,0.17808935251462035,0.0002295920934934755,0.0011912259774748814,0.006239729669692074,0.09264309986312816,8.423875664472678e-05
23,0.07040360699098398,0.0003670540309262901,0.0040635491652626365,0.23728228588350836,0.00045452072999756146,0.0022727224059043167,0.00776281731467002,0.08477415035794578,0.00015197953575062066
24,0.08659241769548225,0.0005592095958172376,0.005363718398722054,0.19471940507106078,0.000723102663433556,0.002296241834132041,0.006396806429947998,0.09452663406522317,0.0002528270705596688
25,0.03772533436611508,0.0009979938068618223,0.0057411182199028875,0.13751680559496804,0.0009378516619765799,0.0010746029251022518,0.0077502968793100434,0.0590727222840257,0.0003918656668265801
26,0.013732215427316645,0.000833482787899482,0.007277880269443505,0.1398515042897481,0.0014398125660714696,0.001513717189641166,0.007107155612382014,0.0674239796170851,0.00018811897601166215
27,0.020016814077460567,5.6539992134395386e-05,0.008626827117827836,0.1990818586481206,0.0015932734072077461,0.0019269309399260496,0.009638760896752379,0.06375879136244014,0.0002740998147213291
28,0.019037064332848526,4.2105090269935486e-05,0.009342268671273978,0.16849561344594374,0.0024246860667235582,0.0018757550471934648,0.0022956344986640644,0.07213956513119249,0.0003257870361691345
29,0.01842379498576174,1.2166845137379496e-05,0.00583690213985082,0.19679741677970067,0.000289812219625357,0.0009675790678471095,0.0035808600884722325,0.04715226555224051,0.0005488329038709485
30,0.01089261488497053,1.926992379851069e-05,0.0059443730018481356,0.11663549388923376,0.0003690919299236538,0.000785904706611754,0.004042241141651376,0.050725608334626894,0.0007621003023710134
