,0
0,7.463697306315104
1,6.899447533392137
2,7.0761044409967235
3,7.304158020019531
4,7.0810187555128525
5,7.3680267333984375
6,7.0086192469443045
7,7.068770870085685
8,7.843949454171317
9,7.4167327880859375
10,7.377749125162761
11,6.9253781226373485
