,0
0,7.372322082519531
1,7.0177361272996475
2,7.2829191146358365
3,7.447129821777343
4,7.6791081582346274
5,7.187694803873698
6,7.5574916716544855
7,7.0136733516570064
8,8.03594970703125
9,7.079374251827117
10,7.923586018880209
11,7.146391837827621
