,0
0,34.46927734375
1,117.527984375
2,115.8156171875
3,111.4169140625
4,113.6136875
5,115.6286640625
6,114.4081875
7,121.6329921875
8,106.135578125
9,119.4773125
10,119.611578125
11,118.1803671875
