,0
0,40.8077890625
1,41.11092578125
2,38.8597421875
3,36.46415234375
4,37.57304296875
5,37.69310546875
6,36.46641015625
7,38.85492578125
8,40.50808203125
9,39.64645703125
10,38.74423828125
11,38.61140234375
