,0
0,14.885401407877604
1,14.173844860446069
2,15.488033171622984
3,16.541661580403645
4,14.95885246030746
5,16.087305704752605
6,15.465670677923388
7,13.946382584110383
8,15.946202959333148
9,15.326934814453125
10,14.50209248860677
11,14.848191784274194
