TIMESTAMP,MGC29839_OPEN_PRICE_USD,MGC29839_HIGH_PRICE_USD,MGC29839_LOW_PRICE_USD,MGC29839_CLOSE_PRICE_USD,MGC29839_VOLUME_USD,MGC29839_DIVIDENDS_USD,MGC29839_STOCK_SPLITS_USD
2024-03-13 00:00:00+00:00,0.008853999897837639,0.00955200009047985,0.008700000122189522,0.009550999850034714,142416,0.0,0.0
2024-03-14 00:00:00+00:00,0.009550999850034714,0.010245000012218952,0.009127000346779823,0.010188000276684761,160129,0.0,0.0
2024-03-15 00:00:00+00:00,0.010188000276684761,0.011436999775469303,0.009523999877274036,0.011435999535024166,187203,0.0,0.0
2024-03-16 00:00:00+00:00,0.011435999535024166,0.011838999576866627,0.011254999786615372,0.011739999987185001,169824,0.0,0.0
2024-03-17 00:00:00+00:00,0.011739999987185001,0.012978999875485897,0.01107299979776144,0.012891000136733055,238079,0.0,0.0
2024-03-18 00:00:00+00:00,0.012671000324189663,0.01345400046557188,0.012409999966621399,0.013364000245928764,172091,0.0,0.0
2024-03-19 00:00:00+00:00,0.013371000066399574,0.014550000429153442,0.013159999623894691,0.01374099962413311,156498,0.0,0.0
2024-03-20 00:00:00+00:00,0.01374099962413311,0.015598000027239323,0.013740000315010548,0.01559200044721365,69480,0.0,0.0
2024-03-21 00:00:00+00:00,0.01559200044721365,0.015910999849438667,0.015177000313997269,0.015691999346017838,40928,0.0,0.0
2024-03-22 00:00:00+00:00,0.015691999346017838,0.016666000708937645,0.015519999898970127,0.016022000461816788,22984,0.0,0.0
2024-03-23 00:00:00+00:00,0.016022000461816788,0.016731999814510345,0.01593099907040596,0.016656000167131424,51583,0.0,0.0
2024-03-24 00:00:00+00:00,0.016656000167131424,0.017534000799059868,0.016462000086903572,0.017534000799059868,28005,0.0,0.0
2024-03-25 00:00:00+00:00,0.017534000799059868,0.01873599924147129,0.017291000112891197,0.018605999648571014,72926,0.0,0.0
2024-03-26 00:00:00+00:00,0.018605999648571014,0.019346000626683235,0.01854199916124344,0.019345000386238098,59512,0.0,0.0
2024-03-27 00:00:00+00:00,0.019345000386238098,0.019979000091552734,0.018742000684142113,0.019356999546289444,59185,0.0,0.0
2024-03-28 00:00:00+00:00,0.019356999546289444,0.020073000341653824,0.019053999334573746,0.01981000043451786,76030,0.0,0.0
2024-03-29 00:00:00+00:00,0.01981000043451786,0.337334007024765,0.019802000373601913,0.020376000553369522,98942,0.0,0.0
2024-03-30 00:00:00+00:00,0.020376000553369522,0.02100900001823902,0.01992500014603138,0.020589999854564667,206894,0.0,0.0
2024-03-31 00:00:00+00:00,0.020455999299883842,0.02138100005686283,0.020455999299883842,0.021080000326037407,132229,0.0,0.0
