TIMESTAMP,ZEN_CLOSE_PRICE_USD,ZEN_OPEN_PRICE_USD,ZEN_HIGH_PRICE_USD,ZEN_LOW_PRICE_USD
2018-06-10,17.809,21.3438,21.3438,17.4879
2018-06-11,19.3495,17.9171,19.4196,16.91
2018-06-12,17.2017,19.342,19.4578,17.0866
2018-06-13,17.1149,17.2055,18.0436,16.0906
2018-06-14,19.465,17.1248,21.0182,16.8238
2018-06-15,18.9402,19.5003,20.9775,18.7767
2018-06-16,19.0399,18.9491,19.5474,18.4361
2018-06-17,19.1044,19.0458,19.644,18.8774
2018-06-18,19.4964,19.1198,19.7425,18.268
2018-06-19,19.6977,19.5033,19.8846,19.4003
2018-06-20,19.8966,19.6755,20.0675,19.0752
2018-06-21,18.5334,19.7763,19.9396,18.4657
2018-06-22,17.4505,18.6003,18.6262,16.3573
2018-06-23,17.1947,17.4268,17.7514,17.0843
2018-06-24,16.5257,17.217,17.2613,14.8764
2018-06-25,16.6677,16.5203,17.0756,16.1152
2018-06-26,16.216,16.6786,16.6815,16.1224
2018-06-27,16.9025,16.1647,17.4402,16.0078
2018-06-28,15.6795,16.9024,17.2907,15.5832
2018-06-29,16.2731,15.6544,16.4444,15.3329
2018-06-30,17.6811,16.2723,17.9248,16.2597
2018-07-01,17.6382,17.6812,17.9587,17.3839
2018-07-02,18.1866,17.6365,18.523,0.0002
2018-07-03,17.8013,18.1866,18.532,0.2418
2018-07-04,18.7239,17.8013,19.0483,17.4753
2018-07-05,18.0569,18.7239,19.4383,17.7867
2018-07-06,20.0864,18.0569,20.7474,17.6029
2018-07-07,20.9196,20.0864,21.2681,19.7469
2018-07-08,22.0691,20.9196,23.2738,20.8687
2018-07-09,22.9612,22.0691,25.545,20.8003
2018-07-10,20.8253,22.9612,24.3523,20.5376
2018-07-11,21.9464,20.8253,22.3017,20.6238
2018-07-12,20.6845,21.9464,22.0134,20.0064
2018-07-13,20.6471,20.6845,21.1351,20.1708
2018-07-14,19.4482,20.6471,20.7379,19.4085
2018-07-15,20.8811,19.4482,21.0808,19.1487
2018-07-16,22.1346,20.8811,22.1927,20.4383
2018-07-17,25.9038,22.1346,27.7694,21.5859
2018-07-18,26.7707,25.9038,27.356,24.6116
2018-07-19,29.1485,26.7707,30.2975,25.4829
2018-07-20,27.7896,29.1485,30.8791,27.7184
2018-07-21,27.3029,27.7896,28.8811,26.1807
2018-07-22,25.1576,27.3029,27.4359,24.828
2018-07-23,25.7054,25.1576,26.5215,24.8235
2018-07-24,31.688,25.7054,32.4227,24.0524
2018-07-25,29.4404,31.688,33.7732,28.3665
2018-07-26,29.897,29.4404,31.4246,29.1167
2018-07-27,31.4615,29.897,32.7327,29.4572
2018-07-28,30.6285,31.4615,32.4355,30.1011
2018-07-29,29.7575,30.6285,30.6614,29.4442
2018-07-30,28.0166,29.7575,30.2495,26.2284
2018-07-31,27.2281,28.0166,30.4141,26.2526
2018-08-01,26.3144,27.2281,27.2449,25.447
2018-08-02,24.8372,26.3144,26.7684,24.5099
2018-08-03,24.1641,24.8372,25.0124,23.5622
2018-08-04,21.901,24.1641,24.5119,21.5848
2018-08-05,22.68,21.901,22.7107,21.5538
2018-08-06,22.9952,22.68,23.7353,22.5739
2018-08-07,21.459,22.9952,24.014,21.4292
2018-08-08,19.7204,21.459,21.4908,19.1264
2018-08-09,21.6376,19.7204,22.3416,19.665
2018-08-10,19.8863,21.6376,21.888,19.5711
2018-08-11,19.7994,19.8863,20.7863,18.7618
2018-08-12,19.6656,19.7994,20.2252,19.2718
2018-08-13,18.6281,19.6656,20.1582,18.5299
2018-08-14,18.5657,18.6281,19.1531,16.6832
2018-08-15,18.2775,18.5657,20.0931,18.1927
2018-08-16,18.8222,18.2775,19.4626,18.0556
2018-08-17,21.0773,18.8222,21.3753,18.6806
2018-08-18,19.613,21.0773,21.4765,19.3244
2018-08-19,20.291,19.613,20.518,19.2815
2018-08-20,18.9016,20.291,20.5019,18.9016
2018-08-21,21.1402,18.9016,21.4641,18.6574
2018-08-22,19.3378,21.1402,22.632,19.0581
2018-08-23,19.9846,19.3378,20.4197,19.3378
2018-08-24,20.5746,19.9846,20.6907,19.8841
2018-08-25,20.0548,20.5746,20.7831,19.8773
2018-08-26,19.3245,20.0548,20.125,18.8656
2018-08-27,20.0671,19.3245,20.0904,18.9019
2018-08-28,19.918,20.0671,20.1194,19.2015
2018-08-29,18.9892,19.918,20.0575,18.5676
2018-08-30,18.7031,18.9892,19.2446,17.9556
2018-08-31,18.8082,18.7031,19.1471,18.3119
2018-09-01,19.3263,18.8082,19.8121,18.6332
2018-09-02,18.5729,19.3263,19.6348,18.4418
2018-09-03,19.0324,18.5729,19.5569,18.0946
2018-09-04,19.9363,19.0324,20.5955,18.9097
2018-09-05,16.0837,19.9363,20.4708,16.0722
2018-09-06,17.8213,16.0837,18.4731,15.2084
2018-09-07,16.6043,17.8213,18.4434,16.5799
2018-09-08,15.8832,16.6043,17.1202,15.5466
2018-09-09,16.0473,15.8832,16.6226,15.6187
2018-09-10,15.4034,16.0473,16.3167,15.0915
2018-09-11,14.7393,15.4034,15.9413,14.6941
2018-09-12,15.1023,14.7393,15.3095,14.5537
2018-09-13,16.0771,15.1023,16.4726,15.0366
2018-09-14,16.0449,16.0771,16.5787,15.3556
2018-09-15,16.0124,16.0449,16.1662,15.7671
2018-09-16,15.6294,16.0124,16.0124,15.4269
2018-09-17,15.1146,15.6294,16.3874,14.9304
2018-09-18,15.0531,15.1146,15.449,14.8494
2018-09-19,15.1991,15.0531,15.614,14.4559
2018-09-20,15.4871,15.1991,15.5612,14.9323
2018-09-21,16.4524,15.4871,16.5404,15.2096
2018-09-22,16.1366,16.4524,16.5669,15.9124
2018-09-23,16.8247,16.1366,17.0655,16.0282
2018-09-24,16.3916,16.8247,16.8588,15.569
2018-09-25,16.0689,16.3916,16.4438,15.7489
2018-09-26,15.9657,16.0689,16.3574,15.7643
2018-09-27,16.5624,15.9657,16.6451,15.8917
2018-09-28,16.6256,16.5624,17.0605,16.4089
2018-09-29,16.859,16.6256,17.0619,16.1122
2018-09-30,16.2883,16.859,16.859,15.9986
2018-10-01,17.1748,16.2883,19.364,16.2163
2018-10-02,16.8415,17.1748,17.1748,16.5417
2018-10-03,16.0968,16.8415,16.8415,15.8856
2018-10-04,16.385,16.0968,16.7471,16.0875
2018-10-05,16.4376,16.385,16.5455,16.1482
2018-10-06,16.1965,16.4376,16.4905,16.0742
2018-10-07,16.1693,16.1965,16.2497,15.7285
2018-10-08,16.1825,16.1693,16.3327,15.7083
2018-10-09,15.919,16.1825,16.1922,15.7086
2018-10-10,15.763,15.919,16.1977,15.4874
2018-10-11,13.6291,15.763,15.7631,13.6189
2018-10-12,13.6353,13.6291,13.9544,13.4408
2018-10-13,13.5766,13.6353,13.7915,13.5127
2018-10-14,13.5208,13.5766,13.9403,13.4988
2018-10-15,13.5908,13.5208,15.5745,13.3312
2018-10-16,14.2524,13.5908,14.4249,13.1315
2018-10-17,14.3738,14.2524,15.3158,14.1893
2018-10-18,13.4756,14.3738,14.4217,13.2978
2018-10-19,13.4912,13.4756,13.65,13.23
2018-10-20,14.2255,13.4912,15.3071,13.4145
2018-10-21,14.0107,14.2255,14.6775,13.9577
2018-10-22,14.078,14.0107,14.1003,13.617
2018-10-23,13.7824,14.078,14.2549,13.6387
2018-10-24,14.1608,13.7824,14.8132,13.7302
2018-10-25,14.3314,14.1608,14.4826,13.7448
2018-10-26,13.7715,14.3314,14.4028,13.6254
2018-10-27,14.493,13.7715,15.2028,13.7413
2018-10-28,14.2805,14.493,14.5635,14.1418
2018-10-29,13.3198,14.2805,14.714,13.1656
2018-10-30,13.2967,13.3198,13.9087,13.1285
2018-10-31,13.7776,13.2967,13.8644,13.1374
2018-11-01,14.6829,13.7776,17.639,13.584
2018-11-02,14.3284,14.6829,14.9535,14.2813
2018-11-03,13.8836,14.3284,14.5075,13.4384
2018-11-04,13.9404,13.8836,14.375,13.6201
2018-11-05,14.819,13.9404,15.2021,13.5957
2018-11-06,14.871,14.819,15.2443,13.8208
2018-11-07,15.5807,14.871,15.9531,14.4901
2018-11-08,14.9908,15.5807,16.1201,14.578
2018-11-09,15.2693,14.9908,15.6994,14.742
2018-11-10,15.1136,15.2693,15.3248,15.0247
2018-11-11,14.4771,15.1136,15.1447,14.2341
2018-11-12,14.1286,14.4771,14.6035,14.0522
2018-11-13,13.7156,14.1286,14.2908,13.6439
2018-11-14,12.16,13.7156,13.764,11.9268
2018-11-15,12.3699,12.16,12.4603,11.5216
2018-11-16,12.0103,12.3699,12.9695,11.8678
2018-11-17,11.6846,12.0103,12.0103,11.5989
2018-11-18,11.5346,11.6846,11.8117,11.4709
2018-11-19,9.2195,11.5346,11.5586,9.1375
2018-11-20,8.6355,9.2195,9.5567,7.8347
2018-11-21,8.7825,8.6355,8.9675,8.2823
2018-11-22,8.2503,8.7825,9.0313,8.2472
2018-11-23,7.8873,8.2503,8.4046,7.6312
2018-11-24,6.8628,7.8873,8.1623,6.7106
2018-11-25,6.8073,6.8628,6.9242,5.8258
2018-11-26,6.1004,6.8073,6.9521,5.8604
2018-11-27,6.1304,6.1004,6.2921,5.8352
2018-11-28,7.039,6.1304,7.4635,6.1295
2018-11-29,7.1045,7.039,7.5159,6.7453
2018-11-30,6.6796,7.1045,7.123,6.2745
2018-12-01,7.0019,6.6796,7.2372,6.5476
2018-12-02,6.7898,7.0019,7.2082,6.7779
2018-12-03,6.0971,6.7898,6.822,6.0405
2018-12-04,6.2784,6.0971,6.4156,5.9119
2018-12-05,5.6587,6.2784,6.3155,5.5873
2018-12-06,4.8449,5.6587,5.7716,4.8222
2018-12-07,4.8326,4.8449,4.9005,4.4305
2018-12-08,4.9922,4.8326,5.1716,4.5859
2018-12-09,5.0873,4.9922,5.2372,4.7649
2018-12-10,4.8762,5.0873,5.1549,4.6831
2018-12-11,4.8277,4.8762,5.1091,4.6665
2018-12-12,4.7701,4.8394,4.9045,4.6267
2018-12-13,4.4783,4.7701,4.7884,4.4502
2018-12-14,4.3687,4.4783,4.546,4.3018
2018-12-15,4.2481,4.3696,4.4286,4.1855
2018-12-16,4.3499,4.2481,4.4782,4.2373
2018-12-17,4.9583,4.3499,5.2098,4.323
2018-12-18,5.0319,4.9583,5.1002,4.7133
2018-12-19,5.2946,5.0319,5.5081,5.0044
2018-12-20,5.716,5.2946,5.8143,5.1791
2018-12-21,5.3079,5.716,5.8221,5.1279
2018-12-22,5.5934,5.3079,5.6364,5.2498
2018-12-23,5.6503,5.5934,5.8757,5.5486
2018-12-24,6.0354,5.6503,6.501,5.6503
2018-12-25,5.7885,6.0291,6.0452,5.3784
2018-12-26,5.6953,5.7885,5.8823,5.3746
2018-12-27,5.923,5.6953,6.8655,5.5796
2018-12-28,6.0541,5.923,6.0862,5.4387
2018-12-29,5.6704,6.0541,6.1613,5.6486
2018-12-30,5.9781,5.6704,6.0643,5.6217
2018-12-31,5.4445,5.9781,6.0187,5.3331
2019-01-01,5.4611,5.4445,5.5066,5.239
2019-01-02,5.6055,5.4611,5.6508,5.4049
2019-01-03,5.2823,5.6055,5.6067,5.2491
2019-01-04,5.3305,5.2823,5.3883,5.1993
2019-01-05,5.193,5.3305,5.3973,5.1659
2019-01-06,5.3686,5.193,10.2338,5.0812
2019-01-07,5.4981,5.3686,5.5104,5.3257
2019-01-08,5.3368,5.4981,5.5805,5.3343
2019-01-09,5.3356,5.3368,5.4654,5.2649
2019-01-10,4.6736,5.3356,5.3617,4.5924
2019-01-11,4.6265,4.6736,4.7878,4.5393
2019-01-12,4.7887,4.6265,4.9056,4.5146
2019-01-13,4.2965,4.7887,4.8793,4.2503
2019-01-14,4.5579,4.2965,4.6212,4.2828
2019-01-15,4.374,4.5579,4.7034,4.3051
2019-01-16,4.4278,4.374,4.4882,4.2646
2019-01-17,4.7356,4.4278,4.7601,4.3474
2019-01-18,4.6699,4.7356,4.7356,4.5043
2019-01-19,4.7888,4.6699,4.913,4.6462
2019-01-20,4.7976,4.7888,5.1933,4.5054
2019-01-21,4.6978,4.7976,5.0048,4.6263
2019-01-22,4.6864,4.6978,4.821,4.5011
2019-01-23,4.5382,4.6864,4.7914,4.5031
2019-01-24,4.6611,4.5382,4.6622,4.4808
2019-01-25,4.5854,4.6611,4.6925,4.5175
2019-01-26,4.5586,4.5854,4.7629,4.5499
2019-01-27,4.3636,4.5586,4.5633,4.2978
2019-01-28,4.2711,4.3636,4.3911,3.989
2019-01-29,4.2482,4.2711,4.314,4.0644
2019-01-30,4.3092,4.2482,4.3657,4.1853
2019-01-31,4.1423,4.3092,4.3927,4.1048
2019-02-01,4.1921,4.1423,4.248,4.0356
2019-02-02,4.1181,4.1921,4.2055,4.0151
2019-02-03,4.0941,4.1181,4.1361,4.0359
2019-02-04,3.9855,4.0941,4.2819,3.9725
2019-02-05,3.957,3.9855,4.0355,3.8763
2019-02-06,3.9654,3.957,4.2651,3.8148
2019-02-07,4.0887,3.9654,4.0936,3.9559
2019-02-08,4.5375,4.0887,4.6117,4.0872
2019-02-09,4.5063,4.5375,4.5595,4.4381
2019-02-10,4.6497,4.5063,4.6523,4.4194
2019-02-11,4.581,4.6497,4.6638,4.4755
2019-02-12,4.712,4.581,4.7625,4.5305
2019-02-13,4.7651,4.712,4.8282,4.6967
2019-02-14,4.5689,4.7651,4.8668,4.5503
2019-02-15,4.5195,4.5689,4.9222,4.5063
2019-02-16,4.648,4.5195,4.7677,4.4902
2019-02-17,4.6791,4.648,4.7502,4.5941
2019-02-18,4.9867,4.6791,5.0149,4.651
2019-02-19,4.9562,4.9867,5.45,4.8948
2019-02-20,5.265,4.9562,5.5088,4.8886
2019-02-21,5.2158,5.265,5.3868,5.1022
2019-02-22,5.3859,5.2158,5.5108,5.199
2019-02-23,5.6131,5.3859,5.6746,5.2978
2019-02-24,5.1932,5.6131,5.7667,4.9338
2019-02-25,5.43,5.1932,5.4973,5.1819
2019-02-26,5.4448,5.43,5.6797,5.4128
2019-02-27,5.3475,5.4448,5.5151,5.1871
2019-02-28,5.8899,5.3475,5.998,5.3197
2019-03-01,5.6042,5.8899,6.0863,5.602
2019-03-02,5.7206,5.6042,5.782,5.5979
2019-03-03,5.3919,5.7206,5.7466,5.3705
2019-03-04,5.2688,5.3919,5.5661,5.1849
2019-03-05,5.6399,5.2688,6.2519,5.2274
2019-03-06,5.5574,5.6399,5.6782,5.439
2019-03-07,5.4757,5.5574,5.6932,5.4512
2019-03-08,5.423,5.4757,5.602,5.3704
2019-03-09,5.5964,5.423,5.6401,5.4131
2019-03-10,5.537,5.5964,5.616,5.4698
2019-03-11,5.5256,5.537,5.7012,5.4632
2019-03-12,5.7684,5.5256,6.9126,5.3903
2019-03-13,5.8067,5.7684,6.4109,5.6175
2019-03-14,6.3047,5.8067,6.4121,5.7818
2019-03-15,6.0952,6.3047,6.379,6.0649
2019-03-16,6.648,6.0952,6.7033,6.0887
2019-03-17,6.552,6.648,6.7472,6.4475
2019-03-18,6.8981,6.552,6.9342,6.5481
2019-03-19,7.0225,6.8981,7.0264,6.7468
2019-03-20,7.033,7.0225,7.1112,6.8885
2019-03-21,6.8746,7.033,7.2657,6.4709
2019-03-22,6.5934,6.8746,6.88,6.5864
2019-03-23,6.6258,6.5934,6.6345,6.4828
2019-03-24,6.5737,6.6258,6.6512,6.5309
2019-03-25,6.5152,6.5737,6.8595,6.5079
2019-03-26,6.5871,6.5152,6.7551,6.3476
2019-03-27,7.0007,6.5871,7.161,6.576
2019-03-28,6.8977,7.0007,7.0942,6.885
2019-03-29,7.0447,6.8977,7.13,6.8811
2019-03-30,6.9509,7.0447,7.0707,6.7924
2019-03-31,6.9533,6.9509,6.9981,6.8149
2019-04-01,7.1358,6.9533,7.3935,6.8797
2019-04-02,7.6583,7.1358,7.9432,7.1202
2019-04-03,7.4984,7.6583,8.269,7.2736
2019-04-04,7.3043,7.4984,7.754,7.2031
2019-04-05,7.7061,7.3043,7.8404,7.3043
2019-04-06,7.5231,7.7061,7.8594,7.4092
2019-04-07,7.9035,7.5231,7.9551,7.5149
2019-04-08,8.2969,7.9035,8.6539,7.7593
2019-04-09,7.8278,8.2969,8.2969,7.7939
2019-04-10,7.9676,7.8278,8.3193,7.793
2019-04-11,7.9921,7.9676,8.5862,7.6357
2019-04-12,7.8107,7.9921,8.0818,7.5081
2019-04-13,7.5884,7.8107,7.8879,7.5274
2019-04-14,7.4778,7.5884,7.6026,7.3085
2019-04-15,7.0585,7.4778,7.5132,6.9461
2019-04-16,7.1285,7.0585,7.2041,6.8972
2019-04-17,7.1908,7.1285,7.4188,7.0113
2019-04-18,7.2267,7.1908,7.3167,7.063
2019-04-19,7.2839,7.2267,7.469,7.0756
2019-04-20,7.0961,7.2839,7.6293,7.0374
2019-04-21,6.8767,7.0916,7.19,6.7952
2019-04-22,7.2144,6.8767,7.2198,6.8277
2019-04-23,7.3773,7.2144,7.9614,7.1829
2019-04-24,7.1429,7.3773,7.6023,7.1156
2019-04-25,6.7382,7.1429,7.6523,6.6917
2019-04-26,7.6606,6.7382,7.917,6.6349
2019-04-27,7.7517,7.6606,7.8647,7.4848
2019-04-28,8.3736,7.7517,8.4982,7.6136
2019-04-29,7.5706,8.3736,8.5141,7.4201
2019-04-30,7.9374,7.5706,8.0045,7.4432
2019-05-01,8.3821,7.9374,8.4395,7.9264
2019-05-02,8.5376,8.3821,8.804,8.2881
2019-05-03,9.0702,8.5376,9.3026,8.4491
2019-05-04,9.7054,9.0702,9.7509,8.5265
2019-05-05,9.8622,9.7054,10.145,9.1774
2019-05-06,9.7112,9.8622,10.1914,9.6278
2019-05-07,9.9849,9.7112,10.405,9.7112
2019-05-08,11.6776,9.9849,11.6776,9.8271
2019-05-09,11.9592,11.6776,13.1276,10.6863
2019-05-10,11.229,11.9592,12.5398,10.7257
2019-05-11,12.281,11.229,12.7802,11.1066
2019-05-12,12.6827,12.281,13.3631,12.0144
2019-05-13,13.2829,12.6827,13.5189,12.5583
2019-05-14,12.5642,13.2829,13.6556,11.9817
2019-05-15,12.9154,12.5642,13.6701,12.0652
2019-05-16,12.7381,12.9154,13.6022,11.873
2019-05-17,12.421,12.7381,12.8215,11.1684
2019-05-18,11.6252,12.421,12.4945,11.6115
2019-05-19,12.5767,11.6252,13.9934,11.6092
2019-05-20,11.94,12.5767,12.5767,11.5078
2019-05-21,11.8675,11.94,12.0756,11.6367
2019-05-22,11.4268,11.8675,12.2046,11.2865
2019-05-23,11.5771,11.4268,11.7104,11.0957
2019-05-24,11.2498,11.5771,11.8922,11.1706
2019-05-25,10.9609,11.2498,11.5683,10.9309
2019-05-26,10.8194,10.9609,11.1883,10.742
2019-05-27,11.4622,10.8194,11.6196,10.7322
2019-05-28,10.9289,11.4622,11.489,10.8397
2019-05-29,11.2614,10.9289,11.8591,10.4867
2019-05-30,10.4907,11.2614,11.746,10.1812
2019-05-31,10.7637,10.4907,10.7637,10.2133
2019-06-01,11.2131,10.7637,11.6599,10.7046
2019-06-02,11.3652,11.2131,11.6822,11.1684
2019-06-03,10.4356,11.3652,11.3652,10.2078
2019-06-04,9.6642,10.4356,10.4356,9.3891
2019-06-05,9.6931,9.6642,9.9677,9.4611
2019-06-06,9.7399,9.6931,10.1602,9.2479
2019-06-07,10.2435,9.7399,10.4074,9.6698
2019-06-08,10.065,10.2435,10.394,9.8731
2019-06-09,9.6613,10.065,10.1491,9.5324
2019-06-10,10.6239,9.6613,10.6789,9.5301
2019-06-11,10.3041,10.6239,10.6788,10.107
2019-06-12,10.9328,10.3041,10.9328,10.1995
2019-06-13,10.6913,10.9328,11.0808,10.6681
2019-06-14,10.2675,10.6913,10.743,9.7363
2019-06-15,10.4647,10.2675,10.612,10.2131
2019-06-16,10.287,10.4647,10.7142,10.1317
2019-06-17,10.43,10.287,10.9602,10.1818
2019-06-18,10.4936,10.43,11.0925,10.2128
2019-06-19,11.2743,10.4936,11.6644,10.4936
2019-06-20,10.7473,11.2743,11.5293,10.5052
2019-06-21,10.6506,10.7473,10.9212,10.3582
2019-06-22,10.7437,10.6506,12.1578,10.1876
2019-06-23,10.4411,10.7437,11.0976,10.4229
2019-06-24,10.2639,10.4411,10.448,10.0457
2019-06-25,10.0404,10.2639,10.4837,9.6974
2019-06-26,9.2863,10.0404,11.2538,8.2695
2019-06-27,10.0351,9.2863,11.7407,9.1522
2019-06-28,9.5873,10.0351,10.2345,9.4109
2019-06-29,10.4715,9.5873,10.5081,9.2683
2019-06-30,9.1992,10.4715,11.7224,9.1945
2019-07-01,9.213,9.1992,9.7385,8.6762
2019-07-02,9.0931,9.213,9.6797,8.6361
2019-07-03,9.3623,9.0931,9.626,8.9369
2019-07-04,8.9474,9.3623,10.3257,8.9474
2019-07-05,8.9411,8.9474,9.8217,8.8954
2019-07-06,9.1122,8.9411,9.3799,8.9411
2019-07-07,9.2529,9.1122,9.3227,8.9506
2019-07-08,9.5492,9.2529,9.9523,9.0444
2019-07-09,9.1624,9.5492,9.9676,8.9939
2019-07-10,8.6187,9.1624,10.5205,8.5191
2019-07-11,7.9559,8.6187,8.8692,7.8029
2019-07-12,8.2304,7.9559,8.334,7.7619
2019-07-13,8.0575,8.2304,8.2948,7.8213
2019-07-14,6.9636,8.0575,8.0826,6.8908
2019-07-15,7.104,6.9636,7.2529,6.6887
2019-07-16,6.0641,7.104,7.1725,5.9799
2019-07-17,6.2105,6.0641,6.494,5.7539
2019-07-18,6.1236,6.2105,6.6083,5.8933
2019-07-19,6.1012,6.1236,6.2121,5.8588
2019-07-20,6.2534,6.1012,6.413,6.0498
2019-07-21,6.317,6.2534,6.3973,6.2023
2019-07-22,6.3536,6.317,6.4265,6.1888
2019-07-23,6.2631,6.3536,6.4759,6.2005
2019-07-24,6.5719,6.2631,6.6063,6.2001
2019-07-25,7.2407,6.5719,7.2901,6.5439
2019-07-26,7.7067,7.2407,8.7541,7.1467
2019-07-27,7.0379,7.7067,7.7873,6.9836
2019-07-28,7.406,7.0379,7.6529,6.9619
2019-07-29,7.0375,7.406,7.418,6.9602
2019-07-30,7.0129,7.0375,7.1104,6.9132
2019-07-31,6.8535,7.0129,7.0807,6.7548
