TIMESTAMP,XAI_OPEN_PRICE_USD,XAI_HIGH_PRICE_USD,XAI_LOW_PRICE_USD,XAI_CLOSE_PRICE_USD,XAI_VOLUME_USD,XAI_DIVIDENDS_USD,XAI_STOCK_SPLITS_USD
2021-09-21 00:00:00+00:00,0.27848899364471436,0.3078230023384094,0.2784540057182312,0.28837499022483826,115358,0.0,0.0
2021-09-22 00:00:00+00:00,0.2886439859867096,0.2977040112018585,0.23958800733089447,0.2508780062198639,135712,0.0,0.0
2021-09-23 00:00:00+00:00,0.25157400965690613,0.26120200753211975,0.24942399561405182,0.2509799897670746,43543,0.0,0.0
2021-09-24 00:00:00+00:00,0.25094398856163025,0.25239598751068115,0.24663500487804413,0.24789699912071228,13688,0.0,0.0
2021-09-25 00:00:00+00:00,0.24789099395275116,0.24979299306869507,0.2475609928369522,0.2497899979352951,5534,0.0,0.0
2021-09-26 00:00:00+00:00,0.24979299306869507,0.2498210072517395,0.24675999581813812,0.24848100543022156,9256,0.0,0.0
2021-09-27 00:00:00+00:00,0.24847599864006042,0.26255500316619873,0.2482839971780777,0.26250800490379333,38744,0.0,0.0
2021-09-28 00:00:00+00:00,0.2625260055065155,0.2664699852466583,0.2603380084037781,0.26048699021339417,19409,0.0,0.0
2021-09-29 00:00:00+00:00,0.2604660093784332,0.2635039985179901,0.25705501437187195,0.2608650028705597,12969,0.0,0.0
2021-09-30 00:00:00+00:00,0.2608579993247986,0.2613309919834137,0.2527660131454468,0.253369003534317,14512,0.0,0.0
2021-10-01 00:00:00+00:00,0.25336599349975586,0.2575779855251312,0.2532559931278229,0.2573319971561432,9002,0.0,0.0
2021-10-02 00:00:00+00:00,0.25734999775886536,0.2577989995479584,0.25474101305007935,0.2547839879989624,6971,0.0,0.0
2021-10-03 00:00:00+00:00,0.2547459900379181,0.2656469941139221,0.25473299622535706,0.26392000913619995,22502,0.0,0.0
2021-10-04 00:00:00+00:00,0.26390698552131653,0.26594799757003784,0.25803500413894653,0.26083099842071533,18171,0.0,0.0
2021-10-05 00:00:00+00:00,0.26082301139831543,0.2623459994792938,0.2589479982852936,0.26135000586509705,10108,0.0,0.0
