TIMESTAMP,WOW8605_OPEN_PRICE_USD,WOW8605_HIGH_PRICE_USD,WOW8605_LOW_PRICE_USD,WOW8605_CLOSE_PRICE_USD,WOW8605_VOLUME_USD,WOW8605_DIVIDENDS_USD,WOW8605_STOCK_SPLITS_USD
2021-02-27 00:00:00+00:00,17.696102142333984,18.214998245239258,13.573232650756836,16.168554306030273,253257,0.0,0.0
2021-02-28 00:00:00+00:00,16.168554306030273,16.664670944213867,12.62946891784668,15.573570251464844,147560,0.0,0.0
2021-03-01 00:00:00+00:00,15.573570251464844,20.00120735168457,12.614415168762207,15.923158645629883,199894,0.0,0.0
2021-03-02 00:00:00+00:00,15.923158645629883,51.608062744140625,15.519105911254883,35.111507415771484,2323852,0.0,0.0
2021-03-03 00:00:00+00:00,35.118324279785156,52.9185791015625,34.308868408203125,42.58462905883789,1061012,0.0,0.0
2021-03-04 00:00:00+00:00,42.687461853027344,58.887115478515625,30.780336380004883,48.06105041503906,1276936,0.0,0.0
2021-03-05 00:00:00+00:00,48.06912612915039,48.09180450439453,31.075204849243164,38.12709045410156,500891,0.0,0.0
2021-03-06 00:00:00+00:00,38.14081573486328,40.4664306640625,30.225963592529297,34.406368255615234,345604,0.0,0.0
2021-03-07 00:00:00+00:00,34.38576889038086,35.80757522583008,25.72766876220703,30.184289932250977,338190,0.0,0.0
2021-03-08 00:00:00+00:00,30.182525634765625,38.30167770385742,22.452106475830078,35.669281005859375,591321,0.0,0.0
2021-03-09 00:00:00+00:00,35.636470794677734,39.95899200439453,31.62174415588379,32.89265823364258,301649,0.0,0.0
2021-03-10 00:00:00+00:00,32.89287185668945,33.681968688964844,24.08335304260254,31.40719985961914,411767,0.0,0.0
2021-03-11 00:00:00+00:00,31.404857635498047,32.35514450073242,26.92244529724121,28.59637451171875,128038,0.0,0.0
2021-03-12 00:00:00+00:00,28.57819175720215,28.62018394470215,20.762653350830078,25.946596145629883,386400,0.0,0.0
2021-03-13 00:00:00+00:00,25.95492172241211,30.981576919555664,25.097305297851562,28.095212936401367,93546,0.0,0.0
