TIMESTAMP,NETVR_OPEN_PRICE_USD,NETVR_HIGH_PRICE_USD,NETVR_LOW_PRICE_USD,NETVR_CLOSE_PRICE_USD,NETVR_VOLUME_USD,NETVR_DIVIDENDS_USD,NETVR_STOCK_SPLITS_USD
2024-02-01 00:00:00+00:00,0.04417499899864197,0.06460899859666824,0.044165998697280884,0.04724999889731407,3155,0.0,0.0
2024-02-02 00:00:00+00:00,0.04724999889731407,0.04727400094270706,0.01895800046622753,0.027907000854611397,4271,0.0,0.0
2024-02-03 00:00:00+00:00,0.027907000854611397,0.03257500007748604,0.019120000302791595,0.030921999365091324,2995,0.0,0.0
2024-02-04 00:00:00+00:00,0.030921999365091324,0.030921999365091324,0.014887000434100628,0.01787099987268448,3513,0.0,0.0
2024-02-05 00:00:00+00:00,0.01787099987268448,0.023887999355793,0.013793000020086765,0.0193719994276762,2715,0.0,0.0
2024-02-06 00:00:00+00:00,0.0193719994276762,0.019372999668121338,0.014038000255823135,0.015310999937355518,0,0.0,0.0
2024-02-07 00:00:00+00:00,0.015310999937355518,0.019819999113678932,0.015192000195384026,0.019176000729203224,481,0.0,0.0
2024-02-08 00:00:00+00:00,0.019176000729203224,0.03708700090646744,0.019175000488758087,0.034196000546216965,0,0.0,0.0
2024-02-09 00:00:00+00:00,0.034196000546216965,0.03704100102186203,0.023677999153733253,0.024594999849796295,0,0.0,0.0
2024-02-10 00:00:00+00:00,0.024594999849796295,0.02495500072836876,0.022002000361680984,0.02407499961555004,0,0.0,0.0
2024-02-11 00:00:00+00:00,0.02407499961555004,0.024382000789046288,0.01913299970328808,0.019159000366926193,0,0.0,0.0
2024-02-12 00:00:00+00:00,0.019159000366926193,0.01941699907183647,0.01847900077700615,0.01941699907183647,0,0.0,0.0
2024-02-13 00:00:00+00:00,0.01941699907183647,0.21017000079154968,0.01941699907183647,0.21017000079154968,0,0.0,0.0
2024-02-14 00:00:00+00:00,0.21017000079154968,0.21017000079154968,0.21017000079154968,0.21017000079154968,0,0.0,0.0
2024-02-15 00:00:00+00:00,0.21017000079154968,0.21017000079154968,0.1320749968290329,0.1496870070695877,257560,0.0,0.0
2024-02-16 00:00:00+00:00,0.14983099699020386,0.17457300424575806,0.1477299928665161,0.17083799839019775,300423,0.0,0.0
2024-02-17 00:00:00+00:00,0.17089800536632538,0.17161999642848969,0.14372099936008453,0.1489659994840622,291578,0.0,0.0
2024-02-18 00:00:00+00:00,0.14897599816322327,0.16879500448703766,0.1453000009059906,0.1609009951353073,291468,0.0,0.0
2024-02-19 00:00:00+00:00,0.16033799946308136,0.16134299337863922,0.13915200531482697,0.14717599749565125,272595,0.0,0.0
