,MSE,MAE,RMSE,MAPE,R2
0,0.002639250831943207,0.03971784050767776,0.051373639465617064,0.05310222669159741,0.8569530128821821
1,0.0006555336181876548,0.018416246620163078,0.025603390755672476,0.02883527522534392,0.7773558339889821
2,0.005497692541093642,0.05713653100181723,0.07414642635416518,0.05360325827596961,0.8612770566714542
3,0.004461249913842419,0.04477752547392157,0.06679258876434135,0.041784351809812284,0.7423745066162083
4,0.0015720859324727765,0.026463270171984056,0.03964953886834974,0.02448721673682321,-0.1764213329877975
5,0.0017564282795304112,0.03268020948333823,0.041909763534651576,0.02958312852148099,0.7940170457783164
6,0.0015157399178321424,0.03090996429073312,0.0389325046437054,0.03591364924672897,0.5894583849401754
7,0.0005802903800528818,0.018250488218058258,0.024089217090907743,0.025887604553932065,0.9166086996658502
8,0.002385916034811784,0.03753071079727545,0.04884583948313084,0.048978496472483694,0.599089667728576
9,0.0006194388318624187,0.01868137301832115,0.024888528117637223,0.023891178511987365,0.6912143473838636
10,0.0006777469216594097,0.02012605954900112,0.026033572971442275,0.02781448989551089,0.8363771898158896
11,0.0008997767593193086,0.021410180640775295,0.029996279091235777,0.04621747793643472,0.875279623729788
Mean,0.0019384291635506715,0.030508366647755525,0.041021774095071385,0.036674862823175426,0.696965336351124
