TIMESTAMP,AVC35040_OPEN_PRICE_USD,AVC35040_HIGH_PRICE_USD,AVC35040_LOW_PRICE_USD,AVC35040_CLOSE_PRICE_USD,AVC35040_VOLUME_USD,AVC35040_DIVIDENDS_USD,AVC35040_STOCK_SPLITS_USD
2025-03-01 00:00:00+00:00,0.002976000076159835,0.003346000099554658,0.002966000000014901,0.0032919999212026596,333298,0.0,0.0
2025-03-02 00:00:00+00:00,0.0032919999212026596,0.003570999950170517,0.0032870001159608364,0.003495000069960952,309248,0.0,0.0
2025-03-03 00:00:00+00:00,0.003495000069960952,0.0038950000889599323,0.0032569998875260353,0.0032569998875260353,282761,0.0,0.0
2025-03-04 00:00:00+00:00,0.003244000021368265,0.003737000050023198,0.0030410001054406166,0.003410999896004796,497566,0.0,0.0
2025-03-05 00:00:00+00:00,0.0034280000254511833,0.0034620000515133142,0.003074999898672104,0.0031320000998675823,452163,0.0,0.0
2025-03-06 00:00:00+00:00,0.0031320000998675823,0.003415999934077263,0.003066000062972307,0.0031109999399632215,457804,0.0,0.0
2025-03-07 00:00:00+00:00,0.0031159999780356884,0.0031500000040978193,0.0029009999707341194,0.003114999970421195,488449,0.0,0.0
2025-03-08 00:00:00+00:00,0.0031169999856501818,0.003286000108346343,0.003008000086992979,0.003192000091075897,406024,0.0,0.0
2025-03-09 00:00:00+00:00,0.0032019999343901873,0.003263999940827489,0.0029639999847859144,0.003011999884620309,406574,0.0,0.0
2025-03-10 00:00:00+00:00,0.0030169999226927757,0.0031930000986903906,0.00291300006210804,0.0030139998998492956,425335,0.0,0.0
2025-03-11 00:00:00+00:00,0.003014999907463789,0.0032250001095235348,0.0028689999599009752,0.0031580000650137663,443504,0.0,0.0
2025-03-12 00:00:00+00:00,0.0031560000497847795,0.0032250001095235348,0.002948000095784664,0.003017999930307269,440395,0.0,0.0
2025-03-13 00:00:00+00:00,0.003017999930307269,0.0031799999997019768,0.003003000048920512,0.0031240000389516354,510279,0.0,0.0
2025-03-14 00:00:00+00:00,0.0031240000389516354,0.0031850000377744436,0.002991999965161085,0.003094000043347478,482735,0.0,0.0
2025-03-15 00:00:00+00:00,0.003094000043347478,0.0033650000113993883,0.003073000116273761,0.003183000022545457,437110,0.0,0.0
2025-03-16 00:00:00+00:00,0.003183000022545457,0.003215000033378601,0.0029980000108480453,0.0030990000814199448,439249,0.0,0.0
2025-03-17 00:00:00+00:00,0.003097000066190958,0.0032210000790655613,0.003010000102221966,0.0031030001118779182,469199,0.0,0.0
