,\textbf{O.C.},\textbf{Mean},\textbf{S.D.},\textbf{Min.},\textbf{5\%},\textbf{25\%},\textbf{Median},\textbf{75\%},\textbf{95\%},\textbf{Max.}
\emph{LTC}/\emph{USDT} OP,27131,97.10,58.05,22.80,40.34,56.58,76.10,124.62,214.20,408.93
\emph{LTC}/\emph{USDT} HP,27131,98.25,59.17,22.92,40.72,57.11,76.71,125.88,217.82,413.49
\emph{LTC}/\emph{USDT} LP,27131,95.87,56.82,22.32,40.00,56.05,75.37,123.17,210.87,397.32
\emph{LTC}/\emph{USDT} CP,27131,97.10,58.04,22.80,40.34,56.58,76.08,124.60,214.19,408.93
