TIMESTAMP,POGAI_OPEN_PRICE_USD,POGAI_HIGH_PRICE_USD,POGAI_LOW_PRICE_USD,POGAI_CLOSE_PRICE_USD,POGAI_VOLUME_USD,POGAI_DIVIDENDS_USD,POGAI_STOCK_SPLITS_USD
2023-05-02 00:00:00+00:00,4.400000034365803e-05,5.700000110664405e-05,2.9999999242136255e-05,5.199999941396527e-05,10395235,0.0,0.0
2023-05-03 00:00:00+00:00,5.199999941396527e-05,0.00013499999477062374,5.199999941396527e-05,0.00011800000356743112,40935464,0.0,0.0
2023-05-04 00:00:00+00:00,0.00011800000356743112,0.00015900000289548188,8.70000003487803e-05,0.00014400000509340316,36241078,0.0,0.0
2023-05-05 00:00:00+00:00,0.0001429999974789098,0.0004180000105407089,0.00014000000373926014,0.00035799999022856355,121917392,0.0,0.0
2023-05-06 00:00:00+00:00,0.00035700001171790063,0.0005000000237487257,0.0001849999971454963,0.00022000000171829015,76759957,0.0,0.0
2023-05-07 00:00:00+00:00,0.00022000000171829015,0.00028300000121816993,0.0001829999964684248,0.0001829999964684248,37606783,0.0,0.0
2023-05-08 00:00:00+00:00,0.0001829999964684248,0.0001829999964684248,5.8000001445179805e-05,9.999999747378752e-05,43339595,0.0,0.0
2023-05-09 00:00:00+00:00,9.899999713525176e-05,0.0001250000059371814,7.000000186963007e-05,0.00010099999781232327,28510566,0.0,0.0
2023-05-10 00:00:00+00:00,0.00010099999781232327,0.00011200000153621659,7.400000322377309e-05,7.599999662488699e-05,15671398,0.0,0.0
2023-05-11 00:00:00+00:00,7.599999662488699e-05,7.79999973019585e-05,6.199999916134402e-05,6.900000153109431e-05,10252249,0.0,0.0
2023-05-12 00:00:00+00:00,6.900000153109431e-05,8.199999865610152e-05,5.2999999752501026e-05,8.199999865610152e-05,12114200,0.0,0.0
2023-05-13 00:00:00+00:00,8.199999865610152e-05,8.499999967170879e-05,6.600000051548705e-05,7.400000322377309e-05,8584354,0.0,0.0
2023-05-14 00:00:00+00:00,7.400000322377309e-05,7.899999764049426e-05,6.800000119255856e-05,6.900000153109431e-05,4376578,0.0,0.0
2023-05-15 00:00:00+00:00,6.900000153109431e-05,7.200000254670158e-05,5.999999848427251e-05,6.399999983841553e-05,5004728,0.0,0.0
2023-05-16 00:00:00+00:00,6.399999983841553e-05,6.500000017695129e-05,5.700000110664405e-05,5.999999848427251e-05,3502024,0.0,0.0
2023-05-17 00:00:00+00:00,5.999999848427251e-05,6.70000008540228e-05,5.8000001445179805e-05,6.0999998822808266e-05,3912761,0.0,0.0
2023-05-18 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,4.70000013592653e-05,5.0999999075429514e-05,3497455,0.0,0.0
2023-05-19 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,4.600000102072954e-05,4.600000102072954e-05,2081955,0.0,0.0
2023-05-20 00:00:00+00:00,4.600000102072954e-05,5.2999999752501026e-05,4.5000000682193786e-05,4.70000013592653e-05,3502073,0.0,0.0
2023-05-21 00:00:00+00:00,4.70000013592653e-05,4.8999998398358e-05,3.7000001611886546e-05,3.7000001611886546e-05,2335009,0.0,0.0
2023-05-22 00:00:00+00:00,3.7000001611886546e-05,3.899999865097925e-05,3.5000000934815034e-05,3.5000000934815034e-05,2139925,0.0,0.0
2023-05-23 00:00:00+00:00,3.400000059627928e-05,3.7000001611886546e-05,3.099999958067201e-05,3.199999991920777e-05,2251665,0.0,0.0
2023-05-24 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.499999936844688e-05,2.499999936844688e-05,1550481,0.0,0.0
2023-05-25 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,1.9999999494757503e-05,2.499999936844688e-05,2511371,0.0,0.0
2023-05-26 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.4000000848900527e-05,2.4000000848900527e-05,1972080,0.0,0.0
2023-05-27 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.300000051036477e-05,2.4000000848900527e-05,937335,0.0,0.0
2023-05-28 00:00:00+00:00,2.4000000848900527e-05,2.9999999242136255e-05,2.2000000171829015e-05,2.9000000722589903e-05,1499497,0.0,0.0
2023-05-29 00:00:00+00:00,2.9000000722589903e-05,3.099999958067201e-05,2.5999999706982635e-05,2.700000004551839e-05,2287083,0.0,0.0
2023-05-30 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.099999983329326e-05,2.2000000171829015e-05,1932717,0.0,0.0
2023-05-31 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.9999999494757503e-05,2.099999983329326e-05,1221240,0.0,0.0
2023-06-01 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.8999999156221747e-05,1.8999999156221747e-05,1126386,0.0,0.0
2023-06-02 00:00:00+00:00,1.8999999156221747e-05,2.2000000171829015e-05,1.8000000636675395e-05,2.099999983329326e-05,1269960,0.0,0.0
2023-06-03 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.9999999494757503e-05,1.9999999494757503e-05,1003766,0.0,0.0
2023-06-04 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.4999999621068127e-05,1.4999999621068127e-05,1127227,0.0,0.0
2023-06-05 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.2000000424450263e-05,1.2999999853491317e-05,1122308,0.0,0.0
