TIMESTAMP,MENGO_OPEN_PRICE_USD,MENGO_HIGH_PRICE_USD,MENGO_LOW_PRICE_USD,MENGO_CLOSE_PRICE_USD,MENGO_VOLUME_USD,MENGO_DIVIDENDS_USD,MENGO_STOCK_SPLITS_USD
2021-10-26 00:00:00+00:00,2.3064188957214355,2.884099006652832,2.284471035003662,2.6304070949554443,0,0.0,0.0
2021-10-27 00:00:00+00:00,2.628343105316162,2.803802013397217,2.1187191009521484,2.168536901473999,0,0.0,0.0
2021-10-28 00:00:00+00:00,2.1776061058044434,2.352691888809204,2.021589994430542,2.2065019607543945,0,0.0,0.0
2021-10-29 00:00:00+00:00,2.206463098526001,2.491482973098755,2.1862599849700928,2.4441919326782227,0,0.0,0.0
2021-10-30 00:00:00+00:00,2.4480690956115723,3.8580570220947266,2.322222948074341,2.9062130451202393,0,0.0,0.0
2021-10-31 00:00:00+00:00,2.8321619033813477,3.1208460330963135,2.206134080886841,2.489348888397217,0,0.0,0.0
2021-11-01 00:00:00+00:00,2.489886999130249,3.0522799491882324,2.285876989364624,2.4539570808410645,0,0.0,0.0
2021-11-02 00:00:00+00:00,2.4471681118011475,2.7130229473114014,2.216334104537964,2.3800230026245117,0,0.0,0.0
2021-11-03 00:00:00+00:00,2.3827719688415527,2.5520079135894775,2.0786778926849365,2.195621967315674,0,0.0,0.0
2021-11-04 00:00:00+00:00,2.200723886489868,2.329632043838501,2.012200117111206,2.1606249809265137,96730,0.0,0.0
2021-11-05 00:00:00+00:00,2.160722017288208,2.6412899494171143,2.0232269763946533,2.5063059329986572,125337,0.0,0.0
2021-11-06 00:00:00+00:00,2.5052309036254883,2.847770929336548,2.397033929824829,2.5679900646209717,156793,0.0,0.0
2021-11-07 00:00:00+00:00,2.568721055984497,2.8758599758148193,2.399653911590576,2.73628306388855,132656,0.0,0.0
2021-11-08 00:00:00+00:00,2.732171058654785,3.0808639526367188,2.5695860385894775,2.995651960372925,215620,0.0,0.0
2021-11-09 00:00:00+00:00,2.996819019317627,3.7450520992279053,2.7202870845794678,3.6229090690612793,529795,0.0,0.0
2021-11-10 00:00:00+00:00,3.6202800273895264,4.032451152801514,2.5789639949798584,2.8488779067993164,697933,0.0,0.0
