TIMESTAMP,JELLYAI_OPEN_PRICE_USD,JELLYAI_HIGH_PRICE_USD,JELLYAI_LOW_PRICE_USD,JELLYAI_CLOSE_PRICE_USD,JELLYAI_VOLUME_USD,JELLYAI_DIVIDENDS_USD,JELLYAI_STOCK_SPLITS_USD
2025-06-01 00:00:00+00:00,9.281400111362317e-14,9.281428571669345e-14,9.281400111362317e-14,9.281428571669345e-14,4,0.0,0.0
