TIMESTAMP,LMWR_OPEN_PRICE_USD,LMWR_HIGH_PRICE_USD,LMWR_LOW_PRICE_USD,LMWR_CLOSE_PRICE_USD,LMWR_VOLUME_USD,LMWR_DIVIDENDS_USD,LMWR_STOCK_SPLITS_USD
2023-05-15 00:00:00+00:00,1.9211020469665527,1.9228399991989136,0.6218940019607544,0.9864529967308044,7757,0.0,0.0
2023-05-16 00:00:00+00:00,0.8277249932289124,1.5453170537948608,0.23430000245571136,0.33092600107192993,11758955,0.0,0.0
2023-05-17 00:00:00+00:00,0.3322939872741699,0.33250999450683594,0.17335499823093414,0.2045779973268509,3324676,0.0,0.0
2023-05-18 00:00:00+00:00,0.2045930027961731,0.2184779942035675,0.16457700729370117,0.18116499483585358,1605330,0.0,0.0
2023-05-19 00:00:00+00:00,0.18118800222873688,0.1812489926815033,0.13537299633026123,0.15386100113391876,1913845,0.0,0.0
2023-05-20 00:00:00+00:00,0.15396100282669067,0.2808989882469177,0.15355700254440308,0.21953900158405304,4728352,0.0,0.0
2023-05-21 00:00:00+00:00,0.21956300735473633,0.2401680052280426,0.1873140037059784,0.18873299658298492,2214171,0.0,0.0
2023-05-22 00:00:00+00:00,0.1887200027704239,0.20480899512767792,0.17180900275707245,0.17802399396896362,1346854,0.0,0.0
2023-05-23 00:00:00+00:00,0.17802399396896362,0.1830890029668808,0.16007399559020996,0.16314299404621124,1269134,0.0,0.0
2023-05-24 00:00:00+00:00,0.1630599945783615,0.16804100573062897,0.15698200464248657,0.15707500278949738,990006,0.0,0.0
2023-05-25 00:00:00+00:00,0.15712299942970276,0.1817920058965683,0.1569889932870865,0.16458499431610107,1026004,0.0,0.0
2023-05-26 00:00:00+00:00,0.16457399725914001,0.1723340004682541,0.15765899419784546,0.16734400391578674,1078488,0.0,0.0
2023-05-27 00:00:00+00:00,0.16734899580478668,0.16735099256038666,0.15045900642871857,0.16368600726127625,1158308,0.0,0.0
2023-05-28 00:00:00+00:00,0.1636970043182373,0.18436400592327118,0.1544789969921112,0.16813600063323975,773776,0.0,0.0
2023-05-29 00:00:00+00:00,0.16812099516391754,0.17087499797344208,0.1570740044116974,0.16301700472831726,559993,0.0,0.0
2023-05-30 00:00:00+00:00,0.16294099390506744,0.16309000551700592,0.15276600420475006,0.15409700572490692,444386,0.0,0.0
2023-05-31 00:00:00+00:00,0.15411899983882904,0.1544799953699112,0.14805899560451508,0.14945100247859955,424189,0.0,0.0
2023-06-01 00:00:00+00:00,0.14945699274539948,0.15083999931812286,0.1364469975233078,0.13974300026893616,442523,0.0,0.0
2023-06-02 00:00:00+00:00,0.13970400393009186,0.14085499942302704,0.13759000599384308,0.13774900138378143,330904,0.0,0.0
