TIMESTAMP,XMR_OPEN_PRICE_USD,XMR_HIGH_PRICE_USD,XMR_LOW_PRICE_USD,XMR_CLOSE_PRICE_USD,XMR_FIRST_TRADE_PRICE_USD,XMR_HIGH_TRADE_PRICE_USD,XMR_LOW_TRADE_PRICE_USD,XMR_LAST_TRADE_PRICE_USD,XMR_TOTAL_TRADE_COUNT,XMR_TOTAL_TRADES_BUY,XMR_TOTAL_TRADES_SELL,XMR_VOLUME_USD,XMR_QUOTE_VOLUME,XMR_VOLUME_BUY,XMR_QUOTE_VOLUME_BUY,XMR_VOLUME_SELL,XMR_QUOTE_VOLUME_SELL,XMR_MARKET_CAP_USD_PER_BIC,XMR_VOLUME_USD_PER_CMC,XMR_MARKET_CAP_USD_PER_CMC
2017-06-12,58.3,59.51,43.0,49.05,,,,,,,,,,,,,,792591703.0,25425000.0,731474231.833
2017-06-13,49.05,52.67,48.46,51.14,,,,,,,,,,,,,,758444300.0,13362700.0,757541069.562
2017-06-14,51.14,52.51,42.79,45.0,,,,,,,,,,,,,,742890104.0,12407600.0,677319227.721
2017-06-15,45.0,46.4,37.0,45.55,,,,,,,,,,,,,,653633419.0,14252000.0,673474678.64
2017-06-16,45.55,47.52,43.0,47.5,,,,,,,,,,,,,,688049647.0,8711820.0,704219194.667
2017-06-17,47.5,52.21,46.2,51.83,,,,,,,,,,,,,,741654985.0,15646500.0,738921642.466
2017-06-18,51.83,53.66,47.56,49.72,,,,,,,,,,,,,,755851128.0,10122000.0,726590857.155
2017-06-19,49.72,51.37,49.0,50.2,,,,,,,,,,,,,,741666646.0,12502400.0,719360619.529
2017-06-20,50.2,53.12,50.2,50.7,,,,,,,,,,,,,,761413437.0,15178600.0,704879230.611
2017-06-21,50.7,52.59,46.5,48.12,,,,,,,,,,,,,,746194458.0,12133900.0,683194834.836
2017-06-22,48.12,50.45,47.59,49.72,,,,,,,,,,,,,,730520284.0,7443100.0,693646937.099
2017-06-23,49.72,51.98,49.54,50.95,,,,,,,,,,,,,,749493473.0,11033000.0,754439198.576
2017-06-24,50.95,51.19,46.0,46.65,,,,,,,,,,,,,,730895083.0,7786220.0,705150753.675
2017-06-25,46.65,47.83,43.75,44.7,,,,,,,,,,,,,,692874564.0,9156060.0,673946786.596
2017-06-26,44.7,47.0,37.5,43.13,,,,,,,,,,,,,,648624850.0,17033600.0,638919626.824
2017-06-27,43.13,43.9,37.0,43.2,,,,,,,,,,,,,,612038802.0,12171600.0,640325508.036
2017-06-28,43.2,46.9,41.3,46.71,,,,,,,,,,,,,,657233425.0,10812600.0,695697568.567
2017-06-29,46.71,47.26,43.17,44.0,,,,,,,,,,,,,,681440366.0,11470500.0,662007277.134
2017-06-30,44.0,45.4,42.7,43.11,,,,,,,,,,,,,,659503254.0,11338900.0,643196701.026
2017-07-01,43.11,43.26,38.55,40.2,,,,,,,,,,,,,,626744369.0,10673500.0,602665215.914
2017-07-02,40.2,42.48,39.04,41.87,,,,,,,,,,,,,,611214358.0,12774300.0,629999041.409
2017-07-03,41.87,44.31,41.0,43.36,,,,,,,,,,,,,,633942914.0,13141000.0,642461137.531
2017-07-04,43.36,45.66,43.22,45.3,,,,,,,,,,,,,,658320071.0,14850800.0,669788144.082
2017-07-05,45.3,46.57,44.15,45.99,,,,,,,,,,,,,,674332636.0,15243000.0,673712880.427
2017-07-06,45.99,50.4,45.92,50.0,,,,,,,,,,,,,,710307875.0,23168300.0,738747983.993
2017-07-07,50.0,50.54,43.0,43.67,,,,,,,,,,,,,,692649277.0,20324700.0,652440795.088
2017-07-08,43.67,46.3,39.9,46.3,,,,,,,,,,,,,,651032014.0,15801900.0,680032220.889
2017-07-09,46.3,46.8,43.5,44.6,,,,,,,,,,,,,,677532720.0,12681200.0,661789784.998
2017-07-10,44.6,44.8,38.1,39.68,,,,,,,,,,,,,,637329534.0,14633300.0,590550613.647
2017-07-11,39.68,40.32,34.19,36.85,,,,,,,,,,,,,,562551637.0,17988200.0,548349075.421
2017-07-12,36.85,40.65,34.52,40.4,,,,,,,,,,,,,,568044117.0,15785600.0,596652688.813
2017-07-13,40.4,40.61,36.58,38.0,,,,,,,,,,,,,,574126769.0,9969180.0,564842150.142
2017-07-14,38.0,38.4,34.0,35.62,,,,,,,,,,,,,,539931099.0,9558140.0,524447861.463
2017-07-15,35.62,35.62,31.22,32.0,,,,,,,,,,,,,,491727550.0,9718770.0,474522325.764
2017-07-16,32.0,32.76,28.62,29.2,,,,,,,,,,,,,,451826822.0,12434100.0,435296058.494
2017-07-17,29.2,35.0,29.2,34.81,,,,,,,,,,,,,,480934204.0,13708900.0,515366675.757
2017-07-18,34.81,38.0,33.0,36.55,,,,,,,,,,,,,,524156110.0,9949120.0,538526217.165
2017-07-19,36.55,37.69,34.0,35.05,,,,,,,,,,,,,,536963034.0,6994230.0,519150258.966
2017-07-20,35.05,41.0,34.83,40.8,,,,,,,,,,,,,,562519123.0,14905700.0,596855726.446
2017-07-21,40.8,41.75,39.25,40.3,,,,,,,,,,,,,,597652400.0,9572580.0,597714445.841
2017-07-22,40.3,45.0,40.07,45.0,,,,,,,,,,,,,,615584545.0,9028920.0,662604859.39
2017-07-23,45.0,45.18,41.0,42.61,,,,,,,,,,,,,,637835212.0,8634060.0,632586036.197
2017-07-24,42.61,46.01,41.51,45.88,,,,,,,,,,,,,,643670873.0,12102100.0,676020928.952
2017-07-25,45.88,46.16,38.0,40.59,,,,,,,,,,,,,,618326894.0,12706300.0,603496306.88
2017-07-26,40.59,46.7,38.4,45.97,,,,,,,,,,,,,,616664186.0,26033100.0,679818691.692
2017-07-27,45.97,46.55,43.8,45.4,,,,,,,,,,,,,,670952699.0,15960700.0,671653796.172
2017-07-28,45.4,45.9,42.1,43.97,,,,,,,,,,,,,,657120948.0,18694500.0,652874043.166
2017-07-29,43.97,44.59,42.13,44.01,,,,,,,,,,,,,,644431887.0,7053810.0,652094057.601
2017-07-30,44.01,44.12,39.09,39.77,,,,,,,,,,,,,,619954317.0,11709500.0,588802954.326
2017-07-31,39.77,41.02,38.84,39.9,,,,,,,,,,,,,,594869516.0,13138500.0,592241209.625
2017-08-01,39.9,45.5,39.65,44.2,,,,,,,,,,,,,,628070734.0,17363300.0,656506653.289
2017-08-02,44.2,44.66,42.58,43.45,,,,,,,,,,,,,,652603228.0,8111580.0,649038678.31
2017-08-03,43.45,44.48,42.9,43.56,,,,,,,,,,,,,,651062209.0,8262040.0,645176738.837
2017-08-04,43.56,45.0,42.52,44.95,,,,,,,,,,,,,,653781544.0,7794340.0,671717848.922
2017-08-05,44.95,49.2,44.78,48.66,,,,,,,,,,,,,,713499976.0,12131400.0,723383192.316
2017-08-06,48.66,49.29,47.35,47.83,,,,,,,,,,,,,,717477578.0,8254240.0,712456076.504
2017-08-07,47.83,50.5,46.97,50.49,,,,,,,,,,,,,,716586653.0,12794900.0,748102867.335
2017-08-08,50.49,52.91,49.72,52.0,,,,,,,,,,,,,,765604156.0,12471600.0,774225574.375
2017-08-09,52.0,53.44,49.09,51.06,,,,,,,,,,,,,,769268373.0,11466600.0,759901114.702
2017-08-10,51.06,51.4,49.29,49.3,,,,,,,,,,,,,,752693346.0,9147740.0,737919656.223
2017-08-11,49.3,51.44,48.76,50.36,,,,,,,,,,,,,,747050174.0,8534390.0,755737818.6
2017-08-12,50.36,51.5,44.28,49.45,,,,,,,,,,,,,,735520913.0,17349200.0,736819798.551
2017-08-13,49.45,50.2,45.5,47.8,,,,,,,,,,,,,,718602766.0,19587800.0,713062036.683
2017-08-14,47.8,49.9,46.33,49.67,,,,,,,,,,,,,,726079849.0,14023000.0,743073579.577
2017-08-15,49.67,50.26,45.08,48.71,,,,,,,,,,,,,,720261937.0,13651100.0,728205264.809
2017-08-16,48.71,49.1,47.0,48.6,,,,,,,,,,,,,,720491808.0,12423400.0,729040486.028
2017-08-17,48.6,49.62,47.0,47.2,,,,,,,,,,,,,,724922994.0,11176000.0,709324398.042
2017-08-18,47.2,50.0,45.1,46.46,,,,,,,,,,,,,,717162677.0,14517200.0,698151922.252
2017-08-19,46.46,58.5,46.44,55.63,,,,,,,,,,,,,,785436112.0,27038800.0,836842321.742
2017-08-20,55.63,56.46,51.9,55.3,,,,,,,,,,,,,,810033829.0,15702600.0,818088978.777
2017-08-21,55.3,100.0,52.5,77.64,,,,,,,,,,,,,,1067904123.0,238775008.0,1163736073.35
2017-08-22,77.64,96.52,71.65,89.95,,,,,,,,,,,,,,1273160881.0,150286000.0,1363172589.68
2017-08-23,89.95,100.24,84.83,90.37,,,,,,,,,,,,,,1383552536.0,84961904.0,1350719209.55
2017-08-24,90.37,94.0,79.12,86.0,,,,,,,,,,,,,,1298439640.0,70187104.0,1290311044.67
2017-08-25,86.0,110.0,84.81,108.0,,,,,,,,,,,,,,1434829017.0,95835696.0,1618939416.95
2017-08-26,108.0,148.0,104.1,138.2,,,,,,,,,,,,,,1956509696.0,301843008.0,2064318227.95
2017-08-27,138.2,139.56,123.25,130.93,,,,,,,,,,,,,,1984460623.0,92742200.0,1959969162.75
2017-08-28,130.93,153.43,128.0,144.0,,,,,,,,,,,,,,2099356488.0,216036000.0,2181340084.1
2017-08-29,144.0,144.72,127.41,133.4,,,,,,,,,,,,,,2045889860.0,104869000.0,1996638982.71
2017-08-30,133.4,137.6,121.32,134.0,,,,,,,,,,,,,,1947830109.0,106543000.0,1987353483.56
2017-08-31,134.0,143.73,132.17,140.54,,,,,,,,,,,,,,2098995751.0,131974000.0,2108568347.17
2017-09-01,140.54,150.0,134.9,143.04,,,,,,,,,,,,,,2147338454.0,163960992.0,2121127781.3
2017-09-02,143.04,143.04,117.39,121.42,,,,,,,,,,,,,,1967775127.0,128849000.0,1875445760.72
2017-09-03,121.42,129.48,110.39,125.99,,,,,,,,,,,,,,1872466101.0,92631104.0,1894080701.17
2017-09-04,125.99,126.1,98.56,105.1,,,,,,,,,,,,,,1719638633.0,89194704.0,1596374767.04
2017-09-05,105.1,122.0,93.4,118.46,,,,,,,,,,,,,,1669209588.0,113378000.0,1787242459.78
2017-09-06,118.46,124.73,114.34,123.0,,,,,,,,,,,,,,1824294560.0,64604400.0,1830051375.33
2017-09-07,123.0,124.5,116.0,122.9,,,,,,,,,,,,,,1816521863.0,62655700.0,1818752593.94
2017-09-08,122.9,135.05,105.0,116.55,,,,,,,,,,,,,,1843295511.0,159066000.0,1777198082.64
2017-09-09,116.55,119.43,112.0,116.0,,,,,,,,,,,,,,1758968592.0,39220400.0,1750975140.5
2017-09-10,116.0,117.22,102.03,112.28,,,,,,,,,,,,,,1687658784.0,50725200.0,1692132574.97
2017-09-11,112.28,116.0,109.15,112.4,,,,,,,,,,,,,,1704190439.0,30605900.0,1698990880.78
2017-09-12,112.4,116.3,108.69,111.21,,,,,,,,,,,,,,1717817770.0,40402700.0,1686620234.01
2017-09-13,111.21,113.0,101.2,109.89,,,,,,,,,,,,,,1626675571.0,88162896.0,1678653206.16
2017-09-14,109.89,119.9,85.0,85.64,,,,,,,,,,,,,,1574521437.0,133553000.0,1252517271.35
2017-09-15,85.64,105.0,71.14,100.13,,,,,,,,,,,,,,1390378154.0,176154000.0,1506577648.39
2017-09-16,100.13,105.0,91.14,96.39,,,,,,,,,,,,,,1498559718.0,71163504.0,1438109044.03
2017-09-17,96.39,97.0,88.63,94.0,,,,,,,,,,,,,,1431495030.0,41008200.0,1415252897.46
2017-09-18,94.0,103.35,94.0,101.5,,,,,,,,,,,,,,1516464112.0,63732100.0,1518696881.4
2017-09-19,101.5,102.5,93.06,97.89,,,,,,,,,,,,,,1480726477.0,48249700.0,1476034756.62
2017-09-20,97.89,98.8,92.5,95.32,,,,,,,,,,,,,,1461515771.0,34198900.0,1443569783.09
2017-09-21,95.32,96.25,84.09,85.72,,,,,,,,,,,,,,1397751875.0,34290500.0,1302721070.15
2017-09-22,85.72,89.98,84.0,87.5,,,,,,,,,,,,,,1320194936.0,28179100.0,1331873537.89
2017-09-23,87.5,92.32,86.77,92.0,,,,,,,,,,,,,,1363227576.0,26372900.0,1389104237.4
2017-09-24,92.0,92.27,87.22,89.39,,,,,,,,,,,,,,1363663716.0,22224000.0,1354030337.14
2017-09-25,89.39,94.85,88.85,94.09,,,,,,,,,,,,,,1395743834.0,28114300.0,1417112419.43
2017-09-26,94.09,95.58,91.7,93.7,,,,,,,,,,,,,,1424534632.0,32540800.0,1409765794.22
2017-09-27,93.7,104.83,93.25,102.5,,,,,,,,,,,,,,1472896503.0,51634900.0,1530042972.44
2017-09-28,102.5,102.75,96.41,98.18,,,,,,,,,,,,,,1505170963.0,41822000.0,1472813809.79
2017-09-29,98.18,99.0,89.38,95.0,,,,,,,,,,,,,,1441418286.0,38972400.0,1431867171.69
2017-09-30,95.0,97.0,94.41,96.05,,,,,,,,,,,,,,1448170993.0,28498000.0,1451285632.52
2017-10-01,96.05,96.49,91.82,93.38,,,,,,,,,,,,,,1423599354.0,25936500.0,1413301391.89
2017-10-02,93.38,94.19,91.0,91.77,,,,,,,,,,,,,,1398188522.0,27534700.0,1388295450.34
2017-10-03,91.77,94.9,87.0,93.27,,,,,,,,,,,,,,1367188092.0,44289800.0,1410195718.72
2017-10-04,93.27,94.36,88.05,89.96,,,,,,,,,,,,,,1380076352.0,29568100.0,1371790082.95
2017-10-05,89.96,92.1,87.22,91.65,,,,,,,,,,,,,,1370261874.0,27697400.0,1393818937.34
2017-10-06,91.65,93.2,90.06,91.13,,,,,,,,,,,,,,1393591472.0,24504100.0,1384544569.71
2017-10-07,91.13,92.49,89.53,91.5,,,,,,,,,,,,,,1380204132.0,22617600.0,1392773843.25
2017-10-08,91.5,92.29,90.0,90.0,,,,,,,,,,,,,,1386407036.0,29220800.0,1363880493.3
2017-10-09,90.0,90.39,83.3,85.17,,,,,,,,,,,,,,1343224250.0,38063700.0,1299076873.65
2017-10-10,85.17,88.55,84.0,86.85,,,,,,,,,,,,,,1318321315.0,31695500.0,1319760112.03
2017-10-11,86.85,88.5,85.56,87.48,,,,,,,,,,,,,,1324527726.0,21103400.0,1329299222.14
2017-10-12,87.48,89.5,86.55,87.39,,,,,,,,,,,,,,1330928321.0,32783200.0,1324664309.64
2017-10-13,87.39,97.08,85.2,94.86,,,,,,,,,,,,,,1378175725.0,63578800.0,1447242846.43
2017-10-14,94.86,103.65,93.5,99.73,,,,,,,,,,,,,,1448023627.0,38886100.0,1524757033.7
2017-10-15,99.73,101.02,91.07,94.46,,,,,,,,,,,,,,1455040347.0,34188200.0,1444160247.92
2017-10-16,94.46,98.9,93.0,95.71,,,,,,,,,,,,,,1449499578.0,32185000.0,1460340924.0
2017-10-17,95.71,97.0,90.09,90.88,,,,,,,,,,,,,,1433405478.0,43866200.0,1390445863.44
2017-10-18,90.88,91.98,85.0,89.0,,,,,,,,,,,,,,1351274018.0,36277100.0,1364301687.72
2017-10-19,89.0,92.74,87.45,88.25,,,,,,,,,,,,,,1365700390.0,35302300.0,1350683153.22
2017-10-20,88.25,93.0,87.8,90.32,,,,,,,,,,,,,,1372089282.0,38260700.0,1380290537.54
2017-10-21,90.32,90.51,85.81,87.74,,,,,,,,,,,,,,1338072145.0,25267200.0,1343832335.91
2017-10-22,87.74,89.0,85.0,86.4,,,,,,,,,,,,,,1326509946.0,27130000.0,1320710395.98
2017-10-23,86.4,87.5,81.6,85.5,,,,,,,,,,,,,,1297348762.0,26261800.0,1300159003.74
2017-10-24,85.5,92.0,82.42,87.75,,,,,,,,,,,,,,1356603558.0,42191100.0,1349266288.78
2017-10-25,87.75,95.0,85.0,87.9,,,,,,,,,,,,,,1343132370.0,59952100.0,1345488594.23
2017-10-26,87.9,89.41,87.0,88.8,,,,,,,,,,,,,,1348978407.0,23132200.0,1352781902.18
2017-10-27,88.8,89.0,86.1,86.1,,,,,,,,,,,,,,,27939000.0,1325094780.48
2017-10-28,86.1,87.45,85.07,86.07,,,,,,,,,,,,,,,25397400.0,1318739404.57
2017-10-29,86.07,89.97,85.27,88.5,,,,,,,,,,,,,,,38368700.0,1355008518.65
2017-10-30,88.5,91.0,87.8,88.89,,,,,,,,,,,,,,1358252849.0,28179100.0,1358259306.36
2017-10-31,88.89,89.41,87.25,87.5,,,,,,,,,,,,,,1350544149.0,28704900.0,1340360432.37
2017-11-01,87.5,88.27,84.34,86.0,,,,,,,,,,,,,,1321558104.0,36899300.0,1311246352.59
2017-11-02,86.0,86.0,80.0,82.92,,,,,,,,,,,,,,1273539111.0,48608100.0,1281705787.87
2017-11-03,82.92,89.4,82.92,87.25,,,,,,,,,,,,,,1310894416.0,37321100.0,1346717667.94
2017-11-04,87.25,87.99,84.5,87.0,,,,,,,,,,,,,,1328298432.0,23011500.0,1336606579.03
2017-11-05,87.0,89.16,85.73,86.29,,,,,,,,,,,,,,1332060547.0,27619800.0,1322357278.54
2017-11-06,86.29,102.0,85.7,102.0,,,,,,,,,,,,,,1398801120.0,103722000.0,1576560770.27
2017-11-07,102.0,104.0,93.13,98.39,,,,,,,,,,,,,,1518543817.0,81253296.0,1528681781.35
2017-11-08,98.39,115.0,98.23,112.4,,,,,,,,,,,,,,1571490188.0,79822896.0,1736814304.59
2017-11-09,112.4,123.0,110.74,118.0,,,,,,,,,,,,,,1786340252.0,86864600.0,1851746657.17
2017-11-10,118.0,120.7,99.25,104.54,,,,,,,,,,,,,,1728052019.0,84614000.0,1619278938.94
2017-11-11,104.54,129.1,102.25,119.16,,,,,,,,,,,,,,1735250195.0,107708000.0,1834925366.77
2017-11-12,119.16,135.0,107.66,124.5,,,,,,,,,,,,,,1846385131.0,144948000.0,1900531380.82
2017-11-13,124.5,134.5,117.03,122.26,,,,,,,,,,,,,,1924753160.0,116200000.0,1893707209.7
2017-11-14,122.26,123.24,116.4,121.33,,,,,,,,,,,,,,1878183359.0,53544800.0,1878462846.74
2017-11-15,121.33,124.0,117.5,120.99,,,,,,,,,,,,,,1880429055.0,49976700.0,1863957656.43
2017-11-16,120.99,127.79,118.01,120.01,,,,,,,,,,,,,,1876732669.0,74944096.0,1848061539.39
2017-11-17,120.01,126.5,118.33,126.5,,,,,,,,,,,,,,1884733616.0,47127700.0,1946821108.7
2017-11-18,126.5,135.0,122.73,131.07,,,,,,,,,,,,,,1969183101.0,62156400.0,2010373830.39
2017-11-19,131.07,134.0,125.5,129.66,,,,,,,,,,,,,,2015680462.0,42133000.0,1990643584.96
2017-11-20,129.66,141.83,128.5,136.75,,,,,,,,,,,,,,2069101140.0,59945400.0,2087790928.99
2017-11-21,136.75,142.91,131.1,142.0,,,,,,,,,,,,,,2123576621.0,72701504.0,2179643580.4
2017-11-22,142.0,173.37,140.45,165.0,,,,,,,,,,,,,,2342855452.0,189472000.0,2553477031.2
2017-11-23,165.0,173.67,153.0,159.0,,,,,,,,,,,,,,2504816213.0,109392000.0,2441141983.3
2017-11-24,159.0,162.09,154.5,158.92,,,,,,,,,,,,,,2444033662.0,69178000.0,2463685720.76
2017-11-25,158.92,169.5,157.8,168.2,,,,,,,,,,,,,,2535211490.0,64076700.0,2593909210.91
2017-11-26,168.2,168.2,157.0,162.5,,,,,,,,,,,,,,2501719272.0,61100400.0,2516566124.23
2017-11-27,162.5,173.0,157.87,173.0,,,,,,,,,,,,,,2533000615.0,81489696.0,2671589287.62
2017-11-28,173.0,196.82,170.1,196.66,,,,,,,,,,,,,,2826973245.0,179179008.0,3131835746.12
2017-11-29,196.66,208.5,150.96,165.49,,,,,,,,,,,,,,2923501846.0,178828000.0,2591497370.75
2017-11-30,165.49,189.42,151.0,175.03,,,,,,,,,,,,,,2702872506.0,128112000.0,2777783403.09
2017-12-01,175.03,188.6,165.77,185.66,,,,,,,,,,,,,,2770044298.0,70430496.0,2945128777.8
2017-12-02,185.66,203.0,183.63,201.0,,,,,,,,,,,,,,2926142016.0,80791104.0,3132576040.9
2017-12-03,201.0,207.07,184.49,195.88,,,,,,,,,,,,,,3096836032.0,111303000.0,3087399521.02
2017-12-04,195.88,208.55,188.5,208.55,,,,,,,,,,,,,,3074925954.0,74534400.0,3244689936.48
2017-12-05,208.55,248.0,206.12,247.48,,,,,,,,,,,,,,3492478763.0,352326016.0,4161145260.79
2017-12-06,247.48,285.04,242.52,254.48,,,,,,,,,,,,,,4161706179.0,543884032.0,4304481131.65
2017-12-07,254.48,277.9,225.68,259.78,,,,,,,,,,,,,,4036561233.0,299528000.0,4338994024.21
2017-12-08,259.78,268.94,230.01,261.13,,,,,,,,,,,,,,4118705411.0,201496992.0,4275482231.88
2017-12-09,261.13,270.0,238.61,256.1,,,,,,,,,,,,,,4152440170.0,161152000.0,4055933197.41
2017-12-10,256.1,256.1,214.04,241.22,,,,,,,,,,,,,,3754473067.0,142120000.0,3790206408.79
2017-12-11,241.22,275.0,238.67,272.36,,,,,,,,,,,,,,4051148710.0,152496992.0,4320671235.18
2017-12-12,272.36,305.0,270.52,291.81,,,,,,,,,,,,,,4524603800.0,271785984.0,4759398522.57
2017-12-13,291.81,321.25,274.41,293.58,,,,,,,,,,,,,,4780390134.0,248583008.0,4731210135.86
2017-12-14,293.58,320.66,290.0,318.4,,,,,,,,,,,,,,4923449604.0,261052992.0,5033680893.62
2017-12-15,318.4,319.99,290.0,310.2,,,,,,,,,,,,,,4756305069.0,163054000.0,4835297456.6
2017-12-16,310.2,329.29,307.57,321.0,,,,,,,,,,,,,,4974165043.0,164860992.0,5067508529.0
2017-12-17,321.0,359.6,320.5,344.0,,,,,,,,,,,,,,5334046355.0,278704992.0,5443182600.78
2017-12-18,344.0,375.0,319.0,372.5,,,,,,,,,,,,,,5424927402.0,217306000.0,5911607600.78
2017-12-19,372.5,392.84,325.0,358.0,,,,,,,,,,,,,,5733382911.0,317292000.0,5846879335.06
2017-12-20,358.0,478.0,315.0,475.0,,,,,,,,,,,,,,6369003840.0,498648000.0,7274153721.22
2017-12-21,475.0,475.0,370.0,405.0,,,,,,,,,,,,,,6813743141.0,354020992.0,6480898958.34
2017-12-22,405.0,411.83,242.5,317.0,,,,,,,,,,,,,,5339516154.0,334616992.0,5366580652.59
2017-12-23,317.0,380.0,312.22,339.5,,,,,,,,,,,,,,5833669671.0,190116992.0,5923623515.83
2017-12-24,339.5,350.44,281.0,326.0,,,,,,,,,,,,,,5146062413.0,134675008.0,5231008877.94
2017-12-25,326.0,350.0,312.0,330.28,,,,,,,,,,,,,,5257908387.0,119632000.0,5600606030.04
2017-12-26,330.28,362.25,330.0,356.52,,,,,,,,,,,,,,5459199179.0,161342000.0,5924437085.61
2017-12-27,356.52,409.3,342.14,374.0,,,,,,,,,,,,,,5816255047.0,250742000.0,6550988729.55
2017-12-28,374.0,376.6,322.88,348.91,,,,,,,,,,,,,,5417099496.0,162716992.0,5884086091.42
2017-12-29,348.91,367.61,334.84,350.0,,,,,,,,,,,,,,5540829558.0,173824992.0,5864235867.6
2017-12-30,350.0,352.7,287.0,304.0,,,,,,,,,,,,,,5037002838.0,140463008.0,5141910458.81
2017-12-31,304.0,340.13,299.25,331.83,,,,,,,,,,,,,,5077037446.0,101667000.0,5426213308.04
2018-01-01,331.83,344.8,314.5,335.1,,,,,,,,,,,,,,5199018979.0,110244000.0,5581120934.98
2018-01-02,335.1,370.48,335.1,364.17,,,,,,,,,,,,,,5558169948.0,224768992.0,5964399705.03
2018-01-03,364.17,390.0,360.0,386.0,,,,,,,,,,,,,,5857754310.0,180190000.0,6411585177.11
2018-01-04,386.0,387.83,353.06,368.1,,,,,,,,,,,,,,5828062193.0,166108000.0,6272888690.21
2018-01-05,368.1,377.49,338.51,356.96,,,,,,,,,,,,,,5668611736.0,182618000.0,5992584072.41
2018-01-06,356.96,395.99,349.25,394.0,,,,,,,,,,,,,,5811336574.0,235391008.0,7050367554.89
2018-01-07,394.0,421.0,391.0,400.25,,,,,,,,,,,,,,6430468234.0,262443008.0,7154336651.27
2018-01-08,400.25,409.37,338.85,400.05,,,,,,,,,,,,,,6115296986.0,220924000.0,6310711418.58
2018-01-09,400.05,447.8,392.83,408.03,,,,,,,,,,,,,,6661691767.0,522438016.0,6441143443.34
2018-01-10,408.03,416.29,362.18,403.44,,,,,,,,,,,,,,6209453927.0,265152000.0,6355609799.34
2018-01-11,406.41,416.38,339.99,351.15,,,,,,,,,,,,,,5892855171.0,187722000.0,5544166297.27
2018-01-12,353.02,390.22,338.05,387.24,,,,,,,,,,,,,,5857082074.0,158188992.0,6156715899.45
2018-01-13,387.24,428.82,386.97,413.9,,,,,,,,,,,,,,6524155266.0,248704992.0,6552526597.74
2018-01-14,413.9,434.18,370.0,393.64,,,,,,,,,,,,,,6378505861.0,180678000.0,6233759351.34
2018-01-15,393.64,436.75,383.59,413.0,,,,,,,,,,,,,,6477765728.0,264782000.0,6470253893.75
2018-01-16,413.0,417.0,255.0,308.56,,,,,,,,,,,,,,5616529395.0,283036000.0,4996098563.17
2018-01-17,308.56,326.64,237.39,315.0,,,,,,,,,,,,,,4700638691.0,192936992.0,4983953588.16
2018-01-18,315.0,341.14,296.37,306.13,,,,,,,,,,,,,,5199249319.0,152851008.0,4942797699.02
2018-01-19,306.13,363.2,300.45,361.5,,,,,,,,,,,,,,5205630362.0,199852000.0,5696373156.82
2018-01-20,361.5,406.0,351.0,383.99,,,,,,,,,,,,,,6042158035.0,240595008.0,5997110229.09
2018-01-21,383.99,388.0,331.0,343.73,,,,,,,,,,,,,,5621026854.0,126395000.0,5393668388.18
2018-01-22,343.73,355.0,285.0,314.0,,,,,,,,,,,,,,5175197922.0,116893000.0,4938742502.04
2018-01-23,314.0,321.91,284.0,306.79,,,,,,,,,,,,,,4836938012.0,116898000.0,4823688869.61
2018-01-24,306.79,326.26,297.72,318.6,,,,,,,,,,,,,,4919212931.0,92263600.0,4964731064.0
2018-01-25,318.6,328.0,305.1,315.61,,,,,,,,,,,,,,4996869267.0,76537296.0,4961214334.87
