TIMESTAMP,ETH_OPEN_PRICE_USD,ETH_HIGH_PRICE_USD,ETH_LOW_PRICE_USD,ETH_CLOSE_PRICE_USD
2017-06-01,230.8860015869,236.220993042,214.4799957275,222.2389984131
2017-06-02,222.2859954834,229.4109954834,219.5839996338,223.7749938965
2017-06-03,223.4640045166,225.9730072021,219.4190063477,224.3760070801
2017-06-04,224.1170043945,250.4100036621,223.9810028076,245.3320007324
2017-06-05,245.2619934082,249.4689941406,243.0489959717,248.4640045166
2017-06-06,248.5989990234,267.5140075684,246.8390045166,264.466003418
2017-06-07,264.2600097656,264.6740112305,254.0399932861,258.0710144043
2017-06-08,257.9909973145,262.2520141602,253.9750061035,261.6659851074
2017-06-09,261.7489929199,282.7609863281,261.7489929199,281.7369995117
2017-06-10,282.0140075684,350.2609863281,282.0140075684,337.6679992676
2017-06-11,338.7940063477,353.0109863281,318.1709899902,340.6090087891
2017-06-12,341.1640014648,414.7560119629,341.1640014648,401.4899902344
2017-06-13,395.6860046387,411.1780090332,370.0570068359,397.5369873047
2017-06-14,397.5889892578,399.324005127,342.2149963379,359.0530090332
2017-06-15,358.5069885254,364.4389953613,300.700012207,361.933013916
2017-06-16,361.1820068359,373.0549926758,341.4169921875,370.2269897461
2017-06-17,369.8829956055,379.4140014648,364.0020141602,379.4140014648
2017-06-18,379.5190124512,390.5809936523,368.8439941406,371.4580078125
2017-06-19,371.8640136719,377.1149902344,369.7630004883,370.0559997559
2017-06-20,370.3269958496,377.9689941406,350.941986084,359.0050048828
2017-06-21,359.5400085449,361.3429870605,319.4790039063,336.8720092773
2017-06-22,337.733001709,342.0270080566,330.6220092773,336.3710021973
2017-06-23,336.4849853516,348.0060119629,334.9899902344,341.7390136719
2017-06-24,341.625,343.6210021973,322.0870056152,323.6960144043
2017-06-25,323.466003418,332.7919921875,284.6459960938,303.2479858398
2017-06-26,302.9549865723,311.4580078125,238.6490020752,272.691986084
2017-06-27,272.691986084,293.0880126953,227.1369934082,293.0880126953
2017-06-28,293.0419921875,333.1040039063,276.4140014648,327.9270019531
2017-06-29,328.3659973145,330.7080078125,297.3729858398,302.8829956055
2017-06-30,303.1520080566,315.1719970703,288.4429931641,294.9159851074
2017-07-01,293.3529968262,293.7479858398,268.6170043945,274.6010131836
2017-07-02,275.1229858398,295.5090026855,262.5199890137,287.9869995117
2017-07-03,288.4140014648,291.1040039063,281.175994873,282.8980102539
2017-07-04,282.1910095215,287.3880004883,273.1109924316,273.3030090332
2017-07-05,273.0989990234,275.125,261.4469909668,268.7739868164
2017-07-06,268.858001709,278.4760131836,265.5119934082,270.5490112305
2017-07-07,270.3500061035,273.9429931641,244.1739959717,245.9909973145
2017-07-08,245.8899993896,273.4769897461,236.550994873,251.6970062256
2017-07-09,251.8220062256,255.1049957275,242.1369934082,242.1369934082
2017-07-10,243.0110015869,243.0709991455,196.9649963379,215.3569946289
2017-07-11,211.5249938965,220.2910003662,183.391998291,197.404006958
2017-07-12,197.1519927979,230.7740020752,189.5890045166,230.7740020752
2017-07-13,231.81199646,231.81199646,200.0650024414,209.733001709
2017-07-14,209.529006958,211.1009979248,187.3739929199,199.6620025635
2017-07-15,199.7089996338,200.1609954834,170.6549987793,170.6549987793
2017-07-16,169.574005127,172.0140075684,133.7230072021,157.3630065918
2017-07-17,159.9909973145,194.7530059814,158.0440063477,193.4239959717
2017-07-18,195.0269927979,267.9859924316,182.0590057373,234.3910064697
2017-07-19,234.9409942627,245.6510009766,191.7449951172,199.7030029297
2017-07-20,205.4219970703,233.904006958,203.216003418,227.2649993896
2017-07-21,226.0610046387,235.1179962158,213.0099945068,218.3049926758
2017-07-22,217.8600006104,232.6959991455,216.8679962158,229.4759979248
2017-07-23,229.1230010986,231.6799926758,217.7220001221,225.9510040283
2017-07-24,226.2850036621,227.5379943848,222.4530029297,224.7109985352
2017-07-25,224.3730010986,225.324005127,195.8450012207,206.7100067139
2017-07-26,207.0859985352,210.766998291,194.783996582,203.9530029297
2017-07-27,204.8560028076,206.4440002441,201.2599945068,204.3179931641
2017-07-28,204.3249969482,204.8970031738,192.3040008545,193.1230010986
2017-07-29,193.341003418,208.6790008545,179.6470031738,205.7890014648
2017-07-30,206.7359924316,208.5410003662,196.1490020752,197.9779968262
2017-07-31,197.4049987793,203.8710021973,193.4109954834,203.8710021973
2017-08-01,204.68800354,227.7440032959,204.68800354,226.7689971924
2017-08-02,227.0059967041,229.5119934082,218.1179962158,219.9519958496
2017-08-03,220.1799926758,228.2920074463,219.8880004883,225.3419952393
2017-08-04,225.3079986572,227.6210021973,222.0570068359,223.0729980469
2017-08-05,222.8520050049,256.5069885254,221.9519958496,256.5069885254
2017-08-06,256.4190063477,271.0490112305,252.8520050049,261.566986084
2017-08-07,261.2369995117,271.9630126953,256.6889953613,269.1799926758
2017-08-08,269.1000061035,298.9070129395,266.7959899902,296.7690124512
2017-08-09,297.6319885254,318.716003418,276.6900024414,296.0270080566
2017-08-10,296.9609985352,306.5929870605,289.925994873,295.891998291
2017-08-11,294.4949951172,309.2090148926,294.4949951172,308.8640136719
2017-08-12,308.7099914551,317.5599975586,307.8959960938,310.6010131836
2017-08-13,310.3659973145,310.8160095215,289.3139953613,298.0639953613
2017-08-14,298.0310058594,306.8070068359,296.4119873047,300.0969848633
2017-08-15,299.9519958496,300.408996582,279.3269958496,289.8179931641
2017-08-16,289.8190002441,303.4129943848,285.3850097656,302.266998291
2017-08-17,302.8049926758,311.0280151367,300.25,301.4570007324
2017-08-18,301.6969909668,307.9599914551,292.4989929199,295.5899963379
2017-08-19,296.1809997559,301.6669921875,286.183013916,297.4700012207
2017-08-20,296.6440124512,301.4280090332,291.5799865723,301.4280090332
2017-08-21,300.4760131836,347.0490112305,297.2340087891,321.591003418
2017-08-22,321.0549926758,327.3609924316,297.9129943848,314.7850036621
2017-08-23,315.2659912109,324.2099914551,314.5390014648,317.5190124512
2017-08-24,317.4479980469,327.9599914551,317.0809936523,325.6109924316
2017-08-25,326.1090087891,336.3980102539,325.7959899902,331.9150085449
2017-08-26,331.9899902344,334.9849853516,327.9190063477,333.8819885254
2017-08-27,334.3569946289,347.8930053711,334.3569946289,347.8930053711
2017-08-28,350.0429992676,352.0539855957,338.4070129395,347.7470092773
2017-08-29,347.9649963379,373.7630004883,347.7900085449,370.6669921875
2017-08-30,369.4729919434,388.7479858398,361.9710083008,378.4849853516
2017-08-31,378.4410095215,386.1390075684,376.3540039063,383.0419921875
2017-09-01,383.467010498,390.0440063477,383.467010498,387.7409973145
2017-09-02,387.824005127,389.3529968262,328.0950012207,348.9840087891
2017-09-03,350.2290039063,366.4869995117,332.2319946289,347.4840087891
2017-09-04,347.1329956055,347.1329956055,279.9389953613,295.1709899902
2017-09-05,297.566986084,318.5719909668,268.2850036621,312.9880065918
2017-09-06,313.8020019531,334.657989502,313.4899902344,334.3380126953
2017-09-07,333.5190124512,333.5190124512,319.9389953613,329.4280090332
2017-09-08,329.6359863281,329.6359863281,285.1570129395,296.4970092773
2017-09-09,296.1690063477,299.8909912109,287.2200012207,294.4049987793
2017-09-10,294.0639953613,294.7640075684,268.9729919434,288.7470092773
2017-09-11,289.7449951172,300.6879882813,286.6849975586,294.5320129395
2017-09-12,294.6300048828,311.1950073242,287.2279968262,291.4639892578
