TIMESTAMP,CUSD_OPEN_PRICE_USD,CUSD_HIGH_PRICE_USD,CUSD_LOW_PRICE_USD,CUSD_CLOSE_PRICE_USD,CUSD_VOLUME_USD,CUSD_DIVIDENDS_USD,CUSD_STOCK_SPLITS_USD
2020-09-30 00:00:00+00:00,1.003999948501587,1.007599949836731,0.9944999814033508,0.996999979019165,3248,0.0,0.0
2020-10-01 00:00:00+00:00,0.996999979019165,0.996999979019165,0.9950000047683716,0.9950000047683716,196,0.0,0.0
2020-10-02 00:00:00+00:00,0.9950000047683716,1.0049999952316284,0.9950000047683716,1.0049999952316284,5,0.0,0.0
2020-10-03 00:00:00+00:00,1.0049999952316284,1.0054999589920044,1.0049999952316284,1.0049999952316284,110,0.0,0.0
2020-10-04 00:00:00+00:00,1.0049999952316284,1.0049999952316284,1.0049999952316284,1.0049999952316284,0,0.0,0.0
2020-10-05 00:00:00+00:00,1.0049999952316284,1.0049999952316284,0.992900013923645,1.0,812,0.0,0.0
2020-10-06 00:00:00+00:00,1.0,1.0,0.9944000244140625,0.9944000244140625,20,0.0,0.0
2020-10-07 00:00:00+00:00,0.9944000244140625,0.9944000244140625,0.9944000244140625,0.9944000244140625,3,0.0,0.0
2020-10-08 00:00:00+00:00,0.9944000244140625,1.0032000541687012,0.9930999875068665,0.9930999875068665,741,0.0,0.0
2020-10-09 00:00:00+00:00,0.9930999875068665,1.003999948501587,0.9927999973297119,1.003999948501587,1311,0.0,0.0
2020-10-10 00:00:00+00:00,1.003999948501587,1.003999948501587,0.9976000189781189,0.9976000189781189,40,0.0,0.0
2020-10-11 00:00:00+00:00,0.9976000189781189,1.0003999471664429,0.9950000047683716,0.9950000047683716,560,0.0,0.0
2020-10-12 00:00:00+00:00,0.9950000047683716,1.0038000345230103,0.9948999881744385,1.0038000345230103,2221,0.0,0.0
2020-10-13 00:00:00+00:00,1.0038000345230103,1.0038000345230103,0.9936000108718872,0.9954000115394592,354,0.0,0.0
2020-10-14 00:00:00+00:00,0.9954000115394592,1.0038000345230103,0.9948999881744385,0.9948999881744385,1240,0.0,0.0
