TIMESTAMP,ZODI_OPEN_PRICE_USD,ZODI_HIGH_PRICE_USD,ZODI_LOW_PRICE_USD,ZODI_CLOSE_PRICE_USD,ZODI_VOLUME_USD,ZODI_DIVIDENDS_USD,ZODI_STOCK_SPLITS_USD
2021-12-02 00:00:00+00:00,0.6773480176925659,0.7840250134468079,0.6284629702568054,0.6360780000686646,7451993,0.0,0.0
2021-12-03 00:00:00+00:00,0.6357870101928711,0.6497460007667542,0.3869880139827728,0.4612540006637573,8846306,0.0,0.0
2021-12-04 00:00:00+00:00,0.46137499809265137,0.4635219871997833,0.27639898657798767,0.34400299191474915,1997995,0.0,0.0
2021-12-05 00:00:00+00:00,0.3441619873046875,0.3599480092525482,0.3238449990749359,0.34358400106430054,0,0.0,0.0
2021-12-06 00:00:00+00:00,0.34418898820877075,0.3451380133628845,0.29214000701904297,0.313293993473053,11806,0.0,0.0
2021-12-07 00:00:00+00:00,0.3134259879589081,0.36505600810050964,0.3134259879589081,0.3505530059337616,273843,0.0,0.0
2021-12-08 00:00:00+00:00,0.35118499398231506,0.4809969961643219,0.3420889973640442,0.4791199862957001,804861,0.0,0.0
2021-12-09 00:00:00+00:00,0.47821399569511414,0.6255760192871094,0.45236000418663025,0.5026059746742249,2181031,0.0,0.0
2021-12-10 00:00:00+00:00,0.5016599893569946,0.5863230228424072,0.44582998752593994,0.4863170087337494,2206300,0.0,0.0
2021-12-11 00:00:00+00:00,0.48564401268959045,0.5546500086784363,0.4793190062046051,0.5347560048103333,1053078,0.0,0.0
2021-12-12 00:00:00+00:00,0.5346360206604004,0.5839530229568481,0.50347900390625,0.5686929821968079,694909,0.0,0.0
2021-12-13 00:00:00+00:00,0.5684890151023865,0.6169670224189758,0.4984759986400604,0.5193520188331604,825498,0.0,0.0
2021-12-14 00:00:00+00:00,0.5191919803619385,0.5843949913978577,0.5168600082397461,0.5564789772033691,700979,0.0,0.0
2021-12-15 00:00:00+00:00,0.5564699769020081,0.5912309885025024,0.4977180063724518,0.5385640263557434,842156,0.0,0.0
2021-12-16 00:00:00+00:00,0.5387319922447205,0.5548700094223022,0.49268800020217896,0.49560099840164185,705522,0.0,0.0
2021-12-17 00:00:00+00:00,0.4955739974975586,0.5496029853820801,0.41490501165390015,0.4655900001525879,651859,0.0,0.0
2021-12-18 00:00:00+00:00,0.46567800641059875,0.4768649935722351,0.39900800585746765,0.433214008808136,769800,0.0,0.0
2021-12-19 00:00:00+00:00,0.43326300382614136,0.4392029941082001,0.39889100193977356,0.4148400127887726,288279,0.0,0.0
2021-12-20 00:00:00+00:00,0.41469600796699524,0.4454909861087799,0.3647010028362274,0.41529399156570435,374726,0.0,0.0
2021-12-21 00:00:00+00:00,0.41553398966789246,0.44222399592399597,0.40679699182510376,0.409945011138916,380934,0.0,0.0
2021-12-22 00:00:00+00:00,0.4096049964427948,0.43151599168777466,0.407150000333786,0.41390201449394226,116865,0.0,0.0
2021-12-23 00:00:00+00:00,0.4139609932899475,0.6191970109939575,0.3925679922103882,0.5102850198745728,537832,0.0,0.0
2021-12-24 00:00:00+00:00,0.510683000087738,0.5265849828720093,0.48998400568962097,0.5105270147323608,558643,0.0,0.0
2021-12-25 00:00:00+00:00,0.5093759894371033,0.5153210163116455,0.48314499855041504,0.4894059896469116,118431,0.0,0.0
2021-12-26 00:00:00+00:00,0.490217000246048,0.49532899260520935,0.4621559977531433,0.49439001083374023,76570,0.0,0.0
2021-12-27 00:00:00+00:00,0.49370500445365906,0.5009329915046692,0.45885398983955383,0.48351699113845825,111240,0.0,0.0
2021-12-28 00:00:00+00:00,0.4828900098800659,0.7470740079879761,0.4721980094909668,0.5546830296516418,1266296,0.0,0.0
2021-12-29 00:00:00+00:00,0.55314701795578,0.6308140158653259,0.5500019788742065,0.588362991809845,1307412,0.0,0.0
2021-12-30 00:00:00+00:00,0.5889660120010376,0.6838409900665283,0.5719829797744751,0.6810219883918762,418543,0.0,0.0
2021-12-31 00:00:00+00:00,0.6815090179443359,0.7455459833145142,0.24640299379825592,0.25159698724746704,3952179,0.0,0.0
2022-01-01 00:00:00+00:00,0.2515900135040283,0.3002060055732727,0.23988300561904907,0.23988300561904907,2568049,0.0,0.0
2022-01-02 00:00:00+00:00,0.23988300561904907,0.2799290120601654,0.21124400198459625,0.21124400198459625,669927,0.0,0.0
