TIMESTAMP,NBS_OPEN_PRICE_USD,NBS_HIGH_PRICE_USD,NBS_LOW_PRICE_USD,NBS_CLOSE_PRICE_USD,NBS_VOLUME_USD,NBS_DIVIDENDS_USD,NBS_STOCK_SPLITS_USD
2020-09-19 00:00:00+00:00,0.024731000885367393,0.02519400045275688,0.02035599946975708,0.022343000397086143,20737951,0.0,0.0
2020-09-20 00:00:00+00:00,0.022120000794529915,0.022314999252557755,0.018949000164866447,0.019517000764608383,8367207,0.0,0.0
2020-09-21 00:00:00+00:00,0.019517000764608383,0.022221000865101814,0.011768000200390816,0.012331999838352203,11424310,0.0,0.0
2020-09-22 00:00:00+00:00,0.012532000429928303,0.013062000274658203,0.010409999638795853,0.010459000244736671,5211454,0.0,0.0
2020-09-23 00:00:00+00:00,0.010487999767065048,0.010544000193476677,0.008240999653935432,0.008988000452518463,0,0.0,0.0
2020-09-24 00:00:00+00:00,0.007675000000745058,0.008504999801516533,0.007282000035047531,0.008422000333666801,0,0.0,0.0
2020-09-25 00:00:00+00:00,0.00839100033044815,0.00936300028115511,0.007902000099420547,0.008716999553143978,0,0.0,0.0
2020-09-26 00:00:00+00:00,0.008720999583601952,0.008817000314593315,0.008204000070691109,0.008329999633133411,0,0.0,0.0
2020-09-27 00:00:00+00:00,0.008325999602675438,0.00834800023585558,0.007720000110566616,0.007817000150680542,0,0.0,0.0
2020-09-28 00:00:00+00:00,0.0077390000224113464,0.008112999610602856,0.007412999868392944,0.007457999978214502,0,0.0,0.0
2020-09-29 00:00:00+00:00,0.007457999978214502,0.007526999805122614,0.006812000181525946,0.006988000124692917,0,0.0,0.0
2020-09-30 00:00:00+00:00,0.006982000079005957,0.007073999848216772,0.006378000136464834,0.006477999966591597,1909022,0.0,0.0
2020-10-01 00:00:00+00:00,0.006477999966591597,0.007412999868392944,0.0062409997917711735,0.007342000026255846,2939840,0.0,0.0
2020-10-02 00:00:00+00:00,0.007348000071942806,0.01039700023829937,0.007329999934881926,0.008892999961972237,17337096,0.0,0.0
2020-10-03 00:00:00+00:00,0.008886000141501427,0.008886000141501427,0.007600999902933836,0.007757000159472227,3126174,0.0,0.0
2020-10-04 00:00:00+00:00,0.00776199996471405,0.008338999934494495,0.0074720000848174095,0.007751999888569117,1845372,0.0,0.0
2020-10-05 00:00:00+00:00,0.007751999888569117,0.007934000343084335,0.007178999949246645,0.00723200011998415,1532075,0.0,0.0
2020-10-06 00:00:00+00:00,0.00723800016567111,0.007366999983787537,0.006382000166922808,0.00646300008520484,1564263,0.0,0.0
2020-10-07 00:00:00+00:00,0.006461999844759703,0.006535000167787075,0.006010999903082848,0.006535000167787075,1444811,0.0,0.0
2020-10-08 00:00:00+00:00,0.0065390001982450485,0.009147999808192253,0.006101999897509813,0.008078999817371368,6483024,0.0,0.0
2020-10-09 00:00:00+00:00,0.008066000416874886,0.008066000416874886,0.0075159999541938305,0.007751000113785267,3694966,0.0,0.0
2020-10-10 00:00:00+00:00,0.00774900009855628,0.007860999554395676,0.006972999777644873,0.006972999777644873,1918153,0.0,0.0
2020-10-11 00:00:00+00:00,0.006972999777644873,0.007242000196129084,0.0069679999724030495,0.007193000055849552,1420027,0.0,0.0
2020-10-12 00:00:00+00:00,0.007191999815404415,0.007712999824434519,0.00698699988424778,0.0070039997808635235,3649372,0.0,0.0
2020-10-13 00:00:00+00:00,0.007009000051766634,0.0071390001103281975,0.006736000068485737,0.006932999938726425,1712464,0.0,0.0
