TIMESTAMP,VMC_OPEN_PRICE_USD,VMC_HIGH_PRICE_USD,VMC_LOW_PRICE_USD,VMC_CLOSE_PRICE_USD,VMC_VOLUME_USD,VMC_DIVIDENDS_USD,VMC_STOCK_SPLITS_USD
2025-03-05 00:00:00+00:00,2210.412109375,2223.103271484375,2115.046142578125,2188.687255859375,1029539,0.0,0.0
2025-03-06 00:00:00+00:00,2188.687255859375,2226.093994140625,1988.589111328125,2171.11181640625,408000,0.0,0.0
2025-03-07 00:00:00+00:00,2171.11181640625,2192.72802734375,1887.7637939453125,1887.776611328125,14021,0.0,0.0
2025-03-08 00:00:00+00:00,1887.776611328125,1887.776611328125,1661.58447265625,1834.708740234375,66,0.0,0.0
2025-03-09 00:00:00+00:00,1834.708740234375,1925.3648681640625,652.2514038085938,652.3046875,354,0.0,0.0
2025-03-10 00:00:00+00:00,652.3046875,652.5011596679688,611.273681640625,611.4428100585938,20,0.0,0.0
2025-03-11 00:00:00+00:00,611.4428100585938,612.538330078125,611.435546875,611.7014770507812,20,0.0,0.0
2025-03-12 00:00:00+00:00,611.7014770507812,612.2678833007812,611.4261474609375,611.70654296875,20,0.0,0.0
2025-03-13 00:00:00+00:00,611.70654296875,612.3944702148438,611.3983764648438,611.5071411132812,20,0.0,0.0
2025-03-14 00:00:00+00:00,611.5071411132812,612.1328125,611.483642578125,611.916259765625,20,0.0,0.0
2025-03-15 00:00:00+00:00,611.916259765625,612.2056274414062,611.7046508789062,611.8569946289062,20,0.0,0.0
2025-03-16 00:00:00+00:00,611.8569946289062,612.5046997070312,611.6415405273438,611.796142578125,20,0.0,0.0
2025-03-17 00:00:00+00:00,611.796142578125,919.9982299804688,611.65234375,919.3265380859375,39,0.0,0.0
2025-03-18 00:00:00+00:00,919.3265380859375,919.7791748046875,611.8517456054688,611.8517456054688,20,0.0,0.0
2025-03-19 00:00:00+00:00,611.8517456054688,654.9733276367188,611.8517456054688,654.9507446289062,22,0.0,0.0
2025-03-20 00:00:00+00:00,654.9507446289062,654.9838256835938,611.8517456054688,611.8517456054688,20,0.0,0.0
2025-03-21 00:00:00+00:00,611.8517456054688,919.1107177734375,611.8517456054688,918.9279174804688,39,0.0,0.0
2025-03-22 00:00:00+00:00,918.9279174804688,919.159423828125,611.8517456054688,611.8517456054688,20,0.0,0.0
2025-03-23 00:00:00+00:00,611.8517456054688,611.8517456054688,611.8517456054688,611.8517456054688,20,0.0,0.0
2025-03-24 00:00:00+00:00,611.8517456054688,611.8517456054688,611.8517456054688,611.8517456054688,20,0.0,0.0
2025-03-25 00:00:00+00:00,611.8517456054688,611.8517456054688,611.8517456054688,611.8517456054688,20,0.0,0.0
2025-03-26 00:00:00+00:00,611.8517456054688,611.8517456054688,611.8517456054688,611.8517456054688,20,0.0,0.0
2025-03-27 00:00:00+00:00,611.8517456054688,611.8517456054688,611.8517456054688,611.8517456054688,20,0.0,0.0
2025-03-28 00:00:00+00:00,611.8517456054688,611.8517456054688,611.8517456054688,611.8517456054688,20,0.0,0.0
2025-03-29 00:00:00+00:00,611.8517456054688,611.8517456054688,611.8517456054688,611.8517456054688,20,0.0,0.0
2025-03-30 00:00:00+00:00,611.8517456054688,796.177734375,611.8517456054688,796.002685546875,31,0.0,0.0
2025-03-31 00:00:00+00:00,796.002685546875,796.2110595703125,611.8517456054688,611.8517456054688,20,0.0,0.0
2025-04-01 00:00:00+00:00,611.8517456054688,611.9246826171875,611.5112915039062,611.7413330078125,33,0.0,0.0
2025-04-02 00:00:00+00:00,611.7413330078125,611.923583984375,611.2974243164062,611.6363525390625,33,0.0,0.0
2025-04-03 00:00:00+00:00,611.6363525390625,611.8110961914062,611.240966796875,611.5261840820312,33,0.0,0.0
2025-04-04 00:00:00+00:00,611.5261840820312,611.8782958984375,611.2357788085938,611.5126953125,33,0.0,0.0
2025-04-05 00:00:00+00:00,611.5126953125,611.7403564453125,611.4109497070312,611.4865112304688,33,0.0,0.0
2025-04-06 00:00:00+00:00,611.4865112304688,611.88134765625,610.9403076171875,611.3567504882812,33,0.0,0.0
2025-04-07 00:00:00+00:00,611.3567504882812,611.7880859375,610.781005859375,611.5044555664062,33,0.0,0.0
2025-04-08 00:00:00+00:00,611.5044555664062,611.8824462890625,224.34872436523438,224.4458465576172,39,0.0,0.0
2025-04-09 00:00:00+00:00,224.4458465576172,653.8790893554688,224.35255432128906,653.6221313476562,37,0.0,0.0
2025-04-10 00:00:00+00:00,653.6221313476562,653.730712890625,610.9959106445312,611.4410400390625,33,0.0,0.0
2025-04-11 00:00:00+00:00,611.4410400390625,611.7803955078125,611.0064086914062,611.4888916015625,33,0.0,0.0
2025-04-12 00:00:00+00:00,611.4888916015625,611.714599609375,611.3082275390625,611.6715698242188,33,0.0,0.0
