TIMESTAMP,KONO_OPEN_PRICE_USD,KONO_HIGH_PRICE_USD,KONO_LOW_PRICE_USD,KONO_CLOSE_PRICE_USD,KONO_VOLUME_USD,KONO_DIVIDENDS_USD,KONO_STOCK_SPLITS_USD
2021-03-16 00:00:00+00:00,4.618734836578369,4.951333045959473,4.154210090637207,4.951333045959473,37566005,0.0,0.0
2021-03-17 00:00:00+00:00,4.951369762420654,5.159055233001709,4.029055118560791,4.400559902191162,16248357,0.0,0.0
2021-03-18 00:00:00+00:00,4.40142822265625,4.4653191566467285,3.7751588821411133,4.228745937347412,5170855,0.0,0.0
2021-03-19 00:00:00+00:00,4.229320049285889,4.479750156402588,3.6512339115142822,4.472240924835205,4373386,0.0,0.0
2021-03-20 00:00:00+00:00,4.475279808044434,5.090012073516846,3.8784499168395996,4.432459831237793,7910775,0.0,0.0
2021-03-21 00:00:00+00:00,4.4252028465271,4.7450737953186035,3.979016065597534,4.269710063934326,2321519,0.0,0.0
2021-03-22 00:00:00+00:00,4.283058166503906,4.614756107330322,3.624962091445923,4.0373969078063965,3049903,0.0,0.0
2021-03-23 00:00:00+00:00,4.036262035369873,4.206411838531494,3.351356029510498,3.7610130310058594,3326179,0.0,0.0
2021-03-24 00:00:00+00:00,3.758776903152466,4.016867160797119,3.3888111114501953,3.392285108566284,1597491,0.0,0.0
2021-03-25 00:00:00+00:00,3.3869450092315674,3.5968120098114014,2.698683023452759,3.0080931186676025,2863339,0.0,0.0
2021-03-26 00:00:00+00:00,3.007028102874756,3.8291289806365967,3.003995895385742,3.4860050678253174,2224214,0.0,0.0
2021-03-27 00:00:00+00:00,3.484729051589966,3.9636640548706055,3.251621961593628,3.8917620182037354,2040456,0.0,0.0
2021-03-28 00:00:00+00:00,3.891848087310791,3.9898719787597656,3.345576047897339,3.5087010860443115,1618185,0.0,0.0
2021-03-29 00:00:00+00:00,3.5091559886932373,4.218966960906982,3.1637439727783203,3.7353410720825195,3618304,0.0,0.0
2021-03-30 00:00:00+00:00,3.7355289459228516,4.276156902313232,3.612421989440918,4.174877166748047,3287820,0.0,0.0
2021-03-31 00:00:00+00:00,4.1741719245910645,4.627607822418213,3.7258660793304443,4.053670883178711,3927995,0.0,0.0
2021-04-01 00:00:00+00:00,4.045638084411621,4.589718818664551,3.6815929412841797,3.930532932281494,2968126,0.0,0.0
2021-04-02 00:00:00+00:00,3.9464900493621826,4.12394380569458,3.770699977874756,3.8288869857788086,1970313,0.0,0.0
2021-04-03 00:00:00+00:00,3.834501028060913,3.9897971153259277,3.573996067047119,3.5948009490966797,1823128,0.0,0.0
2021-04-04 00:00:00+00:00,3.5867838859558105,3.928378105163574,3.571147918701172,3.842590093612671,1354535,0.0,0.0
2021-04-05 00:00:00+00:00,3.8410298824310303,3.8926498889923096,3.365281105041504,3.5793490409851074,4938077,0.0,0.0
2021-04-06 00:00:00+00:00,3.58160400390625,4.770576000213623,3.3590049743652344,4.061438083648682,13853531,0.0,0.0
2021-04-07 00:00:00+00:00,4.061587810516357,4.1781439781188965,3.6314170360565186,3.761564016342163,3996403,0.0,0.0
2021-04-08 00:00:00+00:00,3.756057024002075,3.9521899223327637,3.627351999282837,3.8062050342559814,2822944,0.0,0.0
2021-04-09 00:00:00+00:00,3.806138038635254,4.1188578605651855,3.7502410411834717,3.859821081161499,5205921,0.0,0.0
2021-04-10 00:00:00+00:00,3.860150098800659,4.058442115783691,3.6816558837890625,3.7085680961608887,6001666,0.0,0.0
2021-04-11 00:00:00+00:00,3.708543062210083,3.9449141025543213,3.6096620559692383,3.8855440616607666,5827501,0.0,0.0
2021-04-12 00:00:00+00:00,3.8850018978118896,3.944145917892456,3.594836950302124,3.673772096633911,5383993,0.0,0.0
2021-04-13 00:00:00+00:00,3.6736040115356445,3.7993719577789307,3.5146191120147705,3.771960973739624,6362916,0.0,0.0
2021-04-14 00:00:00+00:00,3.772998094558716,3.9823060035705566,3.5963330268859863,3.6556360721588135,5248873,0.0,0.0
2021-04-15 00:00:00+00:00,3.65575909614563,3.6833279132843018,3.5006608963012695,3.5339789390563965,4780619,0.0,0.0
